"","GEOID","value","year","doy","variable","model"
"1",27047,0.118598831218481,2021,1,"prcp","cmip6_gfdl-esm4"
"2",27047,0.0866451974630356,2021,2,"prcp","cmip6_gfdl-esm4"
"3",27047,0.154040003720919,2021,3,"prcp","cmip6_gfdl-esm4"
"4",27047,0.0715434870640437,2021,4,"prcp","cmip6_gfdl-esm4"
"5",27047,0.0040141582717714,2021,5,"prcp","cmip6_gfdl-esm4"
"6",27047,0,2021,6,"prcp","cmip6_gfdl-esm4"
"7",27047,0,2021,7,"prcp","cmip6_gfdl-esm4"
"8",27047,0,2021,8,"prcp","cmip6_gfdl-esm4"
"9",27047,0.259763941721122,2021,9,"prcp","cmip6_gfdl-esm4"
"10",27047,0.124013693557183,2021,10,"prcp","cmip6_gfdl-esm4"
"11",27047,0,2021,11,"prcp","cmip6_gfdl-esm4"
"12",27047,0,2021,12,"prcp","cmip6_gfdl-esm4"
"13",27047,0.010551881334953,2021,13,"prcp","cmip6_gfdl-esm4"
"14",27047,0,2021,14,"prcp","cmip6_gfdl-esm4"
"15",27047,0,2021,15,"prcp","cmip6_gfdl-esm4"
"16",27047,0,2021,16,"prcp","cmip6_gfdl-esm4"
"17",27047,0.134918351566792,2021,17,"prcp","cmip6_gfdl-esm4"
"18",27047,0,2021,18,"prcp","cmip6_gfdl-esm4"
"19",27047,0,2021,19,"prcp","cmip6_gfdl-esm4"
"20",27047,0,2021,20,"prcp","cmip6_gfdl-esm4"
"21",27047,0.0454695712904135,2021,21,"prcp","cmip6_gfdl-esm4"
"22",27047,1.0616235815684,2021,22,"prcp","cmip6_gfdl-esm4"
"23",27047,0.0262702668895324,2021,23,"prcp","cmip6_gfdl-esm4"
"24",27047,0,2021,24,"prcp","cmip6_gfdl-esm4"
"25",27047,0.0163320617953936,2021,25,"prcp","cmip6_gfdl-esm4"
"26",27047,0.00427543485618177,2021,26,"prcp","cmip6_gfdl-esm4"
"27",27047,0.158486129271984,2021,27,"prcp","cmip6_gfdl-esm4"
"28",27047,0.0175504799644152,2021,28,"prcp","cmip6_gfdl-esm4"
"29",27047,0.740273667907715,2021,29,"prcp","cmip6_gfdl-esm4"
"30",27047,0.800431864484151,2021,30,"prcp","cmip6_gfdl-esm4"
"31",27047,0.568822825479507,2021,31,"prcp","cmip6_gfdl-esm4"
"32",27047,0,2021,32,"prcp","cmip6_gfdl-esm4"
"33",27047,7.570200098174e-05,2021,33,"prcp","cmip6_gfdl-esm4"
"34",27047,0,2021,34,"prcp","cmip6_gfdl-esm4"
"35",27047,0,2021,35,"prcp","cmip6_gfdl-esm4"
"36",27047,0,2021,36,"prcp","cmip6_gfdl-esm4"
"37",27047,0,2021,37,"prcp","cmip6_gfdl-esm4"
"38",27047,0,2021,38,"prcp","cmip6_gfdl-esm4"
"39",27047,0,2021,39,"prcp","cmip6_gfdl-esm4"
"40",27047,0,2021,40,"prcp","cmip6_gfdl-esm4"
"41",27047,0,2021,41,"prcp","cmip6_gfdl-esm4"
"42",27047,0.0135318423559268,2021,42,"prcp","cmip6_gfdl-esm4"
"43",27047,1.11455639707856e-05,2021,43,"prcp","cmip6_gfdl-esm4"
"44",27047,0.0583761101563772,2021,44,"prcp","cmip6_gfdl-esm4"
"45",27047,0.403219686301549,2021,45,"prcp","cmip6_gfdl-esm4"
"46",27047,0.0842694776393085,2021,46,"prcp","cmip6_gfdl-esm4"
"47",27047,0.0276751834534647,2021,47,"prcp","cmip6_gfdl-esm4"
"48",27047,0,2021,48,"prcp","cmip6_gfdl-esm4"
"49",27047,0,2021,49,"prcp","cmip6_gfdl-esm4"
"50",27047,0.0364248864973585,2021,50,"prcp","cmip6_gfdl-esm4"
"51",27047,0,2021,51,"prcp","cmip6_gfdl-esm4"
"52",27047,0.0466887907326222,2021,52,"prcp","cmip6_gfdl-esm4"
"53",27047,1.52545532919566,2021,53,"prcp","cmip6_gfdl-esm4"
"54",27047,2.12327622248332,2021,54,"prcp","cmip6_gfdl-esm4"
"55",27047,3.03976582768758,2021,55,"prcp","cmip6_gfdl-esm4"
"56",27047,2.33558070570628,2021,56,"prcp","cmip6_gfdl-esm4"
"57",27047,0.485950321308772,2021,57,"prcp","cmip6_gfdl-esm4"
"58",27047,0,2021,58,"prcp","cmip6_gfdl-esm4"
"59",27047,0,2021,59,"prcp","cmip6_gfdl-esm4"
"60",27047,0,2021,60,"prcp","cmip6_gfdl-esm4"
"61",27047,0,2021,61,"prcp","cmip6_gfdl-esm4"
"62",27047,0,2021,62,"prcp","cmip6_gfdl-esm4"
"63",27047,0.0295238686472178,2021,63,"prcp","cmip6_gfdl-esm4"
"64",27047,0.432909124294917,2021,64,"prcp","cmip6_gfdl-esm4"
"65",27047,0,2021,65,"prcp","cmip6_gfdl-esm4"
"66",27047,0,2021,66,"prcp","cmip6_gfdl-esm4"
