"","GEOID","value","year","doy","variable","model"
"1",21003,5.59001794611529,2021,1,"tmax","cmip6_gfdl-esm4"
"2",21003,4.67190762426462,2021,2,"tmax","cmip6_gfdl-esm4"
"3",21003,1.46610522112831,2021,3,"tmax","cmip6_gfdl-esm4"
"4",21003,2.20774381546297,2021,4,"tmax","cmip6_gfdl-esm4"
"5",21003,1.58924097694842,2021,5,"tmax","cmip6_gfdl-esm4"
"6",21003,6.10725039669914,2021,6,"tmax","cmip6_gfdl-esm4"
"7",21003,9.5939574698017,2021,7,"tmax","cmip6_gfdl-esm4"
"8",21003,7.40904559711419,2021,8,"tmax","cmip6_gfdl-esm4"
"9",21003,4.48397227036546,2021,9,"tmax","cmip6_gfdl-esm4"
"10",21003,10.8431648164168,2021,10,"tmax","cmip6_gfdl-esm4"
"11",21003,9.19821717374527,2021,11,"tmax","cmip6_gfdl-esm4"
"12",21003,7.06450822933017,2021,12,"tmax","cmip6_gfdl-esm4"
"13",21003,10.1460339647971,2021,13,"tmax","cmip6_gfdl-esm4"
"14",21003,10.8519223363224,2021,14,"tmax","cmip6_gfdl-esm4"
"15",21003,14.1286007867526,2021,15,"tmax","cmip6_gfdl-esm4"
"16",21003,12.9810663261036,2021,16,"tmax","cmip6_gfdl-esm4"
"17",21003,6.76876677616988,2021,17,"tmax","cmip6_gfdl-esm4"
"18",21003,5.07174863437615,2021,18,"tmax","cmip6_gfdl-esm4"
"19",21003,3.54747475596807,2021,19,"tmax","cmip6_gfdl-esm4"
"20",21003,2.00600779646694,2021,20,"tmax","cmip6_gfdl-esm4"
"21",21003,5.49610255758623,2021,21,"tmax","cmip6_gfdl-esm4"
"22",21003,15.5722600949479,2021,22,"tmax","cmip6_gfdl-esm4"
"23",21003,12.8729171249339,2021,23,"tmax","cmip6_gfdl-esm4"
"24",21003,3.14106386749133,2021,24,"tmax","cmip6_gfdl-esm4"
"25",21003,8.18623587689122,2021,25,"tmax","cmip6_gfdl-esm4"
"26",21003,6.86675917958007,2021,26,"tmax","cmip6_gfdl-esm4"
"27",21003,13.0899450094393,2021,27,"tmax","cmip6_gfdl-esm4"
"28",21003,13.99291445687,2021,28,"tmax","cmip6_gfdl-esm4"
"29",21003,17.1786275177506,2021,29,"tmax","cmip6_gfdl-esm4"
"30",21003,20.4524498006823,2021,30,"tmax","cmip6_gfdl-esm4"
"31",21003,19.1086606087595,2021,31,"tmax","cmip6_gfdl-esm4"
"32",21003,16.3308161870875,2021,32,"tmax","cmip6_gfdl-esm4"
"33",21003,9.74745189658355,2021,33,"tmax","cmip6_gfdl-esm4"
"34",21003,6.86749354080267,2021,34,"tmax","cmip6_gfdl-esm4"
"35",21003,3.42499796497022,2021,35,"tmax","cmip6_gfdl-esm4"
