"","GEOID","value","year","doy","variable","model"
"1",17091,0,2021,1,"prcp","cmip6_gfdl-esm4"
"2",17091,0.119470817175702,2021,2,"prcp","cmip6_gfdl-esm4"
"3",17091,0,2021,3,"prcp","cmip6_gfdl-esm4"
"4",17091,0.039385502230163,2021,4,"prcp","cmip6_gfdl-esm4"
"5",17091,0,2021,5,"prcp","cmip6_gfdl-esm4"
"6",17091,0,2021,6,"prcp","cmip6_gfdl-esm4"
"7",17091,0,2021,7,"prcp","cmip6_gfdl-esm4"
"8",17091,0,2021,8,"prcp","cmip6_gfdl-esm4"
"9",17091,0.0680913669761619,2021,9,"prcp","cmip6_gfdl-esm4"
"10",17091,0.136985710339236,2021,10,"prcp","cmip6_gfdl-esm4"
"11",17091,2.64140468700634e-05,2021,11,"prcp","cmip6_gfdl-esm4"
"12",17091,0.0258137051723159,2021,12,"prcp","cmip6_gfdl-esm4"
"13",17091,0.131128467095979,2021,13,"prcp","cmip6_gfdl-esm4"
"14",17091,0.213074352239752,2021,14,"prcp","cmip6_gfdl-esm4"
"15",17091,0.178832580778146,2021,15,"prcp","cmip6_gfdl-esm4"
"16",17091,0.0292510477081997,2021,16,"prcp","cmip6_gfdl-esm4"
"17",17091,0.0868436572656415,2021,17,"prcp","cmip6_gfdl-esm4"
"18",17091,0.123395452536537,2021,18,"prcp","cmip6_gfdl-esm4"
"19",17091,4.1751235584737e-05,2021,19,"prcp","cmip6_gfdl-esm4"
"20",17091,0,2021,20,"prcp","cmip6_gfdl-esm4"
"21",17091,0,2021,21,"prcp","cmip6_gfdl-esm4"
"22",17091,2.02427128833684,2021,22,"prcp","cmip6_gfdl-esm4"
"23",17091,0.100657153804984,2021,23,"prcp","cmip6_gfdl-esm4"
"24",17091,0,2021,24,"prcp","cmip6_gfdl-esm4"
"25",17091,0.42333531011603,2021,25,"prcp","cmip6_gfdl-esm4"
"26",17091,0,2021,26,"prcp","cmip6_gfdl-esm4"
"27",17091,0.144561993493237,2021,27,"prcp","cmip6_gfdl-esm4"
"28",17091,0.23731645437712,2021,28,"prcp","cmip6_gfdl-esm4"
"29",17091,0.108022283760583,2021,29,"prcp","cmip6_gfdl-esm4"
"30",17091,2.29465479067297,2021,30,"prcp","cmip6_gfdl-esm4"
"31",17091,0.037119859283943,2021,31,"prcp","cmip6_gfdl-esm4"
"32",17091,0.376626566432353,2021,32,"prcp","cmip6_gfdl-esm4"
"33",17091,0,2021,33,"prcp","cmip6_gfdl-esm4"
"34",17091,0,2021,34,"prcp","cmip6_gfdl-esm4"
"35",17091,0,2021,35,"prcp","cmip6_gfdl-esm4"
"36",17091,0,2021,36,"prcp","cmip6_gfdl-esm4"
"37",17091,0.130782639971874,2021,37,"prcp","cmip6_gfdl-esm4"
"38",17091,0.223682315913543,2021,38,"prcp","cmip6_gfdl-esm4"
"39",17091,0.00161630732228943,2021,39,"prcp","cmip6_gfdl-esm4"
"40",17091,0,2021,40,"prcp","cmip6_gfdl-esm4"
"41",17091,0,2021,41,"prcp","cmip6_gfdl-esm4"
"42",17091,0,2021,42,"prcp","cmip6_gfdl-esm4"
"43",17091,0.0696542505079896,2021,43,"prcp","cmip6_gfdl-esm4"
"44",17091,0.0677479841342729,2021,44,"prcp","cmip6_gfdl-esm4"
"45",17091,0.226497695677341,2021,45,"prcp","cmip6_gfdl-esm4"
"46",17091,2.21430590902442,2021,46,"prcp","cmip6_gfdl-esm4"
"47",17091,0.357634546820908,2021,47,"prcp","cmip6_gfdl-esm4"
"48",17091,0,2021,48,"prcp","cmip6_gfdl-esm4"
"49",17091,0,2021,49,"prcp","cmip6_gfdl-esm4"
"50",17091,0,2021,50,"prcp","cmip6_gfdl-esm4"
"51",17091,0.101765060990458,2021,51,"prcp","cmip6_gfdl-esm4"
"52",17091,0.0400184533767212,2021,52,"prcp","cmip6_gfdl-esm4"
"53",17091,0.0970690404853807,2021,53,"prcp","cmip6_gfdl-esm4"
"54",17091,1.13967879038019,2021,54,"prcp","cmip6_gfdl-esm4"
"55",17091,3.43742277953172,2021,55,"prcp","cmip6_gfdl-esm4"
"56",17091,0.0813851976656373,2021,56,"prcp","cmip6_gfdl-esm4"
"57",17091,0.00365016007145176,2021,57,"prcp","cmip6_gfdl-esm4"
"58",17091,0.0312818428411784,2021,58,"prcp","cmip6_gfdl-esm4"
"59",17091,0.0433043051912072,2021,59,"prcp","cmip6_gfdl-esm4"
