"","GEOID","NAME","NAMELSAD","State_Name","Elev_mean_m","Elev_cell_count","County_center_Long","County_center_Lat"
"536","45035","Dorchester","Dorchester County","South Carolina",18,8237,-96.7873997260689,41.9163237828574
"537","27161","Waseca","Waseca County","Minnesota",338,7308,-96.7873997260689,41.9163237828574
"538","46015","Brule","Brule County","South Dakota",506,14185,-96.7873997260689,41.9163237828574
"539","47177","Warren","Warren County","Tennessee",337,6452,-96.7873997260689,41.9163237828574
"540","17023","Clark","Clark County","Illinois",177,7876,-96.7873997260689,41.9163237828574
"541","21201","Robertson","Robertson County","Kentucky",238,1540,-96.7873997260689,41.9163237828574
"542","47095","Lake","Lake County","Tennessee",84,2917,-96.7873997260689,41.9163237828574
"543","45015","Berkeley","Berkeley County","South Carolina",13,17803,-96.7873997260689,41.9163237828574
"544","05051","Garland","Garland County","Arkansas",210,10755,-96.7873997260689,41.9163237828574
"545","20139","Osage","Osage County","Kansas",331,11025,-96.7873997260689,41.9163237828574
"546","39155","Trumbull","Trumbull County","Ohio",295,10166,-96.7873997260689,41.9163237828574
"547","48333","Mills","Mills County","Texas",442,10616,-96.7873997260689,41.9163237828574
"548","48359","Oldham","Oldham County","Texas",1132,22270,-96.7873997260689,41.9163237828574
"549","42019","Butler","Butler County","Pennsylvania",381,12697,-96.7873997260689,41.9163237828574
"550","16049","Idaho","Idaho County","Idaho",1554,146836,-96.7873997260689,41.9163237828574
"551","20115","Marion","Marion County","Kansas",433,14759,-96.7873997260689,41.9163237828574
"552","51029","Buckingham","Buckingham County","Virginia",148,8879,-96.7873997260689,41.9163237828574
"553","37025","Cabarrus","Cabarrus County","North Carolina",196,5386,-96.7873997260689,41.9163237828574
"554","29225","Webster","Webster County","Missouri",433,8987,-96.7873997260689,41.9163237828574
"555","49011","Davis","Davis County","Utah",1407,10134,-96.7873997260689,41.9163237828574
"556","27033","Cottonwood","Cottonwood County","Minnesota",411,10767,-96.7873997260689,41.9163237828574
"557","12093","Okeechobee","Okeechobee County","Florida",12,12193,-96.7873997260689,41.9163237828574
"558","13291","Union","Union County","Georgia",716,4819,-96.7873997260689,41.9163237828574
"559","19013","Black Hawk","Black Hawk County","Iowa",279,9421,-96.7873997260689,41.9163237828574
"560","48403","Sabine","Sabine County","Texas",75,8161,-96.7873997260689,41.9163237828574
"561","39131","Pike","Pike County","Ohio",253,6906,-96.7873997260689,41.9163237828574
"562","01125","Tuscaloosa","Tuscaloosa County","Alabama",108,19495,-96.7873997260689,41.9163237828574
"563","01131","Wilcox","Wilcox County","Alabama",53,12920,-96.7873997260689,41.9163237828574
"564","28097","Montgomery","Montgomery County","Mississippi",111,5921,-96.7873997260689,41.9163237828574
"565","31099","Kearney","Kearney County","Nebraska",652,8203,-96.7873997260689,41.9163237828574
"566","31087","Hitchcock","Hitchcock County","Nebraska",874,11347,-96.7873997260689,41.9163237828574
"567","10003","New Castle","New Castle County","Delaware",24,7731,-96.7873997260689,41.9163237828574
"568","16081","Teton","Teton County","Idaho",1987,7479,-96.7873997260689,41.9163237828574
"569","17161","Rock Island","Rock Island County","Illinois",201,7288,-96.7873997260689,41.9163237828574
"570","51073","Gloucester","Gloucester County","Virginia",10,4359,-96.7873997260689,41.9163237828574
"571","05133","Sevier","Sevier County","Arkansas",131,8477,-96.7873997260689,41.9163237828574
"572","18017","Cass","Cass County","Indiana",222,6625,-96.7873997260689,41.9163237828574
"573","16077","Power","Power County","Idaho",1576,23709,-96.7873997260689,41.9163237828574
"574","18015","Carroll","Carroll County","Indiana",208,5957,-96.7873997260689,41.9163237828574
"575","42101","Philadelphia","Philadelphia County","Pennsylvania",32,2248,-96.7873997260689,41.9163237828574
"576","56043","Washakie","Washakie County","Wyoming",1593,37443,-96.7873997260689,41.9163237828574
"577","37029","Camden","Camden County","North Carolina",2,4668,-96.7873997260689,41.9163237828574
"578","36109","Tompkins","Tompkins County","New York",367,8013,-96.7873997260689,41.9163237828574
"579","05069","Jefferson","Jefferson County","Arkansas",67,13349,-96.7873997260689,41.9163237828574
"580","05079","Lincoln","Lincoln County","Arkansas",61,8273,-96.7873997260689,41.9163237828574
"581","55123","Vernon","Vernon County","Wisconsin",326,13683,-96.7873997260689,41.9163237828574
"582","29093","Iron","Iron County","Missouri",325,8410,-96.7873997260689,41.9163237828574
"583","48223","Hopkins","Hopkins County","Texas",144,11451,-96.7873997260689,41.9163237828574
"584","36001","Albany","Albany County","New York",237,8722,-96.7873997260689,41.9163237828574
"585","48225","Houston","Houston County","Texas",92,17482,-96.7873997260689,41.9163237828574
"586","39111","Monroe","Monroe County","Ohio",318,7175,-96.7873997260689,41.9163237828574
"587","20165","Rush","Rush County","Kansas",631,11146,-96.7873997260689,41.9163237828574
"588","18107","Montgomery","Montgomery County","Indiana",243,8002,-96.7873997260689,41.9163237828574
"589","20187","Stanton","Stanton County","Kansas",1027,10328,-96.7873997260689,41.9163237828574
"590","21129","Lee","Lee County","Kentucky",290,3216,-96.7873997260689,41.9163237828574
"591","27071","Koochiching","Koochiching County","Minnesota",370,56967,-96.7873997260689,41.9163237828574
"592","48029","Bexar","Bexar County","Texas",246,17452,-96.7873997260689,41.9163237828574
"593","08013","Boulder","Boulder County","Colorado",2255,11634,-96.7873997260689,41.9163237828574
"594","47089","Jefferson","Jefferson County","Tennessee",348,4695,-96.7873997260689,41.9163237828574
"595","40097","Mayes","Mayes County","Oklahoma",216,10229,-96.7873997260689,41.9163237828574
"596","27165","Watonwan","Watonwan County","Minnesota",333,7416,-96.7873997260689,41.9163237828574
"597","16013","Blaine","Blaine County","Idaho",1869,44112,-96.7873997260689,41.9163237828574
"598","22053","Jefferson Davis","Jefferson Davis Parish","Louisiana",5,9230,-96.7873997260689,41.9163237828574
"599","46119","Sully","Sully County","South Dakota",548,18153,-96.7873997260689,41.9163237828574
"600","08031","Denver","Denver County","Colorado",1627,2416,-96.7873997260689,41.9163237828574
"601","40029","Coal","Coal County","Oklahoma",205,7644,-96.7873997260689,41.9163237828574
"602","30011","Carter","Carter County","Montana",1040,57541,-96.7873997260689,41.9163237828574
"603","48461","Upton","Upton County","Texas",831,17527,-96.7873997260689,41.9163237828574
"604","18051","Gibson","Gibson County","Indiana",133,7647,-96.7873997260689,41.9163237828574
"605","31105","Kimball","Kimball County","Nebraska",1501,15217,-96.7873997260689,41.9163237828574
"606","17093","Kendall","Kendall County","Illinois",198,5199,-96.7873997260689,41.9163237828574
"607","11001","District of Columbia","District of Columbia","District of Columbia",38,1056,-96.7873997260689,41.9163237828574
"608","08085","Montrose","Montrose County","Colorado",2123,34484,-96.7873997260689,41.9163237828574
"609","27171","Wright","Wright County","Minnesota",302,12223,-96.7873997260689,41.9163237828574
"610","55059","Kenosha","Kenosha County","Wisconsin",195,12353,-96.7873997260689,41.9163237828574
"611","08037","Eagle","Eagle County","Colorado",2759,26521,-96.7873997260689,41.9163237828574
"612","06075","San Francisco","San Francisco County","California",11,3564,-96.7873997260689,41.9163237828574
"613","08113","San Miguel","San Miguel County","Colorado",2424,19714,-96.7873997260689,41.9163237828574
"614","12109","St. Johns","St. Johns County","Florida",4,11445,-96.7873997260689,41.9163237828574
"615","28019","Choctaw","Choctaw County","Mississippi",141,6019,-96.7873997260689,41.9163237828574
"616","29079","Grundy","Grundy County","Missouri",253,6906,-96.7873997260689,41.9163237828574
"617","26085","Lake","Lake County","Michigan",293,9623,-96.7873997260689,41.9163237828574
"618","26139","Ottawa","Ottawa County","Michigan",183,26833,-96.7873997260689,41.9163237828574
"619","17031","Cook","Cook County","Illinois",190,26453,-96.7873997260689,41.9163237828574
"620","17059","Gallatin","Gallatin County","Illinois",117,5009,-96.7873997260689,41.9163237828574
"621","45047","Greenwood","Greenwood County","South Carolina",162,6761,-96.7873997260689,41.9163237828574
"622","20059","Franklin","Franklin County","Kansas",301,8972,-96.7873997260689,41.9163237828574
"623","27027","Clay","Clay County","Minnesota",312,18545,-96.7873997260689,41.9163237828574
"624","47075","Haywood","Haywood County","Tennessee",100,7924,-96.7873997260689,41.9163237828574
"625","49003","Box Elder","Box Elder County","Utah",1478,108447,-96.7873997260689,41.9163237828574
"626","28139","Tippah","Tippah County","Mississippi",155,6769,-96.7873997260689,41.9163237828574
"627","54051","Marshall","Marshall County","West Virginia",341,4885,-96.7873997260689,41.9163237828574
"628","54035","Jackson","Jackson County","West Virginia",244,7302,-96.7873997260689,41.9163237828574
"629","16039","Elmore","Elmore County","Idaho",1442,51368,-96.7873997260689,41.9163237828574
"630","24005","Baltimore","Baltimore County","Maryland",116,10654,-96.7873997260689,41.9163237828574
"631","38005","Benson","Benson County","North Dakota",473,25849,-96.7873997260689,41.9163237828574
"632","29163","Pike","Pike County","Missouri",202,10685,-96.7873997260689,41.9163237828574
"633","39087","Lawrence","Lawrence County","Ohio",229,7048,-96.7873997260689,41.9163237828574
"634","29201","Scott","Scott County","Missouri",104,6435,-96.7873997260689,41.9163237828574
"635","39001","Adams","Adams County","Ohio",260,9065,-96.7873997260689,41.9163237828574
"636","48143","Erath","Erath County","Texas",380,15584,-96.7873997260689,41.9163237828574
"637","13137","Habersham","Habersham County","Georgia",466,4083,-96.7873997260689,41.9163237828574
"638","13319","Wilkinson","Wilkinson County","Georgia",99,6485,-96.7873997260689,41.9163237828574
"639","54061","Monongalia","Monongalia County","West Virginia",398,5756,-96.7873997260689,41.9163237828574
"640","39033","Crawford","Crawford County","Ohio",309,6422,-96.7873997260689,41.9163237828574
"641","12027","DeSoto","DeSoto County","Florida",16,8609,-96.7873997260689,41.9163237828574
"642","39059","Guernsey","Guernsey County","Ohio",288,8319,-96.7873997260689,41.9163237828574
"643","26015","Barry","Barry County","Michigan",268,9425,-96.7873997260689,41.9163237828574
"644","29209","Stone","Stone County","Missouri",347,7698,-96.7873997260689,41.9163237828574
"645","51760","Richmond","Richmond city","Virginia",48,944,-96.7873997260689,41.9163237828574
"646","37169","Stokes","Stokes County","North Carolina",293,6845,-96.7873997260689,41.9163237828574
"647","19039","Clarke","Clarke County","Iowa",331,6893,-96.7873997260689,41.9163237828574
"648","19065","Fayette","Fayette County","Iowa",335,11970,-96.7873997260689,41.9163237828574
"649","06041","Marin","Marin County","California",82,12678,-96.7873997260689,41.9163237828574
"650","48381","Randall","Randall County","Texas",1106,13559,-96.7873997260689,41.9163237828574
"651","48401","Rusk","Rusk County","Texas",122,13345,-96.7873997260689,41.9163237828574
"652","19181","Warren","Warren County","Iowa",275,9205,-96.7873997260689,41.9163237828574
"653","39161","Van Wert","Van Wert County","Ohio",239,6545,-96.7873997260689,41.9163237828574
"654","12043","Glades","Glades County","Florida",8,13387,-96.7873997260689,41.9163237828574
"655","13199","Meriwether","Meriwether County","Georgia",250,7293,-96.7873997260689,41.9163237828574
"656","08023","Costilla","Costilla County","Colorado",2684,18660,-96.7873997260689,41.9163237828574
"657","48099","Coryell","Coryell County","Texas",290,14954,-96.7873997260689,41.9163237828574
"658","19001","Adair","Adair County","Iowa",387,9209,-96.7873997260689,41.9163237828574
"659","13053","Chattahoochee","Chattahoochee County","Georgia",122,3596,-96.7873997260689,41.9163237828574
"660","06043","Mariposa","Mariposa County","California",1095,22248,-96.7873997260689,41.9163237828574
"661","29089","Howard","Howard County","Missouri",215,7321,-96.7873997260689,41.9163237828574
"662","41047","Marion","Marion County","Oregon",480,20207,-96.7873997260689,41.9163237828574
"663","55079","Milwaukee","Milwaukee County","Wisconsin",183,19555,-96.7873997260689,41.9163237828574
"664","27139","Scott","Scott County","Minnesota",284,6238,-96.7873997260689,41.9163237828574
"665","39129","Pickaway","Pickaway County","Ohio",238,7929,-96.7873997260689,41.9163237828574
"666","51145","Powhatan","Powhatan County","Virginia",83,3996,-96.7873997260689,41.9163237828574
"667","08014","Broomfield","Broomfield County","Colorado",1624,537,-96.7873997260689,41.9163237828574
"668","47099","Lawrence","Lawrence County","Tennessee",266,9127,-96.7873997260689,41.9163237828574
"669","26009","Antrim","Antrim County","Michigan",259,10243,-96.7873997260689,41.9163237828574
"670","45069","Marlboro","Marlboro County","South Carolina",45,7124,-96.7873997260689,41.9163237828574
"671","16009","Benewah","Benewah County","Idaho",956,13869,-96.7873997260689,41.9163237828574
"672","17103","Lee","Lee County","Illinois",240,11776,-96.7873997260689,41.9163237828574
"673","31127","Nemaha","Nemaha County","Nebraska",321,6519,-96.7873997260689,41.9163237828574
"674","37031","Carteret","Carteret County","North Carolina",1,19569,-96.7873997260689,41.9163237828574
"675","20149","Pottawatomie","Pottawatomie County","Kansas",370,13386,-96.7873997260689,41.9163237828574
"676","26075","Jackson","Jackson County","Michigan",298,11775,-96.7873997260689,41.9163237828574
"677","48091","Comal","Comal County","Texas",310,8006,-96.7873997260689,41.9163237828574
"678","25019","Nantucket","Nantucket County","Massachusetts",1,4880,-96.7873997260689,41.9163237828574
"679","45009","Bamberg","Bamberg County","South Carolina",47,5706,-96.7873997260689,41.9163237828574
"680","48007","Aransas","Aransas County","Texas",1,7238,-96.7873997260689,41.9163237828574
"681","13019","Berrien","Berrien County","Georgia",73,6470,-96.7873997260689,41.9163237828574
"682","18165","Vermillion","Vermillion County","Indiana",177,4049,-96.7873997260689,41.9163237828574
"683","26143","Roscommon","Roscommon County","Michigan",356,9768,-96.7873997260689,41.9163237828574
"684","37005","Alleghany","Alleghany County","North Carolina",871,3536,-96.7873997260689,41.9163237828574
"685","06035","Lassen","Lassen County","California",1632,75085,-96.7873997260689,41.9163237828574
"686","51610","Falls Church","Falls Church city","Virginia",100,33,-96.7873997260689,41.9163237828574
"687","12081","Manatee","Manatee County","Florida",13,13145,-96.7873997260689,41.9163237828574
"688","39119","Muskingum","Muskingum County","Ohio",269,10577,-96.7873997260689,41.9163237828574
"689","08015","Chaffee","Chaffee County","Colorado",3040,15668,-96.7873997260689,41.9163237828574
"690","08025","Crowley","Crowley County","Colorado",1389,12307,-96.7873997260689,41.9163237828574
"691","08043","Fremont","Fremont County","Colorado",2299,23673,-96.7873997260689,41.9163237828574
"692","28109","Pearl River","Pearl River County","Mississippi",54,11530,-96.7873997260689,41.9163237828574
"693","28111","Perry","Perry County","Mississippi",54,9238,-96.7873997260689,41.9163237828574
"694","31041","Custer","Custer County","Nebraska",796,41308,-96.7873997260689,41.9163237828574
"695","12013","Calhoun","Calhoun County","Florida",29,8027,-96.7873997260689,41.9163237828574
"696","21117","Kenton","Kenton County","Kentucky",235,2553,-96.7873997260689,41.9163237828574
"697","19037","Chickasaw","Chickasaw County","Iowa",343,8397,-96.7873997260689,41.9163237828574
"698","17037","DeKalb","DeKalb County","Illinois",252,10226,-96.7873997260689,41.9163237828574
"699","19081","Hancock","Hancock County","Iowa",371,9440,-96.7873997260689,41.9163237828574
"700","38089","Stark","Stark County","North Dakota",757,23492,-96.7873997260689,41.9163237828574
"701","26095","Luce","Luce County","Michigan",208,33603,-96.7873997260689,41.9163237828574
"702","40019","Carter","Carter County","Oklahoma",275,12106,-96.7873997260689,41.9163237828574
"703","37139","Pasquotank","Pasquotank County","North Carolina",2,4325,-96.7873997260689,41.9163237828574
"704","35055","Taos","Taos County","New Mexico",2592,33051,-96.7873997260689,41.9163237828574
"705","28011","Bolivar","Bolivar County","Mississippi",41,13116,-96.7873997260689,41.9163237828574
"706","32023","Nye","Nye County","Nevada",1771,278536,-96.7873997260689,41.9163237828574
"707","47073","Hawkins","Hawkins County","Tennessee",430,7495,-96.7873997260689,41.9163237828574
"708","38011","Bowman","Bowman County","North Dakota",896,20448,-96.7873997260689,41.9163237828574
"709","42057","Fulton","Fulton County","Pennsylvania",338,6878,-96.7873997260689,41.9163237828574
"710","22055","Lafayette","Lafayette Parish","Louisiana",8,3764,-96.7873997260689,41.9163237828574
"711","48237","Jack","Jack County","Texas",331,13291,-96.7873997260689,41.9163237828574
"712","17175","Stark","Stark County","Illinois",218,4630,-96.7873997260689,41.9163237828574
"713","40055","Greer","Greer County","Oklahoma",503,9501,-96.7873997260689,41.9163237828574
"714","48211","Hemphill","Hemphill County","Texas",770,13545,-96.7873997260689,41.9163237828574
"715","16069","Nez Perce","Nez Perce County","Idaho",783,14921,-96.7873997260689,41.9163237828574
"716","46129","Walworth","Walworth County","South Dakota",578,12724,-96.7873997260689,41.9163237828574
"717","06055","Napa","Napa County","California",280,12200,-96.7873997260689,41.9163237828574
"718","40033","Cotton","Cotton County","Oklahoma",306,9344,-96.7873997260689,41.9163237828574
"719","29221","Washington","Washington County","Missouri",284,11650,-96.7873997260689,41.9163237828574
"720","36011","Cayuga","Cayuga County","New York",212,14237,-96.7873997260689,41.9163237828574
"721","48417","Shackelford","Shackelford County","Texas",469,13052,-96.7873997260689,41.9163237828574
"722","48407","San Jacinto","San Jacinto County","Texas",65,8811,-96.7873997260689,41.9163237828574
"723","19061","Dubuque","Dubuque County","Iowa",292,10154,-96.7873997260689,41.9163237828574
"724","51075","Goochland","Goochland County","Virginia",84,4434,-96.7873997260689,41.9163237828574
"725","20181","Sherman","Sherman County","Kansas",1113,16479,-96.7873997260689,41.9163237828574
"726","39139","Richland","Richland County","Ohio",364,7929,-96.7873997260689,41.9163237828574
"727","17001","Adams","Adams County","Illinois",198,13703,-96.7873997260689,41.9163237828574
"728","39021","Champaign","Champaign County","Ohio",342,6776,-96.7873997260689,41.9163237828574
"729","33019","Sullivan","Sullivan County","New Hampshire",360,9139,-96.7873997260689,41.9163237828574
"730","17075","Iroquois","Iroquois County","Illinois",202,17760,-96.7873997260689,41.9163237828574
"731","19157","Poweshiek","Poweshiek County","Iowa",277,9386,-96.7873997260689,41.9163237828574
"732","39169","Wayne","Wayne County","Ohio",326,8861,-96.7873997260689,41.9163237828574
"733","13113","Fayette","Fayette County","Georgia",259,2891,-96.7873997260689,41.9163237828574
"734","13141","Hancock","Hancock County","Georgia",144,6899,-96.7873997260689,41.9163237828574
"735","48259","Kendall","Kendall County","Texas",473,9238,-96.7873997260689,41.9163237828574
"736","36039","Greene","Greene County","New York",430,10716,-96.7873997260689,41.9163237828574
"737","51137","Orange","Orange County","Virginia",129,5266,-96.7873997260689,41.9163237828574
"738","40089","McCurtain","McCurtain County","Oklahoma",193,27726,-96.7873997260689,41.9163237828574
"739","13277","Tift","Tift County","Georgia",96,3794,-96.7873997260689,41.9163237828574
"740","31025","Cass","Cass County","Nebraska",355,8968,-96.7873997260689,41.9163237828574
"741","46077","Kingsbury","Kingsbury County","South Dakota",508,14569,-96.7873997260689,41.9163237828574
"742","56009","Converse","Converse County","Wyoming",1653,70184,-96.7873997260689,41.9163237828574
"743","36043","Herkimer","Herkimer County","New York",467,24165,-96.7873997260689,41.9163237828574
"744","38047","Logan","Logan County","North Dakota",609,17737,-96.7873997260689,41.9163237828574
"745","26053","Gogebic","Gogebic County","Michigan",389,25793,-96.7873997260689,41.9163237828574
"746","27005","Becker","Becker County","Minnesota",439,25520,-96.7873997260689,41.9163237828574
"747","01095","Marshall","Marshall County","Alabama",268,9133,-96.7873997260689,41.9163237828574
"748","47173","Union","Union County","Tennessee",374,3703,-96.7873997260689,41.9163237828574
"749","54057","Mineral","Mineral County","West Virginia",393,5136,-96.7873997260689,41.9163237828574
"750","55003","Ashland","Ashland County","Wisconsin",269,40195,-96.7873997260689,41.9163237828574
"751","17053","Ford","Ford County","Illinois",227,7759,-96.7873997260689,41.9163237828574
"752","38029","Emmons","Emmons County","North Dakota",573,27071,-96.7873997260689,41.9163237828574
"753","06089","Shasta","Shasta County","California",921,61216,-96.7873997260689,41.9163237828574
"754","22113","Vermilion","Vermilion Parish","Louisiana",1,21293,-96.7873997260689,41.9163237828574
"755","05121","Randolph","Randolph County","Arkansas",119,9818,-96.7873997260689,41.9163237828574
"756","55085","Oneida","Oneida County","Wisconsin",486,21233,-96.7873997260689,41.9163237828574
"757","22035","East Carroll","East Carroll Parish","Louisiana",26,6325,-96.7873997260689,41.9163237828574
"758","22037","East Feliciana","East Feliciana Parish","Louisiana",60,6381,-96.7873997260689,41.9163237828574
"759","22087","St. Bernard","St. Bernard Parish","Louisiana",0,30017,-96.7873997260689,41.9163237828574
"760","48481","Wharton","Wharton County","Texas",30,15154,-96.7873997260689,41.9163237828574
"761","48153","Floyd","Floyd County","Texas",959,14476,-96.7873997260689,41.9163237828574
"762","21151","Madison","Madison County","Kentucky",272,6757,-96.7873997260689,41.9163237828574
"763","47009","Blount","Blount County","Tennessee",428,8390,-96.7873997260689,41.9163237828574
"764","30031","Gallatin","Gallatin County","Montana",1916,45319,-96.7873997260689,41.9163237828574
"765","45031","Darlington","Darlington County","South Carolina",51,8276,-96.7873997260689,41.9163237828574
"766","01053","Escambia","Escambia County","Alabama",63,13391,-96.7873997260689,41.9163237828574
"767","13143","Haralson","Haralson County","Georgia",351,4137,-96.7873997260689,41.9163237828574
"768","20001","Allen","Allen County","Kansas",309,7772,-96.7873997260689,41.9163237828574
"769","17041","Douglas","Douglas County","Illinois",200,6569,-96.7873997260689,41.9163237828574
"770","51079","Greene","Greene County","Virginia",350,2408,-96.7873997260689,41.9163237828574
"771","55137","Waushara","Waushara County","Wisconsin",284,10747,-96.7873997260689,41.9163237828574
"772","05065","Izard","Izard County","Arkansas",199,8709,-96.7873997260689,41.9163237828574
"773","06053","Monterey","Monterey County","California",379,56434,-96.7873997260689,41.9163237828574
"774","35017","Grant","Grant County","New Mexico",1764,56850,-96.7873997260689,41.9163237828574
"775","29131","Miller","Miller County","Missouri",240,9195,-96.7873997260689,41.9163237828574
"776","37193","Wilkes","Wilkes County","North Carolina",452,11307,-96.7873997260689,41.9163237828574
"777","29165","Platte","Platte County","Missouri",271,6608,-96.7873997260689,41.9163237828574
"778","29021","Buchanan","Buchanan County","Missouri",283,6526,-96.7873997260689,41.9163237828574
"779","01083","Limestone","Limestone County","Alabama",208,8922,-96.7873997260689,41.9163237828574
"780","18065","Henry","Henry County","Indiana",319,6232,-96.7873997260689,41.9163237828574
"781","31143","Polk","Polk County","Nebraska",497,7002,-96.7873997260689,41.9163237828574
"782","39123","Ottawa","Ottawa County","Ohio",176,9443,-96.7873997260689,41.9163237828574
"783","27107","Norman","Norman County","Minnesota",299,15443,-96.7873997260689,41.9163237828574
"784","19165","Shelby","Shelby County","Iowa",400,9523,-96.7873997260689,41.9163237828574
"785","24013","Carroll","Carroll County","Maryland",200,7044,-96.7873997260689,41.9163237828574
"786","19011","Benton","Benton County","Iowa",267,11639,-96.7873997260689,41.9163237828574
"787","21159","Martin","Martin County","Kentucky",293,3523,-96.7873997260689,41.9163237828574
"788","27025","Chisago","Chisago County","Minnesota",275,7617,-96.7873997260689,41.9163237828574
"789","21189","Owsley","Owsley County","Kentucky",316,3014,-96.7873997260689,41.9163237828574
"790","42015","Bradford","Bradford County","Pennsylvania",417,18763,-96.7873997260689,41.9163237828574
"791","54029","Hancock","Hancock County","West Virginia",314,1397,-96.7873997260689,41.9163237828574
"792","29051","Cole","Cole County","Missouri",209,6140,-96.7873997260689,41.9163237828574
"793","26021","Berrien","Berrien County","Michigan",188,25639,-96.7873997260689,41.9163237828574
"794","42061","Huntingdon","Huntingdon County","Pennsylvania",345,14079,-96.7873997260689,41.9163237828574
"795","31045","Dawes","Dawes County","Nebraska",1163,23011,-96.7873997260689,41.9163237828574
"796","51141","Patrick","Patrick County","Virginia",481,7289,-96.7873997260689,41.9163237828574
"797","26119","Montmorency","Montmorency County","Michigan",290,9554,-96.7873997260689,41.9163237828574
"798","26135","Oscoda","Oscoda County","Michigan",344,9713,-96.7873997260689,41.9163237828574
"799","35007","Colfax","Colfax County","New Mexico",2208,56623,-96.7873997260689,41.9163237828574
"800","17163","St. Clair","St. Clair County","Illinois",142,10387,-96.7873997260689,41.9163237828574
"801","17189","Washington","Washington County","Illinois",146,8654,-96.7873997260689,41.9163237828574
"802","42009","Bedford","Bedford County","Pennsylvania",443,16002,-96.7873997260689,41.9163237828574
"803","05127","Scott","Scott County","Arkansas",289,13231,-96.7873997260689,41.9163237828574
"804","20099","Labette","Labette County","Kansas",264,9973,-96.7873997260689,41.9163237828574
"805","42073","Lawrence","Lawrence County","Pennsylvania",336,5782,-96.7873997260689,41.9163237828574
"806","39067","Harrison","Harrison County","Ohio",333,6462,-96.7873997260689,41.9163237828574
"807","37003","Alexander","Alexander County","North Carolina",362,3931,-96.7873997260689,41.9163237828574
"808","34009","Cape May","Cape May County","New Jersey",1,9636,-96.7873997260689,41.9163237828574
"809","33005","Cheshire","Cheshire County","New Hampshire",316,11999,-96.7873997260689,41.9163237828574
"810","27089","Marshall","Marshall County","Minnesota",312,32824,-96.7873997260689,41.9163237828574
"811","51101","King William","King William County","Virginia",27,4355,-96.7873997260689,41.9163237828574
"812","08055","Huerfano","Huerfano County","Colorado",2271,24280,-96.7873997260689,41.9163237828574
"813","48255","Karnes","Karnes County","Texas",107,10397,-96.7873997260689,41.9163237828574
"814","47023","Chester","Chester County","Tennessee",145,4238,-96.7873997260689,41.9163237828574
"815","17171","Scott","Scott County","Illinois",162,3928,-96.7873997260689,41.9163237828574
"816","49027","Millard","Millard County","Utah",1644,106071,-96.7873997260689,41.9163237828574
"817","49029","Morgan","Morgan County","Utah",2054,9764,-96.7873997260689,41.9163237828574
"818","48257","Kaufman","Kaufman County","Texas",130,11531,-96.7873997260689,41.9163237828574
"819","04011","Greenlee","Greenlee County","Arizona",1726,26548,-96.7873997260689,41.9163237828574
"820","04013","Maricopa","Maricopa County","Arizona",498,133465,-96.7873997260689,41.9163237828574
"821","26129","Ogemaw","Ogemaw County","Michigan",308,9676,-96.7873997260689,41.9163237828574
"822","47087","Jackson","Jackson County","Tennessee",237,4788,-96.7873997260689,41.9163237828574
"823","17159","Richland","Richland County","Illinois",144,5597,-96.7873997260689,41.9163237828574
"824","01009","Blount","Blount County","Alabama",238,9479,-96.7873997260689,41.9163237828574
"825","30051","Liberty","Liberty County","Montana",1029,26335,-96.7873997260689,41.9163237828574
"826","48131","Duval","Duval County","Texas",147,24428,-96.7873997260689,41.9163237828574
"827","29173","Ralls","Ralls County","Missouri",203,7562,-96.7873997260689,41.9163237828574
"828","48251","Johnson","Johnson County","Texas",239,10513,-96.7873997260689,41.9163237828574
"829","13061","Clay","Clay County","Georgia",88,3083,-96.7873997260689,41.9163237828574
"830","41023","Grant","Grant County","Oregon",1432,76384,-96.7873997260689,41.9163237828574
"831","41011","Coos","Coos County","Oregon",256,29794,-96.7873997260689,41.9163237828574
"832","48159","Franklin","Franklin County","Texas",123,4254,-96.7873997260689,41.9163237828574
"833","36113","Warren","Warren County","New York",382,15475,-96.7873997260689,41.9163237828574
"834","51113","Madison","Madison County","Virginia",302,4949,-96.7873997260689,41.9163237828574
"835","40005","Atoka","Atoka County","Oklahoma",201,14477,-96.7873997260689,41.9163237828574
"836","17129","Menard","Menard County","Illinois",174,4951,-96.7873997260689,41.9163237828574
"837","13015","Bartow","Bartow County","Georgia",258,6920,-96.7873997260689,41.9163237828574
"838","12069","Lake","Lake County","Florida",24,15959,-96.7873997260689,41.9163237828574
"839","40111","Okmulgee","Okmulgee County","Oklahoma",222,10438,-96.7873997260689,41.9163237828574
"840","38083","Sheridan","Sheridan County","North Dakota",566,17990,-96.7873997260689,41.9163237828574
"841","18049","Fulton","Fulton County","Indiana",239,5952,-96.7873997260689,41.9163237828574
"842","20091","Johnson","Johnson County","Kansas",298,7417,-96.7873997260689,41.9163237828574
"843","24009","Calvert","Calvert County","Maryland",15,5323,-96.7873997260689,41.9163237828574
"844","55129","Washburn","Washburn County","Wisconsin",356,14688,-96.7873997260689,41.9163237828574
"845","53031","Jefferson","Jefferson County","Washington",537,39152,-96.7873997260689,41.9163237828574
"846","27169","Winona","Winona County","Minnesota",327,10698,-96.7873997260689,41.9163237828574
"847","28149","Warren","Warren County","Mississippi",47,8833,-96.7873997260689,41.9163237828574
