forc_st	forc_sw	forc_npp	date	crop
14.05	0.0972	0	2022-01-01	sorghum
12.85	0.0982	0	2022-01-02	sorghum
11.33	0.0982	0	2022-01-03	sorghum
10.3	0.0981	0	2022-01-04	sorghum
9.6	0.0981	0	2022-01-05	sorghum
8.99	0.0988	0	2022-01-06	sorghum
8.59	0.1777	0	2022-01-07	sorghum
8.3	0.1796	0	2022-01-08	sorghum
8.89	0.1796	0	2022-01-09	sorghum
8.4	0.1797	0	2022-01-10	sorghum
8.95	0.1797	0	2022-01-11	sorghum
9.64	0.1794	0	2022-01-12	sorghum
10.08	0.1788	0	2022-01-13	sorghum
10.38	0.1778	0	2022-01-14	sorghum
10.42	0.1771	0	2022-01-15	sorghum
10.97	0.1757	0	2022-01-16	sorghum
11.04	0.1741	0	2022-01-17	sorghum
11.15	0.1722	0	2022-01-18	sorghum
11.09	0.1701	0	2022-01-19	sorghum
10.3	0.1691	0	2022-01-20	sorghum
9.36	0.1687	0	2022-01-21	sorghum
9.94	0.1687	0	2022-01-22	sorghum
9.63	0.1687	0	2022-01-23	sorghum
9.36	0.1688	0	2022-01-24	sorghum
9.48	0.1685	0	2022-01-25	sorghum
10	0.1678	0	2022-01-26	sorghum
9.79	0.1666	0	2022-01-27	sorghum
9.15	0.1651	0	2022-01-28	sorghum
9.04	0.1633	0	2022-01-29	sorghum
8.52	0.1612	0	2022-01-30	sorghum
8.78	0.1589	0	2022-01-31	sorghum
9.06	0.1566	0	2022-02-01	sorghum
9.08	0.1541	0	2022-02-02	sorghum
9.12	0.1515	0	2022-02-03	sorghum
9.3	0.1489	0	2022-02-04	sorghum
9.52	0.1463	0	2022-02-05	sorghum
9.37	0.1438	0	2022-02-06	sorghum
9.11	0.1416	0	2022-02-07	sorghum
9.41	0.1395	0	2022-02-08	sorghum
9.45	0.1375	0	2022-02-09	sorghum
9.43	0.1353	0	2022-02-10	sorghum
9.08	0.1333	0	2022-02-11	sorghum
8.96	0.1314	0	2022-02-12	sorghum
9.95	0.1292	0	2022-02-13	sorghum
10.32	0.1266	0	2022-02-14	sorghum
10.62	0.1242	0	2022-02-15	sorghum
10.07	0.1262	0	2022-02-16	sorghum
8.72	0.1796	0	2022-02-17	sorghum
5.67	0.1797	0	2022-02-18	sorghum
5.15	0.1797	0	2022-02-19	sorghum
4.61	0.1795	0	2022-02-20	sorghum
4.62	0.179	0	2022-02-21	sorghum
4.44	0.1781	0	2022-02-22	sorghum
5.14	0.1768	0	2022-02-23	sorghum
6.05	0.1752	0	2022-02-24	sorghum
6.7	0.1733	0	2022-02-25	sorghum
7.2	0.1708	0	2022-02-26	sorghum
8.06	0.1679	0	2022-02-27	sorghum
8.55	0.1645	0	2022-02-28	sorghum
9.11	0.1606	0	2022-03-01	sorghum
9.72	0.1603	0	2022-03-02	sorghum
10.02	0.1607	0	2022-03-03	sorghum
10.05	0.1609	0	2022-03-04	sorghum
9.45	0.1603	0	2022-03-05	sorghum
9.35	0.159	0	2022-03-06	sorghum
9.3	0.1572	0	2022-03-07	sorghum
9.17	0.155	0	2022-03-08	sorghum
9.21	0.1525	0	2022-03-09	sorghum
9.05	0.15	0	2022-03-10	sorghum
9.78	0.1474	0	2022-03-11	sorghum
10.56	0.144	0	2022-03-12	sorghum
11.21	0.1399	0	2022-03-13	sorghum
11.5	0.1358	0	2022-03-14	sorghum
11.91	0.1364	0	2022-03-15	sorghum
11.94	0.1393	0	2022-03-16	sorghum
11.53	0.1408	0	2022-03-17	sorghum
10.79	0.1407	0	2022-03-18	sorghum
10.48	0.1796	0	2022-03-19	sorghum
9.69	0.1796	0	2022-03-20	sorghum
9.34	0.1797	0	2022-03-21	sorghum
9.84	0.1795	0	2022-03-22	sorghum
9.91	0.1793	0	2022-03-23	sorghum
9.94	0.1788	0	2022-03-24	sorghum
10.79	0.178	0	2022-03-25	sorghum
11	0.1766	0	2022-03-26	sorghum
10.87	0.1796	0	2022-03-27	sorghum
11.34	0.1796	0	2022-03-28	sorghum
11.99	0.1792	0	2022-03-29	sorghum
12.34	0.1781	0	2022-03-30	sorghum
12.17	0.176	0	2022-03-31	sorghum
12.91	0.1732	0	2022-04-01	sorghum
13.84	0.1693	0	2022-04-02	sorghum
14.04	0.1642	0	2022-04-03	sorghum
14.76	0.1582	0	2022-04-04	sorghum
15.61	0.1514	0	2022-04-05	sorghum
16.13	0.1445	0	2022-04-06	sorghum
15.76	0.1383	0	2022-04-07	sorghum
15.52	0.1327	0	2022-04-08	sorghum
15.81	0.1273	0	2022-04-09	sorghum
15.45	0.1225	0	2022-04-10	sorghum
15.62	0.1182	0	2022-04-11	sorghum
16.55	0.115	0	2022-04-12	sorghum
16.93	0.1129	0	2022-04-13	sorghum
17.29	0.1116	0	2022-04-14	sorghum
16.05	0.1105	0	2022-04-15	sorghum
16.33	0.1097	0	2022-04-16	sorghum
16.72	0.1089	0	2022-04-17	sorghum
16.88	0.1081	0	2022-04-18	sorghum
16.85	0.1074	0	2022-04-19	sorghum
15.87	0.1067	0	2022-04-20	sorghum
14.36	0.106	0	2022-04-21	sorghum
14.04	0.1053	0	2022-04-22	sorghum
14.64	0.1048	0	2022-04-23	sorghum
15.67	0.1042	0	2022-04-24	sorghum
16.73	0.1038	0	2022-04-25	sorghum
17.2	0.1034	0	2022-04-26	sorghum
18	0.103	0	2022-04-27	sorghum
18.17	0.1105	0	2022-04-28	sorghum
17.73	0.1796	0	2022-04-29	sorghum
16.36	0.1796	0	2022-04-30	sorghum
15.09	0.179	0	2022-05-01	sorghum
15.02	0.1777	0	2022-05-02	sorghum
15.57	0.175	0	2022-05-03	sorghum
16.42	0.1705	0	2022-05-04	sorghum
17.04	0.175	0	2022-05-05	sorghum
17.62	0.1753	0	2022-05-06	sorghum
18.4	0.1743	0	2022-05-07	sorghum
19.32	0.1705	0	2022-05-08	sorghum
19.79	0.1635	0	2022-05-09	sorghum
20.06	0.1796	0	2022-05-10	sorghum
20.16	0.1796	0	2022-05-11	sorghum
20.44	0.1796	0	2022-05-12	sorghum
20.22	0.1796	0	2022-05-13	sorghum
20.34	0.1795	0	2022-05-14	sorghum
21.09	0.178	0	2022-05-15	sorghum
21.8	0.173	0	2022-05-16	sorghum
22.33	0.1633	0	2022-05-17	sorghum
