"time","POM","LMWC","AGG","MIC","MAOM","CO2","year","date","TOC"
1,336.03009519566,0.779968626319406,984.578567246153,2.04130573466512,2838.58205696352,0,2022,"2022-01-01",4162.01199376632
2,336.060595680345,0.816334609256957,984.571428795232,2.03349139102338,2838.49292057605,0.0367397430994639,2022,"2022-01-02",4161.97477105191
3,336.104601106921,0.83762486891511,984.564451169545,2.02579933976603,2838.40746675986,0.0710674412092467,2022,"2022-01-03",4161.939943245
4,336.161787226113,0.846636746468628,984.557729062777,2.01798074453784,2838.32404585659,0.102321703970858,2022,"2022-01-04",4161.90817963648
5,336.228960881433,0.847621455654994,984.551356988934,2.00995341029176,2838.24122243998,0.130874277861251,2022,"2022-01-05",4161.8791151763
6,336.298352596923,0.846914481344748,984.545291902865,2.00208942744321,2838.15757266617,0.159249684418598,2022,"2022-01-06",4161.85022107475
7,336.374187804971,0.84209286335667,984.539502430768,1.99430114703699,2838.07218853432,0.186668410507906,2022,"2022-01-07",4161.82227278045
8,336.462397374552,0.830087043207616,984.534104408731,1.98618900801005,2837.98447052602,0.211158821539493,2022,"2022-01-08",4161.79724836053
9,336.558871346296,0.814487319594915,984.529238752542,1.97772455889643,2837.89428895412,0.233266875148471,2022,"2022-01-09",4161.77461093145
10,336.659398007261,0.798399089674463,984.524961276766,1.96905163969033,2837.80157073506,0.253974901415921,2022,"2022-01-10",4161.75338074845
11,336.764215053285,0.78189742277307,984.521265119925,1.96026611413554,2837.70555893299,0.273633649817238,2022,"2022-01-11",4161.73320264311
12,336.872662471028,0.765743969778486,984.518165912343,1.95149183960487,2837.60550857969,0.292743250508738,2022,"2022-01-12",4161.71357277245
13,336.982579764578,0.751259222486972,984.515704829135,1.94280722279115,2837.50171434301,0.311730415001955,2022,"2022-01-13",4161.69406538201
14,337.092469135242,0.738889765293355,984.513920758632,1.93417488764708,2837.39526880128,0.330556588008127,2022,"2022-01-14",4161.67472334809
15,337.200951126594,0.729016057653492,984.512816307007,1.92560943022209,2837.28703436756,0.349342816227604,2022,"2022-01-15",4161.65542728903
16,337.308319815061,0.720822803484064,984.512376203405,1.91706391017157,2837.17780182392,0.367882764947089,2022,"2022-01-16",4161.63638455604
17,337.415321207914,0.713413318985053,984.512585220888,1.90847681530923,2837.06807577126,0.385900336324874,2022,"2022-01-17",4161.61787233436
18,337.522484938928,0.706164723008087,984.513425227596,1.89980272591049,2836.95821037677,0.403199081417705,2022,"2022-01-18",4161.60008799221
19,337.625075368495,0.702312439982424,984.514868146292,1.89124521299219,2836.84852793594,0.42078144598636,2022,"2022-01-19",4161.5820291037
20,337.72275491975,0.70130231455335,984.516842903928,1.88285218316243,2836.73978414721,0.438804114167431,2022,"2022-01-20",4161.5635364686
21,337.819361017307,0.700209597176804,984.519318810288,1.87446216894566,2836.63208415869,0.456441212012382,2022,"2022-01-21",4161.5454357524
22,337.918005074764,0.696976284680477,984.522289304579,1.86597755674555,2836.52501792859,0.473151978932426,2022,"2022-01-22",4161.52826614936
23,338.021863925327,0.689980321667536,984.525788665701,1.85724975761657,2836.41779913887,0.488283149313576,2022,"2022-01-23",4161.51268180918
24,338.125023255816,0.683779460374993,984.529816892998,1.84849693302159,2836.31043173877,0.502971646437395,2022,"2022-01-24",4161.49754828099
25,338.226177207353,0.678867477486099,984.534324891775,1.83976565485716,2836.20351347,0.517434464133476,2022,"2022-01-25",4161.48264870148
26,338.326948404263,0.674035757740908,984.539295916556,1.83098537084738,2836.09704944155,0.531339652034857,2022,"2022-01-26",4161.46831489096
27,338.441841785885,0.66509145966345,984.545643414924,1.82301406551158,2835.9768106979,0.546764157256651,2022,"2022-01-27",4161.45240142388
28,338.569965276536,0.653594440402935,984.553567875034,1.81565867829761,2835.84254559473,0.56329276480668,2022,"2022-01-28",4161.435331865
29,338.699168627446,0.642580771567413,984.562306538448,1.80818320217717,2835.70675777573,0.579095993743266,2022,"2022-01-29",4161.41899691537
30,338.832687357764,0.629712808080255,984.571877798034,1.80044958422253,2835.56925990154,0.593583438371014,2022,"2022-01-30",4161.40398744964
31,338.970622183254,0.615283577948802,984.582319538978,1.7924392312879,2835.42964798579,0.606747386644976,2022,"2022-01-31",4161.39031251725
32,339.10864313257,0.602612370200088,984.59363863769,1.78433906155862,2835.28795580895,0.619371284988364,2022,"2022-02-01",4161.37718901097
33,339.242810710977,0.594082258743476,984.605793291019,1.77634879856699,2835.14482959566,0.632204887143889,2022,"2022-02-02",4161.36386465497
34,339.371239385231,0.590269904648364,984.618714404288,1.76857441891022,2835.00115037423,0.645635969610767,2022,"2022-02-03",4161.34994848731
35,339.493038875241,0.590846674343915,984.632307931534,1.76107546525337,2834.85794945527,0.659883476030236,2022,"2022-02-04",4161.33521840164
36,339.608754681084,0.594528190038899,984.646475705462,1.75384425483173,2834.71611666796,0.6749002357165,2022,"2022-02-05",4161.31971949938
37,339.725308954231,0.595539120610475,984.661142507363,1.74661723041854,2834.57607240386,0.689458087029319,2022,"2022-02-06",4161.30468021649
38,339.843347369857,0.594127269636775,984.676302757217,1.73930771383768,2834.43729352018,0.70328320736934,2022,"2022-02-07",4161.29037863073
39,339.959077206346,0.593539187079704,984.691995842305,1.7320977791462,2834.2993040366,0.717174040542642,2022,"2022-02-08",4161.27601405147
40,340.078295126411,0.589714116316591,984.708294784071,1.72479803335806,2834.16135733889,0.730256069475065,2022,"2022-02-09",4161.26245939905
41,340.204153336089,0.581031073283753,984.725240877591,1.71722449967871,2834.02271508389,0.741883016777445,2022,"2022-02-10",4161.25036487053
42,340.333801670739,0.570333575455061,984.742859135722,1.7094435640126,2833.88288927674,0.752461476953486,2022,"2022-02-11",4161.23932722267
43,340.464009533047,0.560226214030299,984.76115166863,1.70158682664003,2833.74183476417,0.76252943848512,2022,"2022-02-12",4161.22880900652
44,340.594869295931,0.551451107875573,984.780413646967,1.69380695835355,2833.59780429532,0.772543824122456,2022,"2022-02-13",4161.21834530445
45,340.725107307259,0.54475778429443,984.800655358056,1.68616861989158,2833.4510157307,0.782734639689821,2022,"2022-02-14",4161.2077048002
46,340.852466629994,0.540476786334104,984.821551215886,1.67864740947772,2833.30377096022,0.793081273589512,2022,"2022-02-15",4161.19691300191
47,340.977350913587,0.537815815229124,984.843042810186,1.67123498514819,2833.1565758916,0.803532031375066,2022,"2022-02-16",4161.18602041575
48,341.098743029172,0.537199870759111,984.865065766708,1.663971354852,2833.00989154683,0.814241683044967,2022,"2022-02-17",4161.17487156832
49,341.215107705052,0.539276477200113,984.887531789923,1.65692070545973,2832.8643751657,0.82546350606727,2022,"2022-02-18",4161.16321184334
50,341.329783082812,0.540924451307742,984.910347711584,1.64995798938084,2832.72055843555,0.836666749913097,2022,"2022-02-19",4161.15157167063
