forc_st	forc_sw	forc_npp	date	crop
14.2	0.0969	0	2022-01-01	sorghum
13.29	0.097	0	2022-01-02	sorghum
12.12	0.097	0	2022-01-03	sorghum
11.47	0.0971	0	2022-01-04	sorghum
11.96	0.0971	0	2022-01-05	sorghum
11.27	0.0971	0	2022-01-06	sorghum
9.63	0.0971	0	2022-01-07	sorghum
9.04	0.097	0	2022-01-08	sorghum
8.84	0.097	0	2022-01-09	sorghum
9.09	0.097	0	2022-01-10	sorghum
8.71	0.097	0	2022-01-11	sorghum
8.61	0.097	0	2022-01-12	sorghum
8.42	0.097	0	2022-01-13	sorghum
8.47	0.097	0	2022-01-14	sorghum
7.6	0.097	0	2022-01-15	sorghum
7.88	0.097	0	2022-01-16	sorghum
7	0.097	0	2022-01-17	sorghum
5.72	0.097	0	2022-01-18	sorghum
5.93	0.097	0	2022-01-19	sorghum
5.73	0.097	0	2022-01-20	sorghum
5.76	0.0971	0	2022-01-21	sorghum
6.36	0.0995	0	2022-01-22	sorghum
7.13	0.0996	0	2022-01-23	sorghum
8.34	0.0983	0	2022-01-24	sorghum
8.93	0.0978	0	2022-01-25	sorghum
8.62	0.0976	0	2022-01-26	sorghum
7.68	0.0975	0	2022-01-27	sorghum
6.79	0.0974	0	2022-01-28	sorghum
6.28	0.0981	0	2022-01-29	sorghum
5.43	0.1021	0	2022-01-30	sorghum
4.9	0.106	0	2022-01-31	sorghum
3.98	0.1071	0	2022-02-01	sorghum
4.03	0.1068	0	2022-02-02	sorghum
5.08	0.1036	0	2022-02-03	sorghum
5.88	0.1014	0	2022-02-04	sorghum
6.36	0.1003	0	2022-02-05	sorghum
7.04	0.0996	0	2022-02-06	sorghum
7.64	0.0991	0	2022-02-07	sorghum
7.96	0.0988	0	2022-02-08	sorghum
6.14	0.1002	0	2022-02-09	sorghum
5.82	0.0998	0	2022-02-10	sorghum
6.62	0.0988	0	2022-02-11	sorghum
6.44	0.0984	0	2022-02-12	sorghum
6.09	0.0981	0	2022-02-13	sorghum
6.57	0.0979	0	2022-02-14	sorghum
7.26	0.0977	0	2022-02-15	sorghum
8.17	0.0976	0	2022-02-16	sorghum
9.4	0.0975	0	2022-02-17	sorghum
10.55	0.0974	0	2022-02-18	sorghum
10.59	0.0973	0	2022-02-19	sorghum
10.26	0.0972	0	2022-02-20	sorghum
9.5	0.098	0	2022-02-21	sorghum
8.89	0.1009	0	2022-02-22	sorghum
7.97	0.1008	0	2022-02-23	sorghum
8.89	0.0992	0	2022-02-24	sorghum
8.3	0.0985	0	2022-02-25	sorghum
7.56	0.0982	0	2022-02-26	sorghum
8.46	0.098	0	2022-02-27	sorghum
9.3	0.0976	0	2022-02-28	sorghum
9.13	0.0991	0	2022-03-01	sorghum
10	0.0983	0	2022-03-02	sorghum
11.07	0.0978	0	2022-03-03	sorghum
12.38	0.0975	0	2022-03-04	sorghum
13.26	0.0973	0	2022-03-05	sorghum
14	0.0972	0	2022-03-06	sorghum
14.02	0.0971	0	2022-03-07	sorghum
12.02	0.0978	0	2022-03-08	sorghum
10.37	0.0976	0	2022-03-09	sorghum
10.8	0.0974	0	2022-03-10	sorghum
11.63	0.0973	0	2022-03-11	sorghum
11.3	0.097	0	2022-03-12	sorghum
11.9	0.0968	0	2022-03-13	sorghum
12.95	0.0962	0	2022-03-14	sorghum
13.86	0.096	0	2022-03-15	sorghum
14.71	0.0958	0	2022-03-16	sorghum
16.18	0.0957	0	2022-03-17	sorghum
16.88	0.0957	0	2022-03-18	sorghum
17.86	0.0956	0	2022-03-19	sorghum
18.18	0.0956	0	2022-03-20	sorghum
17.64	0.0956	0	2022-03-21	sorghum
18.16	0.0955	0	2022-03-22	sorghum
19.01	0.0955	0	2022-03-23	sorghum
18.16	0.0955	0	2022-03-24	sorghum
17.26	0.0955	0	2022-03-25	sorghum
17.45	0.0955	0	2022-03-26	sorghum
15.48	0.0955	0	2022-03-27	sorghum
14.7	0.0955	0	2022-03-28	sorghum
14.82	0.0955	0	2022-03-29	sorghum
14.52	0.0955	0	2022-03-30	sorghum
15.53	0.0955	0	2022-03-31	sorghum
16.88	0.0955	0	2022-04-01	sorghum
17.64	0.0955	0	2022-04-02	sorghum
17.34	0.0955	0	2022-04-03	sorghum
18.43	0.0955	0	2022-04-04	sorghum
16.82	0.0955	0	2022-04-05	sorghum
16.2	0.0955	0	2022-04-06	sorghum
17.27	0.0955	0	2022-04-07	sorghum
18.28	0.0955	0	2022-04-08	sorghum
19.32	0.0955	0	2022-04-09	sorghum
19.16	0.096	0	2022-04-10	sorghum
