forc_st	forc_sw	forc_npp	date	crop
13.09	0.0972	0	2022-01-01	sorghum
11.69	0.0991	0	2022-01-02	sorghum
10.3	0.0993	0	2022-01-03	sorghum
9.54	0.1007	0	2022-01-04	sorghum
8.05	0.1046	0	2022-01-05	sorghum
7.62	0.1039	0	2022-01-06	sorghum
7.26	0.1019	0	2022-01-07	sorghum
6.95	0.1003	0	2022-01-08	sorghum
7.18	0.0995	0	2022-01-09	sorghum
7.46	0.099	0	2022-01-10	sorghum
7.83	0.0987	0	2022-01-11	sorghum
7.14	0.0986	0	2022-01-12	sorghum
6.58	0.0987	0	2022-01-13	sorghum
6.24	0.1035	0	2022-01-14	sorghum
5.86	0.1119	0	2022-01-15	sorghum
5.68	0.1153	0	2022-01-16	sorghum
5.5	0.1178	0	2022-01-17	sorghum
5.32	0.1211	0	2022-01-18	sorghum
4.8	0.127	0	2022-01-19	sorghum
4.86	0.1332	0	2022-01-20	sorghum
4.86	0.1375	0	2022-01-21	sorghum
4.9	0.1408	0	2022-01-22	sorghum
4.77	0.1435	0	2022-01-23	sorghum
4.74	0.1459	0	2022-01-24	sorghum
5.5	0.148	0	2022-01-25	sorghum
6.44	0.15	0	2022-01-26	sorghum
6.96	0.1517	0	2022-01-27	sorghum
6.7	0.1534	0	2022-01-28	sorghum
7.58	0.1549	0	2022-01-29	sorghum
8.04	0.1563	0	2022-01-30	sorghum
8.48	0.1575	0	2022-01-31	sorghum
8.96	0.1587	0	2022-02-01	sorghum
9.15	0.1598	0	2022-02-02	sorghum
8.02	0.1608	0	2022-02-03	sorghum
7.24	0.1616	0	2022-02-04	sorghum
7.45	0.1622	0	2022-02-05	sorghum
7.51	0.1627	0	2022-02-06	sorghum
7.62	0.1629	0	2022-02-07	sorghum
8.03	0.1628	0	2022-02-08	sorghum
8.08	0.1624	0	2022-02-09	sorghum
8.88	0.1614	0	2022-02-10	sorghum
8.75	0.1599	0	2022-02-11	sorghum
6.88	0.1579	0	2022-02-12	sorghum
6.15	0.1556	0	2022-02-13	sorghum
5.51	0.153	0	2022-02-14	sorghum
5.11	0.1507	0	2022-02-15	sorghum
4.81	0.1489	0	2022-02-16	sorghum
4.62	0.1476	0	2022-02-17	sorghum
4.39	0.1468	0	2022-02-18	sorghum
4.2	0.1461	0	2022-02-19	sorghum
4.11	0.146	0	2022-02-20	sorghum
4.2	0.1796	0	2022-02-21	sorghum
5.62	0.1796	0	2022-02-22	sorghum
6.35	0.1797	0	2022-02-23	sorghum
7.49	0.1797	0	2022-02-24	sorghum
8.19	0.1792	0	2022-02-25	sorghum
8.43	0.1783	0	2022-02-26	sorghum
8.04	0.1768	0	2022-02-27	sorghum
7.37	0.175	0	2022-02-28	sorghum
7.78	0.1728	0	2022-03-01	sorghum
7.64	0.1704	0	2022-03-02	sorghum
8.3	0.1677	0	2022-03-03	sorghum
8.46	0.1646	0	2022-03-04	sorghum
8.56	0.1613	0	2022-03-05	sorghum
9.74	0.158	0	2022-03-06	sorghum
10.04	0.1545	0	2022-03-07	sorghum
9.2	0.1511	0	2022-03-08	sorghum
9.55	0.148	0	2022-03-09	sorghum
10.24	0.1446	0	2022-03-10	sorghum
10.75	0.1409	0	2022-03-11	sorghum
9.67	0.1374	0	2022-03-12	sorghum
9.88	0.1345	0	2022-03-13	sorghum
10.73	0.1316	0	2022-03-14	sorghum
11.34	0.1285	0	2022-03-15	sorghum
11.43	0.1259	0	2022-03-16	sorghum
11.98	0.1249	0	2022-03-17	sorghum
12.02	0.132	0	2022-03-18	sorghum
11.09	0.1392	0	2022-03-19	sorghum
11.25	0.1433	0	2022-03-20	sorghum
12.2	0.1449	0	2022-03-21	sorghum
12.68	0.1443	0	2022-03-22	sorghum
11.98	0.1419	0	2022-03-23	sorghum
12.75	0.1384	0	2022-03-24	sorghum
12.89	0.1341	0	2022-03-25	sorghum
12.39	0.1299	0	2022-03-26	sorghum
12.3	0.1263	0	2022-03-27	sorghum
12.72	0.1225	0	2022-03-28	sorghum
13.39	0.1182	0	2022-03-29	sorghum
14	0.1141	0	2022-03-30	sorghum
14.77	0.1114	0	2022-03-31	sorghum
15.38	0.1097	0	2022-04-01	sorghum
15.83	0.1084	0	2022-04-02	sorghum
15.89	0.1075	0	2022-04-03	sorghum
15.83	0.1067	0	2022-04-04	sorghum
16.2	0.1059	0	2022-04-05	sorghum
16.68	0.1053	0	2022-04-06	sorghum
17.32	0.1072	0	2022-04-07	sorghum
17.79	0.1188	0	2022-04-08	sorghum
17.75	0.1262	0	2022-04-09	sorghum
17.59	0.1283	0	2022-04-10	sorghum
16.36	0.1268	0	2022-04-11	sorghum
14.82	0.1237	0	2022-04-12	sorghum
14.89	0.1201	0	2022-04-13	sorghum
15.66	0.1157	0	2022-04-14	sorghum
15.77	0.1112	0	2022-04-15	sorghum
15.06	0.1084	0	2022-04-16	sorghum
14.77	0.1067	0	2022-04-17	sorghum
15.29	0.1057	0	2022-04-18	sorghum
16.34	0.1049	0	2022-04-19	sorghum
17.14	0.1042	0	2022-04-20	sorghum
17.92	0.1037	0	2022-04-21	sorghum
18.52	0.1035	0	2022-04-22	sorghum
18.38	0.1027	0	2022-04-23	sorghum
17.69	0.1021	0	2022-04-24	sorghum
17.34	0.1017	0	2022-04-25	sorghum
17.89	0.1014	0	2022-04-26	sorghum
18.31	0.1012	0	2022-04-27	sorghum
19.15	0.101	0	2022-04-28	sorghum
20.02	0.1008	0	2022-04-29	sorghum
20.5	0.1006	0	2022-04-30	sorghum
20.69	0.1005	0	2022-05-01	sorghum
19.41	0.1004	0	2022-05-02	sorghum
18.28	0.1003	0	2022-05-03	sorghum
18.02	0.1002	0	2022-05-04	sorghum
17.83	0.104	0	2022-05-05	sorghum
