forc_st	forc_sw	forc_npp	date	crop
9.64	0.2599	0	2022-01-01	wheat
9.14	0.2599	0	2022-01-02	wheat
8.65	0.2598	0	2022-01-03	wheat
8.27	0.2598	0	2022-01-04	wheat
7.94	0.2598	0	2022-01-05	wheat
7.65	0.2598	0	2022-01-06	wheat
7.38	0.2598	0	2022-01-07	wheat
7.14	0.2598	0	2022-01-08	wheat
6.91	0.2598	0	2022-01-09	wheat
6.7	0.2598	0	2022-01-10	wheat
6.5	0.2598	0	2022-01-11	wheat
6.32	0.2598	0	2022-01-12	wheat
6.14	0.2598	0	2022-01-13	wheat
5.98	0.2598	0	2022-01-14	wheat
5.82	0.2598	0	2022-01-15	wheat
5.68	0.2597	0	2022-01-16	wheat
5.54	0.2597	0	2022-01-17	wheat
5.4	0.2597	0	2022-01-18	wheat
5.28	0.2597	0	2022-01-19	wheat
5.16	0.2597	0	2022-01-20	wheat
5.05	0.2597	0	2022-01-21	wheat
4.94	0.2597	0	2022-01-22	wheat
4.84	0.2597	0	2022-01-23	wheat
4.73	0.2597	0	2022-01-24	wheat
4.64	0.2597	0	2022-01-25	wheat
4.54	0.2597	0	2022-01-26	wheat
4.46	0.2597	0	2022-01-27	wheat
4.37	0.2597	0	2022-01-28	wheat
4.29	0.2597	0	2022-01-29	wheat
4.22	0.2597	0	2022-01-30	wheat
4.14	0.2597	0	2022-01-31	wheat
4.06	0.2597	0	2022-02-01	wheat
3.99	0.2597	0	2022-02-02	wheat
3.92	0.2596	0	2022-02-03	wheat
3.85	0.2596	0	2022-02-04	wheat
3.79	0.2596	0	2022-02-05	wheat
3.74	0.2596	0	2022-02-06	wheat
3.67	0.2596	0	2022-02-07	wheat
3.61	0.2596	0	2022-02-08	wheat
3.56	0.2596	0	2022-02-09	wheat
3.5	0.2596	0	2022-02-10	wheat
3.44	0.2596	0	2022-02-11	wheat
3.4	0.2596	0	2022-02-12	wheat
3.34	0.2596	0	2022-02-13	wheat
3.3	0.2596	0	2022-02-14	wheat
3.24	0.2597	0	2022-02-15	wheat
3.2	0.2597	0	2022-02-16	wheat
3.16	0.2597	0	2022-02-17	wheat
3.11	0.2597	0	2022-02-18	wheat
3.06	0.2597	0	2022-02-19	wheat
3.02	0.2597	0	2022-02-20	wheat
2.98	0.3566	0	2022-02-21	wheat
2.95	0.552	0	2022-02-22	wheat
2.92	0.552	0	2022-02-23	wheat
2.88	0.552	0	2022-02-24	wheat
2.84	0.552	0	2022-02-25	wheat
2.81	0.552	0	2022-02-26	wheat
2.78	0.552	0	2022-02-27	wheat
2.75	0.552	0	2022-02-28	wheat
2.73	0.552	0	2022-03-01	wheat
2.72	0.552	0	2022-03-02	wheat
2.72	0.26	0	2022-03-03	wheat
2.74	0.544	0	2022-03-04	wheat
2.73	0.5439	0	2022-03-05	wheat
2.7	0.5438	0	2022-03-06	wheat
2.66	0.5438	0	2022-03-07	wheat
2.63	0.5437	0	2022-03-08	wheat
2.59	0.5436	0	2022-03-09	wheat
2.56	0.5474	0	2022-03-10	wheat
2.53	0.552	0	2022-03-11	wheat
2.5	0.552	0	2022-03-12	wheat
2.48	0.552	0	2022-03-13	wheat
2.44	0.552	0	2022-03-14	wheat
2.41	0.552	0	2022-03-15	wheat
2.38	0.552	0	2022-03-16	wheat
2.36	0.552	0	2022-03-17	wheat
2.36	0.552	0	2022-03-18	wheat
2.35	0.552	0	2022-03-19	wheat
2.5	0.26	0	2022-03-20	wheat
3.11	0.26	0	2022-03-21	wheat
3.8	0.26	0	2022-03-22	wheat
4.26	0.26	0	2022-03-23	wheat
4.61	0.26	0	2022-03-24	wheat
5.26	0.26	0	2022-03-25	wheat
5.53	0.26	0	2022-03-26	wheat
5.44	0.26	0	2022-03-27	wheat
5.51	0.26	0	2022-03-28	wheat
5.38	0.26	0	2022-03-29	wheat
5.13	0.26	0	2022-03-30	wheat
4.87	0.2599	0	2022-03-31	wheat
4.64	0.2599	0	2022-04-01	wheat
4.65	0.26	0	2022-04-02	wheat
4.85	0.26	0	2022-04-03	wheat
5.03	0.26	0	2022-04-04	wheat
5.28	0.26	0	2022-04-05	wheat
5.52	0.26	0	2022-04-06	wheat
5.72	0.26	0	2022-04-07	wheat
5.74	0.26	0	2022-04-08	wheat
5.8	0.26	0	2022-04-09	wheat
5.89	0.2599	0	2022-04-10	wheat
6.03	0.2599	0	2022-04-11	wheat
6.14	0.26	0	2022-04-12	wheat
6.3	0.26	0	2022-04-13	wheat
6.53	0.26	0	2022-04-14	wheat
6.9	0.26	0	2022-04-15	wheat
7.28	0.26	0	2022-04-16	wheat
7.88	0.26	0	2022-04-17	wheat
8.5	0.26	0	2022-04-18	wheat
8.85	0.2599	0	2022-04-19	wheat
9.07	0.26	0	2022-04-20	wheat
8.98	0.26	0	2022-04-21	wheat
8.78	0.26	0	2022-04-22	wheat
8.67	0.26	0	2022-04-23	wheat
8.81	0.26	0	2022-04-24	wheat
9.15	0.26	0	2022-04-25	wheat
9.62	0.2599	0	2022-04-26	wheat
10.27	0.2598	0	2022-04-27	wheat
10.88	0.2597	0	2022-04-28	wheat
11.46	0.2595	0	2022-04-29	wheat
12.07	0.2595	0	2022-04-30	wheat
12.68	0.26	0	2022-05-01	wheat
13.25	0.26	0	2022-05-02	wheat
13.81	0.26	0	2022-05-03	wheat
14.39	0.2599	0	2022-05-04	wheat
14.87	0.2599	0	2022-05-05	wheat
15.09	0.2598	0	2022-05-06	wheat
15.23	0.2597	0	2022-05-07	wheat
15.04	0.2594	0	2022-05-08	wheat
14.6	0.259	0	2022-05-09	wheat
14.25	0.2584	0	2022-05-10	wheat
14.11	0.2575	0	2022-05-11	wheat
14.12	0.2569	0	2022-05-12	wheat
14.33	0.2563	0	2022-05-13	wheat
14.49	0.2553	0	2022-05-14	wheat
14.97	0.2546	0	2022-05-15	wheat
15.61	0.2546	0	2022-05-16	wheat
15.97	0.26	0	2022-05-17	wheat
15.97	0.26	0	2022-05-18	wheat
16	0.26	0	2022-05-19	wheat
16	0.26	0	2022-05-20	wheat
16.05	0.26	0	2022-05-21	wheat
16.2	0.26	0	2022-05-22	wheat
16.25	0.26	0	2022-05-23	wheat
16.22	0.26	0	2022-05-24	wheat
16.23	0.26	0	2022-05-25	wheat
16.22	0.26	0	2022-05-26	wheat
16.29	0.26	0	2022-05-27	wheat
16.53	0.2599	0	2022-05-28	wheat
16.86	0.2599	0	2022-05-29	wheat
17.29	0.2598	0	2022-05-30	wheat
17.74	0.2597	0	2022-05-31	wheat
18.08	0.2594	0	2022-06-01	wheat
18.37	0.259	0	2022-06-02	wheat
18.72	0.2583	0	2022-06-03	wheat
19.19	0.2578	0	2022-06-04	wheat
19.69	0.257	0	2022-06-05	wheat
20.15	0.26	0	2022-06-06	wheat
20.35	0.26	0	2022-06-07	wheat
20.31	0.26	0	2022-06-08	wheat
20.26	0.2599	0	2022-06-09	wheat
20.44	0.2599	0	2022-06-10	wheat
20.84	0.2598	0	2022-06-11	wheat
21.38	0.2596	0	2022-06-12	wheat
21.89	0.2594	0	2022-06-13	wheat
22.38	0.2592	0	2022-06-14	wheat
22.86	0.2586	0	2022-06-15	wheat
23.23	0.2576	0	2022-06-16	wheat
23.49	0.2568	0	2022-06-17	wheat
23.72	0.2557	0	2022-06-18	wheat
23.87	0.2546	0	2022-06-19	wheat
24	0.2533	0	2022-06-20	wheat
23.98	0.2518	0	2022-06-21	wheat
23.76	0.26	0	2022-06-22	wheat
23.74	0.26	0	2022-06-23	wheat
23.83	0.26	0	2022-06-24	wheat
23.98	0.2599	0	2022-06-25	wheat
24.26	0.2599	0	2022-06-26	wheat
24.64	0.2598	0	2022-06-27	wheat
25.01	0.2596	0	2022-06-28	wheat
25.29	0.2593	0	2022-06-29	wheat
25.48	0.2588	0	2022-06-30	wheat
25.62	0.2585	0	2022-07-01	wheat
25.77	0.2575	0	2022-07-02	wheat
25.85	0.2568	0	2022-07-03	wheat
25.78	0.255	0	2022-07-04	wheat
25.7	0.2527	0	2022-07-05	wheat
25.64	0.251	0	2022-07-06	wheat
25.49	0.2475	0	2022-07-07	wheat
25.4	0.2437	0	2022-07-08	wheat
25.46	0.2397	0	2022-07-09	wheat
25.68	0.2355	0	2022-07-10	wheat
26.06	0.2313	0	2022-07-11	wheat
26.43	0.2291	0	2022-07-12	wheat
26.62	0.228	0	2022-07-13	wheat
26.87	0.228	0	2022-07-14	wheat
26.91	0.228	0	2022-07-15	wheat
26.92	0.228	0	2022-07-16	wheat
27.02	0.2279	0	2022-07-17	wheat
27.2	0.2278	0	2022-07-18	wheat
27.48	0.2275	0	2022-07-19	wheat
27.8	0.2271	0	2022-07-20	wheat
28.02	0.2264	0	2022-07-21	wheat
28.09	0.2253	0	2022-07-22	wheat
28.1	0.2238	0	2022-07-23	wheat
28.26	0.2217	0	2022-07-24	wheat
