    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1940.0000    1    17.80     4.40     0.00       0.2883       3.7545       9.1108      10.2161    1933.4605
 1940.0000    2    16.10     5.60     0.00       0.2074       2.7137       9.5419       9.3129    1093.6394
 1940.0000    3    20.00    10.00     0.00       0.1885       2.4787      10.2822       9.2441     888.8397
 1940.0000    4    17.20   -15.00     0.00       0.1284       1.6957       9.2975       9.0864     221.5986
 1940.0000    5     0.60   -13.90     0.00       0.1212       1.6010       8.8067       8.9177     159.6043
 1940.0000    6     1.10   -11.70     0.00       0.1169       1.5454       8.7853       8.7181     137.1230
 1940.0000    7     8.30   -10.00     0.00       0.1126       1.4915       9.0331       8.5070     116.9470
 1940.0000    8     8.30    -8.30     0.00       0.1087       1.4423       9.2043       8.2999     100.5211
 1940.0000    9    14.40     0.00     0.00       0.1059       1.4090      10.0311       8.0960      96.1221
 1940.0000   10    20.00    -5.60     0.00       0.1030       1.3718      10.0299       7.9195      86.9033
 1940.0000   11    16.70     1.10     0.00       0.1018       1.3567      10.4144       7.7439      96.4544
 1940.0000   12    11.70     2.80     0.00       0.1000       1.3323      10.4853       7.5799      97.1129
 1940.0000   13    15.00     3.90     0.25       0.1332       2.1870       9.4740       7.4689     460.0183
 1940.0000   14    13.30    -3.90     0.33       0.1874       3.0404       7.7047       7.4421    1004.5660
 1940.0000   15    16.10    -1.70     0.00       0.1480       1.9323       8.4406       7.3498     647.9333
 1940.0000   16    16.70    -6.70     0.00       0.1133       1.4901       8.7708       7.2133     291.8934
 1940.0000   17    13.30    -5.60     0.00       0.1009       1.3344       9.0804       7.0546     176.8269
 1940.0000   18    24.40     2.80     0.00       0.0950       1.2640      10.3289       6.8877     133.6827
 1940.0000   19    22.80    -6.70     0.00       0.0900       1.1987      10.0679       6.7373      97.5680
 1940.0000   20    11.10    -6.70     0.00       0.0865       1.1523       9.7952       6.5770      79.8188
 1940.0000   21    17.80    -3.90     0.00       0.0850       1.1330      10.1292       6.4139      84.1755
 1940.0000   22    26.10     2.20     0.00       0.0854       1.1389      10.7805       6.2607     107.1109
 1940.0000   23    24.40     5.60     0.00       0.0856       1.1415      11.1075       6.1206     125.9041
 1940.0000   24    26.10     6.70     0.00       0.0859       1.1457      11.3680       5.9874     144.9409
 1940.0000   25    25.00    10.00     0.00       0.0875       1.1675      11.6703       5.8599     176.8343
 1940.0000   26    22.80    -4.40     0.00       0.0791       1.0552      10.9012       5.7249     106.2682
 1940.0000   27    19.40    -8.30     0.00       0.0753       1.0053      10.4877       5.5903      84.1010
 1940.0000   28    16.10    -5.60     0.00       0.0733       0.9789      10.4329       5.4560      79.9728
 1940.0000   29    23.30    -3.30     0.00       0.0727       0.9705      10.7423       5.3257      89.0253
 1940.0000   30    18.90    -6.70     0.00       0.0701       0.9368      10.4523       5.1990      78.4950
 1940.0000   31     6.10    -6.70     0.00       0.0674       0.8998       9.9827       5.0717      65.7679
 1940.0834   32     2.80    -7.20     0.00       0.0743       0.9925       9.7363       5.6426      66.4407
 1940.0834   33    13.30    -5.60     0.00       0.0732       0.9772      10.0583       5.5031      72.5012
 1940.0834   34    13.30    -8.90     0.00       0.0712       0.9511       9.8863       5.3704      68.4778
 1940.0834   35    10.00    -7.80     0.00       0.0694       0.9274       9.7970       5.2388      66.3007
 1940.0834   36    22.80    -0.60     0.00       0.0701       0.9364      10.6247       5.1125      87.9643
 1940.0834   37    21.70     4.40     0.00       0.0708       0.9456      11.0340       5.0005     108.0544
 1940.0834   38    27.20     3.30     0.00       0.0713       0.9526      11.3053       4.8961     125.4098
 1940.0834   39    26.10     5.00     0.00       0.0718       0.9598      11.5086       4.7973     142.2445
 1940.0834   40    23.90    -5.60     0.00       0.0668       0.8927      10.9670       4.6954     104.0023
 1940.0834   41    12.80    -3.90     0.00       0.0638       0.8535      10.6066       4.5929      86.9065
 1940.0834   42    17.80    -0.60     0.18       0.0706       1.1757      10.4831       4.5024     169.6747
 1940.0834   43    17.80     1.10     0.00       0.0647       0.8640      10.8743       4.4085     117.5425
 1940.0834   44    20.00    -2.80     0.00       0.0629       0.8398      10.8275       4.3164     109.7546
 1940.0834   45     9.40   -10.00     0.00       0.0586       0.7825      10.0410       4.2216      78.2712
 1940.0834   46    13.30    -7.80     0.00       0.0575       0.7686      10.1611       4.1237      79.3445
 1940.0834   47    17.20    -5.00     0.00       0.0572       0.7646      10.4359       4.0299      87.1787
 1940.0834   48    20.60    -1.10     0.00       0.0578       0.7722      10.8200       3.9432     102.6904
 1940.0834   49    23.30     1.10     0.00       0.0587       0.7848      11.1387       3.8638     121.0095
 1940.0834   50    21.70    -1.10     0.00       0.0575       0.7686      11.0807       3.7870     117.9166
 1940.0834   51    17.80     0.00     0.00       0.0562       0.7516      11.0286       3.7114     114.2277
 1940.0834   52    20.00     3.30     0.00       0.0573       0.7654      11.3150       3.6404     132.3698
 1940.0834   53    23.90    -5.60     0.00       0.0548       0.7324      11.0938       3.5691     116.3115
 1940.0834   54    16.70    -3.30     0.00       0.0528       0.7060      10.9151       3.4977     105.3024
 1940.0834   55    24.40    -2.80     0.00       0.0537       0.7187      11.2377       3.4315     121.9904
 1940.0834   56    27.20    -0.60     0.00       0.0554       0.7405      11.5246       3.3713     144.6165
 1940.0834   57    24.40     1.70     0.00       0.0559       0.7483      11.6347       3.3155     156.5782
 1940.0834   58    26.70     4.40     0.00       0.0594       0.7945      11.9369       3.2679     195.3292
