    time   dayofyr  som11tosom21  som12tosom22  som12tosom3  som21tosom11  som21tosom22  som22tosom12  som22tosom3  som3tosom12  metc1tosom11  metc2tosom12  struc1tosom11  struc1tosom21  struc2tosom12  struc2tosom22  wood1tosom11  wood1tosom21  wood2tosom11  wood2tosom21  wood3tosom12  wood3tosom22
 2003.00     1    0.000020      0.000288      0.000009      0.000000      0.000000      0.000360      0.000003      0.000067      0.000395      0.001760      0.000053      0.000022      0.000198      0.000104      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     2    0.000016      0.000221      0.000007      0.000000      0.000000      0.000276      0.000003      0.000052      0.000306      0.001352      0.000041      0.000017      0.000152      0.000080      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     3    0.000016      0.000218      0.000007      0.000000      0.000000      0.000272      0.000003      0.000051      0.000304      0.001333      0.000041      0.000017      0.000150      0.000079      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     4    0.000017      0.000231      0.000008      0.000000      0.000000      0.000289      0.000003      0.000054      0.000325      0.001413      0.000044      0.000018      0.000159      0.000084      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     5    0.000016      0.000223      0.000007      0.000000      0.000000      0.000279      0.000003      0.000052      0.000316      0.001367      0.000042      0.000018      0.000153      0.000081      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     6    0.000014      0.000187      0.000006      0.000000      0.000000      0.000234      0.000002      0.000044      0.000266      0.001147      0.000036      0.000015      0.000129      0.000068      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     7    0.000014      0.000187      0.000006      0.000000      0.000000      0.000233      0.000002      0.000044      0.000266      0.001142      0.000036      0.000015      0.000128      0.000068      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     8    0.000017      0.000223      0.000007      0.000000      0.000000      0.000278      0.000003      0.000052      0.000319      0.001363      0.000043      0.000018      0.000153      0.000081      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00     9    0.000016      0.000210      0.000007      0.000000      0.000000      0.000262      0.000002      0.000049      0.000301      0.001285      0.000040      0.000017      0.000144      0.000076      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    10    0.000012      0.000164      0.000005      0.000000      0.000000      0.000204      0.000002      0.000038      0.000235      0.001001      0.000032      0.000013      0.000112      0.000059      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    11    0.000012      0.000162      0.000005      0.000000      0.000000      0.000202      0.000002      0.000038      0.000221      0.000992      0.000030      0.000012      0.000111      0.000059      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    12    0.000011      0.000150      0.000005      0.000000      0.000000      0.000187      0.000002      0.000035      0.000212      0.000918      0.000029      0.000012      0.000103      0.000054      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    13    0.000012      0.000159      0.000005      0.000000      0.000000      0.000199      0.000002      0.000037      0.000228      0.000975      0.000031      0.000013      0.000109      0.000058      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    14    0.000012      0.000157      0.000005      0.000000      0.000000      0.000196      0.000002      0.000037      0.000226      0.000962      0.000030      0.000013      0.000108      0.000057      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    15    0.000012      0.000165      0.000005      0.000000      0.000000      0.000205      0.000002      0.000039      0.000238      0.001008      0.000032      0.000013      0.000113      0.000060      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    16    0.000010      0.000134      0.000004      0.000000      0.000000      0.000167      0.000002      0.000031      0.000194      0.000819      0.000026      0.000011      0.000092      0.000048      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    17    0.000009      0.000121      0.000004      0.000000      0.000000      0.000150      0.000001      0.000028      0.000175      0.000739      0.000024      0.000010      0.000083      0.000044      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    18    0.000010      0.000125      0.000004      0.000000      0.000000      0.000155      0.000001      0.000029      0.000181      0.000763      0.000024      0.000010      0.000085      0.000045      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    19    0.000011      0.000148      0.000005      0.000000      0.000000      0.000185      0.000002      0.000035      0.000216      0.000908      0.000029      0.000012      0.000101      0.000054      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    20    0.000015      0.000189      0.000006      0.000000      0.000000      0.000236      0.000002      0.000044      0.000276      0.001160      0.000037      0.000015      0.000129      0.000068      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    21    0.000013      0.000164      0.000005      0.000000      0.000000      0.000204      0.000002      0.000038      0.000239      0.001005      0.000032      0.000013      0.000112      0.000059      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    22    0.000010      0.000131      0.000004      0.000000      0.000000      0.000163      0.000002      0.000031      0.000191      0.000803      0.000026      0.000011      0.000089      0.000047      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    23    0.000009      0.000112      0.000004      0.000000      0.000000      0.000139      0.000001      0.000026      0.000163      0.000684      0.000022      0.000009      0.000076      0.000040      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    24    0.000009      0.000112      0.000004      0.000000      0.000000      0.000140      0.000001      0.000026      0.000164      0.000688      0.000022      0.000009      0.000077      0.000041      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    25    0.000010      0.000125      0.000004      0.000000      0.000000      0.000156      0.000001      0.000029      0.000183      0.000766      0.000025      0.000010      0.000085      0.000045      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    26    0.000010      0.000124      0.000004      0.000000      0.000000      0.000155      0.000001      0.000029      0.000182      0.000762      0.000025      0.000010      0.000085      0.000045      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    27    0.000012      0.000150      0.000005      0.000000      0.000000      0.000186      0.000002      0.000035      0.000219      0.000916      0.000030      0.000012      0.000102      0.000054      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    28    0.000015      0.000198      0.000007      0.000000      0.000000      0.000246      0.000002      0.000046      0.000290      0.001213      0.000039      0.000016      0.000135      0.000071      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    29    0.000012      0.000159      0.000005      0.000000      0.000000      0.000198      0.000002      0.000037      0.000234      0.000975      0.000032      0.000013      0.000108      0.000057      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    30    0.000013      0.000168      0.000006      0.000000      0.000000      0.000209      0.000002      0.000039      0.000246      0.001028      0.000033      0.000014      0.000114      0.000060      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.00    31    0.000015      0.000194      0.000006      0.000000      0.000000      0.000242      0.000002      0.000046      0.000286      0.001191      0.000039      0.000016      0.000132      0.000070      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    32    0.000020      0.000255      0.000008      0.000000      0.000000      0.000317      0.000003      0.000060      0.000375      0.001565      0.000051      0.000021      0.000174      0.000092      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    33    0.000027      0.000340      0.000011      0.000000      0.000000      0.000423      0.000004      0.000080      0.000501      0.002086      0.000068      0.000028      0.000232      0.000122      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    34    0.000017      0.000211      0.000007      0.000000      0.000000      0.000262      0.000002      0.000050      0.000310      0.001293      0.000042      0.000017      0.000143      0.000076      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    35    0.000014      0.000175      0.000006      0.000000      0.000000      0.000218      0.000002      0.000041      0.000258      0.001074      0.000035      0.000014      0.000119      0.000063      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    36    0.000014      0.000175      0.000006      0.000000      0.000000      0.000217      0.000002      0.000041      0.000257      0.001070      0.000035      0.000014      0.000119      0.000063      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    37    0.000011      0.000145      0.000005      0.000000      0.000000      0.000180      0.000002      0.000034      0.000214      0.000889      0.000029      0.000012      0.000099      0.000052      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    38    0.000010      0.000123      0.000004      0.000000      0.000000      0.000153      0.000001      0.000029      0.000181      0.000754      0.000025      0.000010      0.000084      0.000044      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    39    0.000010      0.000129      0.000004      0.000000      0.000000      0.000160      0.000002      0.000030      0.000190      0.000791      0.000026      0.000011      0.000088      0.000046      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    40    0.000012      0.000152      0.000005      0.000000      0.000000      0.000189      0.000002      0.000036      0.000224      0.000932      0.000030      0.000013      0.000103      0.000055      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    41    0.000013      0.000161      0.000005      0.000000      0.000000      0.000199      0.000002      0.000038      0.000237      0.000983      0.000032      0.000013      0.000109      0.000058      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    42    0.000015      0.000186      0.000006      0.000000      0.000000      0.000231      0.000002      0.000044      0.000275      0.001141      0.000037      0.000015      0.000126      0.000067      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    43    0.000017      0.000213      0.000007      0.000000      0.000000      0.000264      0.000002      0.000050      0.000315      0.001306      0.000043      0.000018      0.000145      0.000076      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    44    0.000023      0.000296      0.000010      0.000000      0.000000      0.000366      0.000003      0.000070      0.000437      0.001812      0.000059      0.000025      0.000200      0.000106      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    45    0.000034      0.000423      0.000014      0.000000      0.000000      0.000524      0.000005      0.000100      0.000625      0.002593      0.000085      0.000035      0.000287      0.000151      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    46    0.000018      0.000225      0.000007      0.000000      0.000000      0.000278      0.000003      0.000053      0.000332      0.001377      0.000045      0.000019      0.000152      0.000080      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    47    0.000015      0.000191      0.000006      0.000000      0.000000      0.000236      0.000002      0.000045      0.000282      0.001171      0.000038      0.000016      0.000129      0.000068      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    48    0.000019      0.000232      0.000008      0.000000      0.000000      0.000287      0.000003      0.000055      0.000343      0.001423      0.000047      0.000019      0.000157      0.000083      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    49    0.000024      0.000299      0.000010      0.000000      0.000000      0.000369      0.000003      0.000070      0.000442      0.001831      0.000060      0.000025      0.000202      0.000107      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    50    0.000020      0.000252      0.000008      0.000000      0.000000      0.000312      0.000003      0.000059      0.000373      0.001545      0.000051      0.000021      0.000170      0.000090      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    51    0.000017      0.000216      0.000007      0.000000      0.000000      0.000267      0.000003      0.000051      0.000311      0.001326      0.000042      0.000018      0.000146      0.000077      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    52    0.000018      0.000227      0.000007      0.000000      0.000000      0.000280      0.000003      0.000053      0.000334      0.001388      0.000045      0.000019      0.000153      0.000081      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    53    0.000020      0.000246      0.000008      0.000000      0.000000      0.000304      0.000003      0.000058      0.000364      0.001509      0.000049      0.000021      0.000166      0.000088      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    54    0.000015      0.000184      0.000006      0.000000      0.000000      0.000227      0.000002      0.000043      0.000272      0.001128      0.000037      0.000015      0.000124      0.000066      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    55    0.000010      0.000123      0.000004      0.000000      0.000000      0.000152      0.000001      0.000029      0.000182      0.000755      0.000025      0.000010      0.000083      0.000044      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    56    0.000010      0.000119      0.000004      0.000000      0.000000      0.000147      0.000001      0.000028      0.000176      0.000729      0.000024      0.000010      0.000080      0.000042      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    57    0.000011      0.000132      0.000004      0.000000      0.000000      0.000163      0.000002      0.000031      0.000195      0.000807      0.000027      0.000011      0.000089      0.000047      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    58    0.000013      0.000158      0.000005      0.000000      0.000000      0.000195      0.000002      0.000037      0.000235      0.000970      0.000032      0.000013      0.000107      0.000056      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.08    59    0.000013      0.000164      0.000005      0.000000      0.000000      0.000202      0.000002      0.000039      0.000242      0.001002      0.000033      0.000014      0.000110      0.000058      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    60    0.000014      0.000167      0.000006      0.000000      0.000000      0.000206      0.000002      0.000039      0.000248      0.001025      0.000034      0.000014      0.000113      0.000060      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    61    0.000013      0.000155      0.000005      0.000000      0.000000      0.000191      0.000002      0.000037      0.000230      0.000950      0.000031      0.000013      0.000104      0.000055      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    62    0.000016      0.000196      0.000006      0.000000      0.000000      0.000241      0.000002      0.000046      0.000290      0.001199      0.000040      0.000016      0.000132      0.000070      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    63    0.000019      0.000227      0.000007      0.000000      0.000000      0.000279      0.000003      0.000053      0.000336      0.001389      0.000046      0.000019      0.000153      0.000081      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    64    0.000013      0.000165      0.000005      0.000000      0.000000      0.000203      0.000002      0.000039      0.000245      0.001010      0.000033      0.000014      0.000111      0.000059      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    65    0.000017      0.000212      0.000007      0.000000      0.000000      0.000261      0.000002      0.000050      0.000314      0.001296      0.000043      0.000018      0.000142      0.000075      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    66    0.000026      0.000317      0.000010      0.000000      0.000000      0.000390      0.000004      0.000075      0.000470      0.001941      0.000064      0.000027      0.000213      0.000112      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    67    0.000036      0.000435      0.000014      0.000000      0.000000      0.000536      0.000005      0.000103      0.000647      0.002669      0.000088      0.000037      0.000292      0.000154      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    68    0.000026      0.000311      0.000010      0.000000      0.000000      0.000383      0.000004      0.000074      0.000463      0.001909      0.000063      0.000026      0.000209      0.000110      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    69    0.000028      0.000338      0.000011      0.000000      0.000000      0.000415      0.000004      0.000080      0.000502      0.002070      0.000069      0.000028      0.000226      0.000120      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    70    0.000045      0.000547      0.000018      0.000000      0.000001      0.000673      0.000006      0.000129      0.000814      0.003357      0.000111      0.000046      0.000367      0.000194      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    71    0.000074      0.000890      0.000029      0.000000      0.000001      0.001093      0.000010      0.000211      0.001326      0.005467      0.000181      0.000075      0.000596      0.000315      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    72    0.000077      0.000924      0.000030      0.000000      0.000001      0.001133      0.000011      0.000219      0.001376      0.005674      0.000189      0.000078      0.000618      0.000326      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    73    0.000081      0.000964      0.000032      0.000000      0.000001      0.001182      0.000011      0.000229      0.001438      0.005925      0.000197      0.000082      0.000644      0.000340      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    74    0.000089      0.001042      0.000034      0.000000      0.000001      0.001276      0.000012      0.000248      0.001555      0.006407      0.000213      0.000088      0.000695      0.000367      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    75    0.000095      0.001110      0.000037      0.000001      0.000001      0.001357      0.000013      0.000264      0.001657      0.006826      0.000228      0.000094      0.000738      0.000390      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    76    0.000093      0.001083      0.000036      0.000001      0.000001      0.001322      0.000012      0.000258      0.001617      0.006662      0.000222      0.000092      0.000719      0.000380      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    77    0.000069      0.000794      0.000026      0.000000      0.000001      0.000967      0.000009      0.000189      0.001184      0.004878      0.000163      0.000067      0.000526      0.000278      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    78    0.000053      0.000774      0.000026      0.000000      0.000001      0.000946      0.000009      0.000185      0.000903      0.004778      0.000124      0.000051      0.000514      0.000272      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    79    0.000046      0.000546      0.000018      0.000000      0.000001      0.000664      0.000006      0.000130      0.000786      0.003353      0.000108      0.000045      0.000360      0.000190      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
 2003.17    80    0.000046      0.000566      0.000019      0.000000      0.000001      0.000688      0.000007      0.000135      0.000782      0.003480      0.000108      0.000045      0.000374      0.000197      0.000000      0.000000      0.000000      0.000000      0.000000      0.000000  
