year   DOY      aglivc     bglivcj     bglivcm  prev_mcprd1  prev_mcprd2  prev_mcprd3         COM         ppt        irri    watr2sat  avgst_10cm          TI          Cr          Eh         Feh    CH4_prod      CH4_Ep     CH4_Ebl    CH4_oxid
2003     1      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0012      0.0000      0.0000      0.0000      9.2127      0.1019      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001160
2003     2      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0009      0.0000      0.0000      0.0000      7.2644      0.0823      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001127
2003     3      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0009      0.0000      0.0000      0.0000      7.7007      0.0863      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001130
2003     4      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0010      0.0000      0.0000      0.0000      8.6481      0.0958      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001142
2003     5      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0010      0.0000      0.0000      0.0000      8.3701      0.0929      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001136
2003     6      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0008      0.0000      0.0000      0.0000      6.3291      0.0742      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001102
2003     7      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0008      0.0000      0.0000      0.0000      6.6031      0.0765      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001104
2003     8      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0010      0.0000      0.0000      0.0000      8.9401      0.0989      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001139
2003     9      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0009      0.0000      0.0000      0.0000      8.1171      0.0903      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001126
2003    10      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      4.8541      0.0631      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001074
2003    11      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0760      0.0000      0.0000      4.2698      0.0592      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001059
2003    12      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0250      0.0000      0.0000      4.4530      0.0604      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001063
2003    13      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      5.6672      0.0690      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001081
2003    14      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      5.4874      0.0677      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001078
2003    15      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      6.2399      0.0735      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001089
2003    16      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0000      0.0000      0.0000      2.9496      0.0512      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001037
2003    17      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      1.4393      0.0434      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001011
2003    18      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      2.3724      0.0481      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001022
2003    19      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0000      0.0000      0.0000      5.4156      0.0671      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001068
2003    20      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0008      0.0000      0.0000      0.0000      8.5978      0.0952      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001119
2003    21      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      6.2742      0.0738      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001085
2003    22      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0000      0.0000      0.0000      2.8088      0.0504      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001030
2003    23      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      0.1643      0.0377      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.000986
2003    24      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      0.7202      0.0401      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.000991
2003    25      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      2.9297      0.0511      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001023
2003    26      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      2.7168      0.0499      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001019
2003    27      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0000      0.0000      0.0000      5.8227      0.0702      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001067
2003    28      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0009      0.0000      0.0000      0.0000      9.3396      0.1033      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001124
2003    29      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      5.9754      0.0714      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001074
2003    30      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      6.8841      0.0789      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001089
2003    31      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0008      0.0000      0.0000      0.0000      8.7253      0.0966      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001119
2003    32      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0011      0.0000      0.0000      0.0000     10.4404      0.1166      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001148
2003    33      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0015      0.0000      0.0000      0.0000     12.8442      0.1519      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001189
2003    34      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0009      0.0000      0.0000      0.0000      7.6138      0.0855      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001110
2003    35      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0008      0.0000      0.0000      0.0000      5.4887      0.0677      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001075
2003    36      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      5.7608      0.0697      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001078
2003    37      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0000      0.0000      0.0000      2.9205      0.0510      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001031
2003    38      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0005      0.0000      0.0000      0.0000      0.1816      0.0378      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.000985
2003    39      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0006      0.0000      0.0000      0.0000      1.5631      0.0440      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001002
2003    40      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      4.6012      0.0614      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001048
2003    41      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0007      0.0000      0.0000      0.0000      5.2409      0.0659      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001058
2003    42      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0008      0.0000      0.0000      0.0000      7.3094      0.0827      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001091
2003    43      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0009      0.0000      0.0000      0.0000      8.7940      0.0973      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001117
2003    44      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0013      0.0000      0.0000      0.0000     11.9996      0.1384      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001170
2003    45      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0018      0.0000      0.0000      0.0000     14.4670      0.1815      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001213
2003    46      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0010      0.0000      0.0000      0.0000      8.2377      0.0916      0.0000  300.000000      0.0061      0.0000    0.000000    0.000000    0.001119
