    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 2022.0000    1     4.94    -5.51     0.01       0.0557       0.7242      11.8997       4.6407      59.0789
 2022.0000    2     3.61    -2.30     0.13       0.0554       0.8939      11.1635       4.6187      93.5201
 2022.0000    3     5.39    -5.57     0.00       0.0552       0.7166      11.1608       4.5978      48.9381
 2022.0000    4     3.84    -5.53     0.29       0.0548       0.0000       9.6098       4.5689     230.4275
 2022.0000    5     5.20   -10.12     0.00       0.0546       0.6982       9.6046       4.5474     104.7571
 2022.0000    6     6.40    -5.85     0.00       0.0543       0.7010      10.1647       4.5268      63.5691
 2022.0000    7     5.43    -4.61     0.00       0.0541       0.7014      10.4595       4.5065      45.3054
 2022.0000    8     9.60    -5.59     0.00       0.0538       0.6990      10.5429       4.4862      41.8611
 2022.0000    9    13.68    -2.84     0.00       0.0536       0.6961      10.8490       4.4660      44.4255
 2022.0000   10    13.26    -0.47     0.00       0.0533       0.6931      11.0472       4.4458      46.8451
 2022.0000   11    11.96     2.21     0.00       0.0531       0.6900      11.2462       4.4257      49.9370
 2022.0000   12     9.73    -1.46     3.15       0.0525       0.0000      10.7537       4.3757      45.7525
 2022.0000   13     6.70    -9.56     0.41       0.0523       0.0000      10.5571       4.3560      44.0204
 2022.0000   14     5.30    -5.71     0.00       0.0519       0.0000       7.0559       4.3259     591.5106
 2022.0000   15     2.93    -8.37     0.00       0.0516       0.0000       5.1072       4.2969     674.0797
 2022.0000   16     3.58    -2.99     0.00       0.0512       0.0000       3.3363       4.2681     671.8491
 2022.0000   17     6.87    -5.99     0.00       0.0615       0.0000       1.3634       4.2396     668.8522
 2022.0000   18     4.40    -3.62     0.00       0.2092       0.0000       1.3592       4.2115     667.4770
 2022.0000   19     4.49    -6.41     0.00       0.2193       0.0932       1.3271       4.1843     624.7213
 2022.0000   20     6.95    -3.44     0.00       0.1950       0.0951       1.3512       4.1567     653.9871
 2022.0000   21     9.42    -4.35     0.00       0.0496       0.0276       1.3537       4.1294     660.8664
 2022.0000   22    10.61    -4.04     0.00       0.0492       0.0313       1.3612       4.1024     673.4781
 2022.0000   23     9.82    -4.92     0.00       0.0489       0.0356       1.3517       4.0758     661.4554
 2022.0000   24    10.36    -4.62     0.00       0.0486       0.0408       1.3544       4.0495     665.1610
 2022.0000   25    14.59     0.75     0.00       0.0483       0.0477       1.4181       4.0220     773.5960
 2022.0000   26    18.35     3.37     0.00       0.0479       0.0574       1.4715       3.9931     908.2024
 2022.0000   27    14.78     4.55     0.00       0.0476       0.0683       1.4831       3.9641     952.8684
 2022.0000   28    15.10    -1.20     0.00       0.0472       0.0842       1.4615       3.9365     855.7587
 2022.0000   29    20.60     4.17     0.00       0.0469       0.1105       1.8340       3.9070    1054.2595
 2022.0000   30    20.85     3.62     0.00       0.0465       0.1529       2.1966       3.8772    1111.0560
 2022.0000   31    20.58     4.50     0.00       0.0462       0.2229       2.6075       3.8469    1183.0319
 2022.0834   32    18.16     7.12     0.00       0.0553       0.3849       3.0194       4.6082    1419.5059
 2022.0834   33    17.67     5.93     0.00       0.0548       0.5241       3.4261       4.5679    1404.9196
 2022.0834   34    12.49    -3.05     0.00       0.0544       0.6301       3.5937       4.5340     999.4486
 2022.0834   35    12.23    -4.79     0.00       0.0540       0.6645       3.9056       4.5022     892.1117
 2022.0834   36    17.07    -1.44     0.00       0.0536       0.6600       4.5139       4.4704     984.5930
 2022.0834   37    17.81    -1.62     0.00       0.0533       0.6564       5.0698       4.4401     990.1848
 2022.0834   38    19.68    -1.90     0.00       0.0529       0.6542       5.7004       4.4123     979.2973
 2022.0834   39    22.27    -0.24     0.00       0.0526       0.6536       6.4847       4.3874     971.3249
 2022.0834   40    19.46    -0.50     0.00       0.0524       0.6534       7.0295       4.3642     803.3300
 2022.0834   41    23.88     3.72     0.00       0.0521       0.6543       7.9819       4.3429     754.1545
 2022.0834   42    21.15    -0.33     0.00       0.0519       0.6546       8.3971       4.3224     506.4704
 2022.0834   43     2.44    -6.66     0.00       0.0516       0.6510       7.7394       4.3015     322.7522
 2022.0834   44     6.06    -6.14     0.00       0.0514       0.6481       7.8557       4.2808     298.2557
 2022.0834   45     3.91    -5.84     0.03       0.0511       0.6451       7.8363       4.2601     275.5273
 2022.0834   46     0.70    -5.61     0.60       0.0506       0.0000       7.6615       4.2175     313.1932
 2022.0834   47     0.64    -3.94     0.76       0.0501       0.0000       7.5357       4.1761     340.0484
 2022.0834   48     1.69    -2.08     2.65       0.0496       0.0000       7.4551       4.1354     358.6258
 2022.0834   49     2.06    -5.06     0.25       0.0494       0.0000       7.3650       4.1134     367.4955
 2022.0834   50     2.80    -5.93     0.00       0.0491       0.0000       7.2971       4.0915     373.5557
 2022.0834   51     8.60    -5.97     0.00       0.0600       0.0000       4.1797       4.0647     437.8047
 2022.0834   52    13.27    -2.39     0.00       0.0485       0.0000       3.0411       4.0389     701.9919
 2022.0834   53    17.60     1.78     0.00       0.0481       0.5908       3.2933       4.0124     932.9287
 2022.0834   54    18.97     0.48     0.00       0.0478       0.5885       3.7961       3.9867    1019.6594
 2022.0834   55    21.31     4.92     0.00       0.0475       0.5853       4.5043       3.9615    1266.6078
 2022.0834   56    20.89     4.84     0.00       0.0491       0.6055       5.1383       4.0889    1346.4116
 2022.0834   57    18.61     3.47     0.00       0.0470       0.5820       5.6388       3.9171    1227.4019
 2022.0834   58    14.16     0.47     0.01       0.0468       0.5806       5.8774       3.8973     960.8603
 2022.0834   59    13.37    -4.66     0.00       0.0465       0.5794       6.0770       3.8788     748.4036
 2022.1666   60    16.48     0.43     0.00       0.0649       0.8114       6.7233       5.4121     682.9522
 2022.1666   61    13.76    -0.71     0.00       0.0646       0.8093       6.9904       5.3857     575.3325
 2022.1666   62    19.75     1.36     0.00       0.0643       0.8096       7.7957       5.3608     550.2860
 2022.1666   63    18.06     0.66     0.00       0.0640       0.8089       8.2488       5.3361     440.8949
 2022.1666   64    17.09     0.72     0.00       0.0637       0.8077       8.6646       5.3117     362.9840
 2022.1666   65    20.64     9.00     0.00       0.0634       0.8068       9.5972       5.2872     421.7721
 2022.1666   66    20.39     5.04     0.00       0.0632       0.8069      10.0475       5.2633     309.7226
 2022.1666   67    13.51    -0.84     0.00       0.0629       0.8041       9.7967       5.2394     196.9530
 2022.1666   68    19.66     0.86     0.00       0.0626       0.8050      10.5639       5.2160     163.2410
 2022.1666   69    23.53     2.97     0.00       0.0623       0.8043      11.2686       5.1925     158.5434
 2022.1666   70    22.57     4.83     0.00       0.0620       0.8015      11.5973       5.1690     165.8417
 2022.1666   71    14.59    -3.58     0.00       0.3504       4.5302      11.0000      29.1989      97.7330
 2022.1666   72    19.29    -0.60     0.00       0.3504       4.5322      11.3667      29.1989     108.5605
 2022.1666   73    23.32     4.16     0.00       0.3504       4.5337      11.8805      29.1989     145.5012
 2022.1666   74    21.37     7.46     0.00       0.3504       4.5350      12.1026      29.1989     166.6808
 2022.1666   75    19.90     5.18     0.00       0.3504       4.5362      12.0634      29.1989     152.6573
 2022.1666   76    20.85     8.60     0.09       0.3504       4.5372      12.3258      29.1989     184.4518
 2022.1666   77    18.92     6.91     0.75       0.9598      29.5724       7.4282      79.9870    2730.2489
 2022.1666   78    13.16     1.16     0.00       0.4231       8.9371       7.9120      35.2548    1213.3919
 2022.1666   79    21.10    -0.98     0.00       0.3504       5.1114       9.2572      29.1989     831.8084
 2022.1666   80    25.17     5.47     0.00       0.3504       4.4780      10.8840      29.1989     501.8549
 2022.1666   81    23.83     6.06     0.00       0.3504       4.5200      11.8271      29.1989     293.4560
 2022.1666   82    18.85    -1.08     0.00       0.3504       4.5294      11.7149      29.1989     159.7053
 2022.1666   83    24.64     5.23     0.00       0.3504       4.5346      12.4503      29.1989     224.2231
 2022.1666   84    23.28     3.26     0.00       0.3504       4.5379      12.5215      29.1989     203.8118
 2022.1666   85    17.34     2.52     0.00       0.3504       4.5400      12.2646      29.1989     144.5009
 2022.1666   86    20.17     0.38     0.00       0.3504       4.5415      12.3521      29.1989     140.8308
 2022.1666   87    24.94     0.77     0.00       0.3504       4.5427      12.6728      29.1989     173.7235
 2022.1666   88    26.80     4.19     0.00       0.3504       4.5437      13.0163      29.1989     228.1005
 2022.1666   89    27.07     6.14     0.00       0.3504       4.5445      13.2436      29.1989     268.8223
 2022.1666   90    28.42     9.13     0.00       0.3504       4.5452      13.5622      29.1989     324.8142
 2022.2500   91    28.45    10.24     0.00       0.3504       4.5459      13.7497      29.1989     361.3010
 2022.2500   92    28.96     9.48     0.00       0.3504       4.5464      13.8617      29.1989     371.1084
 2022.2500   93    27.32     7.42     0.00       0.3504       4.5469      13.7843      29.1989     353.2532
 2022.2500   94    26.93     5.15     0.00       0.3504       4.5473      13.7105      29.1989     333.4115
 2022.2500   95    28.91     6.97     0.00       0.3504       4.5476      13.9131      29.1989     357.8669
 2022.2500   96    30.71     7.98     0.00       0.3504       4.5479      14.1138      29.1989     379.5430
 2022.2500   97    30.94    11.61     0.25       0.3504       5.6759      14.0621      29.1989     514.9015
 2022.2500   98    29.20    14.05     0.89       4.2039     129.4389       8.4038     350.3216    8176.3291
 2022.2500   99    28.16     9.77     0.10       2.4545      52.2427      10.4760     204.5448    4318.3893
 2022.2500  100    26.85     8.22     0.00       0.5966       8.8510      12.2983      49.7168    1115.7580
 2022.2500  101    18.88     2.69     0.00       0.3504       4.5267      12.6106      29.1989     384.6992
 2022.2500  102    13.07    -0.79     0.00       0.3504       4.5356      12.3112      29.1989     173.2943
 2022.2500  103    19.46     3.12     0.00       0.3504       4.5402      12.8720      29.1989     216.5419
 2022.2500  104    24.34     8.23     0.00       0.3504       4.5428      13.4670      29.1989     316.1579
 2022.2500  105    24.26     4.78     0.00       0.3504       4.5444      13.4777      29.1989     303.5521
 2022.2500  106    18.30     2.35     0.05       0.3504       4.5455      13.0814      29.1989     208.0002
 2022.2500  107    18.66     2.63     0.00       0.3504       4.5463      13.0716      29.1989     192.2209
 2022.2500  108    24.81     3.88     0.00       0.3504       4.5470      13.4901      29.1989     264.7389
 2022.2500  109    27.33    11.54     0.00       0.3504       4.5476      14.0309      29.1989     353.9972
 2022.2500  110    28.68    12.25     0.00       0.3504       4.5481      14.2906      29.1989     380.5049
 2022.2500  111    30.77    12.85     0.00       0.3504       4.5485      14.5604      29.1989     398.1278
 2022.2500  112    29.44    15.22     0.13       0.3504       4.5594      14.8650      29.1989     353.2821
 2022.2500  113    26.34    11.00     0.00       0.3504       4.5623      14.7046      29.1989     323.4710
 2022.2500  114    21.00     8.50     0.00       0.3504       4.5629      14.3117      29.1989     285.0443
 2022.2500  115    23.75     3.96     0.00       0.3504       4.5621      14.2299      29.1989     275.8021
