    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 2022.0000    1     4.94    -5.51     0.01       0.0547       0.7113      11.8737       4.5586      59.1209
 2022.0000    2     3.61    -2.30     0.13       0.0545       0.8782      11.1334       4.5380      93.4512
 2022.0000    3     5.39    -5.57     0.00       0.0542       0.7040      11.1312       4.5180      48.9631
 2022.0000    4     3.84    -5.53     0.29       0.0539       0.0000       9.5821       4.4942     229.9059
 2022.0000    5     5.20   -10.12     0.00       0.0537       0.6868       9.5747       4.4740     104.9085
 2022.0000    6     6.40    -5.85     0.00       0.0535       0.6898      10.1476       4.4542      62.8216
 2022.0000    7     5.43    -4.61     0.00       0.0532       0.6903      10.4380       4.4346      44.9000
 2022.0000    8     9.60    -5.59     0.00       0.0530       0.6879      10.5310       4.4150      41.6121
 2022.0000    9    13.68    -2.84     0.00       0.0527       0.6851      10.8534       4.3955      44.3857
 2022.0000   10    13.26    -0.47     0.00       0.0525       0.6822      11.0547       4.3761      46.8672
 2022.0000   11    11.96     2.21     0.00       0.0523       0.6793      11.2517       4.3567      49.9325
 2022.0000   12     9.73    -1.46     3.15       0.0519       0.0000      10.7410       4.3221      45.5000
 2022.0000   13     6.70    -9.56     0.41       0.0516       0.0000      10.5410       4.3030      43.7414
 2022.0000   14     5.30    -5.71     0.00       0.0514       0.0000       7.0432       4.2798     586.5679
 2022.0000   15     2.93    -8.37     0.00       0.0511       0.0000       5.0973       4.2574     668.0592
 2022.0000   16     3.58    -2.99     0.00       0.0508       0.0000       3.3293       4.2351     665.6484
 2022.0000   17     6.87    -5.99     0.00       0.0612       0.0000       1.3608       4.2130     662.5520
 2022.0000   18     4.40    -3.62     0.00       0.2089       0.0000       1.3566       4.1911     661.0999
 2022.0000   19     4.49    -6.41     0.00       0.2192       0.0931       1.3244       4.1697     618.9253
 2022.0000   20     6.95    -3.44     0.00       0.1950       0.0955       1.3491       4.1480     648.5952
 2022.0000   21     9.42    -4.35     0.00       0.0495       0.0282       1.3526       4.1265     656.9552
 2022.0000   22    10.61    -4.04     0.00       0.0493       0.0329       1.3610       4.1054     670.8964
 2022.0000   23     9.82    -4.92     0.00       0.0490       0.0386       1.3515       4.0846     658.9808
 2022.0000   24    10.36    -4.62     0.00       0.0488       0.0458       1.3547       4.0639     663.3836
 2022.0000   25    14.59     0.75     0.00       0.0485       0.0563       1.4213       4.0428     777.8664
 2022.0000   26    18.35     3.37     0.00       0.0483       0.0727       1.4775       4.0214     922.6810
 2022.0000   27    14.78     4.55     0.00       0.0480       0.0934       1.6278       4.0000     965.7782
 2022.0000   28    15.10    -1.20     0.00       0.0478       0.1285       1.9222       3.9792     866.4430
 2022.0000   29    20.60     4.17     0.00       0.0475       0.2014       2.4888       3.9579    1083.4527
 2022.0000   30    20.85     3.62     0.00       0.0472       0.3412       3.0631       3.9366    1148.8125
 2022.0000   31    20.58     4.50     0.00       0.0470       0.5114       3.7222       3.9155    1229.2852
 2022.0834   32    18.16     7.12     0.00       0.0650       0.7993       4.3786       5.4156    1474.1156
 2022.0834   33    17.67     5.93     0.00       0.0629       0.7739       5.0303       5.2407    1449.3984
 2022.0834   34    12.49    -3.05     0.00       0.0556       0.6858       5.2921       4.6357     988.5284
 2022.0834   35    12.23    -4.79     0.00       0.0554       0.6847       5.7404       4.6136     833.2320
 2022.0834   36    17.07    -1.44     0.00       0.0551       0.6856       6.6181       4.5932     808.6319
 2022.0834   37    17.81    -1.62     0.00       0.0561       0.7023       7.3618       4.5748     628.2285
 2022.0834   38    19.68    -1.90     0.00       0.0563       0.7106       8.1663       4.5571     430.7893
 2022.0834   39    22.27    -0.24     0.00       0.0557       0.7099       9.1441       4.5391     284.7636
 2022.0834   40    19.46    -0.50     0.00       0.0548       0.7019       9.7277       4.5201     189.4610
 2022.0834   41    23.88     3.72     0.00       0.0542       0.6992      10.7948       4.5007     153.5340
 2022.0834   42    21.15    -0.33     0.00       0.0538       0.6947      10.9222       4.4810     118.1243
 2022.0834   43     2.44    -6.66     0.00       0.0537       0.6920       9.8376       4.4616      83.2217
 2022.0834   44     6.06    -6.14     0.00       0.0533       0.6890       9.9420       4.4421      66.2856
 2022.0834   45     3.91    -5.84     0.03       0.0531       0.6853       9.7710       4.4227      67.7164
 2022.0834   46     0.70    -5.61     0.60       0.0527       0.0000       9.5067       4.3899      92.4042
 2022.0834   47     0.64    -3.94     0.76       0.0523       0.0000       9.3361       4.3577     106.9598
 2022.0834   48     1.69    -2.08     2.65       0.0519       0.0000       9.2313       4.3260     117.8655
 2022.0834   49     2.06    -5.06     0.25       0.0528       0.0000       9.1202       4.3087     124.6250
 2022.0834   50     2.80    -5.93     0.00       0.0527       0.0000       9.0384       4.2917     129.5284
 2022.0834   51     8.60    -5.97     0.00       0.0517       0.0000       5.5339       4.2692     454.1067
 2022.0834   52    13.27    -2.39     0.00       0.0510       0.0000       3.0401       4.2477     704.1600
 2022.0834   53    17.60     1.78     0.00       0.0507       0.6224       3.3128       4.2263     960.1253
 2022.0834   54    18.97     0.48     0.00       0.0505       0.6210       3.9901       4.2062    1061.8158
 2022.0834   55    21.31     4.92     0.00       0.0527       0.6502       4.9377       4.1914    1330.4019
 2022.0834   56    20.89     4.84     0.00       0.0640       0.7929       5.8232       4.5797    1343.9733
 2022.0834   57    18.61     3.47     0.00       0.0591       0.7373       6.5234       4.1792    1063.4145
