%global
        time = "1989-01-01/1"

%climate
        id = 0

%attributes
        elevation = "288"
        latitude = "42.41"
        longitude = "-85.372"
        wind speed = "3.3"
        annual precipitation = "934.7"
        temperature average = "9.4"
        temperature amplitude = "68.8"


%data
 prec	 tavg	 tmax	 tmin	 grad	 wind
1.27	-2.75	-0.4	-5.1	78.09	2.74
0	-3.3	0.8	-7.4	64.98	3.41
1.59	-0.4	1	-1.8	47.79	3.56
1.59	-1.3	0.1	-2.7	37.02	2.11
0	-4.65	-1.3	-8	48.46	3.32
0	-3	1.7	-7.7	114.24	4.39
0	-2.8	2.5	-8.1	92.61	4.37
0	-0.2	0.8	-1.2	33.96	2.79
0	0.9	5.5	-3.7	55.08	2.34
0	2.75	5.2	0.3	35.77	2.8
0	1.15	6.7	-4.4	107.86	3.06
0	-0.15	4	-4.3	24.95	5.18
0	-3.65	1.3	-8.6	110.76	3.24
0	3.8	12	-4.4	93.33	5.34
0	7.35	10.2	4.5	35.11	5.41
3.18	2.45	7.3	-2.4	41.48	4.59
0	7.3	11.1	3.5	18.29	2.94
5.08	7.65	9.3	6	8.97	2.09
0	4.6	6.7	2.5	14.55	3.33
0	0.5	3.8	-2.8	71.16	2.56
0	-0.2	3.8	-4.2	61.1	1.82
0.64	0.35	3	-2.3	15.24	2.45
1.52	0.9	3.1	-1.3	24.87	3.94
0.76	-2.35	-0.7	-4	53.25	5.01
1.27	-1.45	0.8	-3.7	30.93	5.1
0.32	0.6	1.3	-0.1	23.78	2.65
0	-1	0.4	-2.4	15.26	1.98
0.64	-1.25	0.3	-2.8	23.12	2.98
5.08	-0.8	0.4	-2	27.92	4.93
0	-2.9	0.4	-6.2	63.6	1.93
0	-3.7	-0.5	-6.9	28.73	3.45
0	-2.15	0.3	-4.6	29.5	3.97
0	-3.05	2.8	-8.9	88.3	2.58
0	1.35	7.8	-5.1	100.25	5.68
0	2.85	6.5	-0.8	94.06	3.42
0	0	7.9	-7.9	98.86	1.8
0	1.45	6.3	-3.4	75.29	3.72
0	3.45	6.5	0.4	54.68	1.86
0	0.1	2.3	-2.1	25.44	2.44
0	-2	-1	-3	31.72	2.66
3.81	-0.8	0.7	-2.3	12.32	3.46
0	0	1.4	-1.4	27.49	2.23
5.72	-0.75	0.7	-2.2	20.35	3.81
1.77	0.55	1.7	-0.6	30.09	2.22
0	-1.15	0.8	-3.1	16.38	4.28
0	-2.25	0.1	-4.6	62.12	1.99
0	-4	-0.5	-7.5	63.87	3.31
0	0.35	2.9	-2.2	70.12	2.44
0	-3.1	-0.6	-5.6	61.67	3.68
0	-8.25	-5.1	-11.4	69.47	3.39
0	-2.5	5.1	-10.1	97.34	7.14
0	4.9	7.7	2.1	36.84	6.66
3.81	9.3	11.7	6.9	5.63	4.78
12.07	5.55	11.7	-0.6	10.37	3.81
21.91	8.45	12.7	4.2	8.04	3.25
0	9.65	12.8	6.5	24.79	1.53
8.26	5.1	10.6	-0.4	10.36	5.82
11.11	-1.15	0.4	-2.7	12.3	5.77
3.49	0.4	1.8	-1	17.82	5.65
0	-4.65	0.5	-9.8	97.34	6.59
0	-7.3	-6	-8.6	51.28	2.68
0	-4.8	0.4	-10	17.58	4.22
0	-6.25	-0.2	-12.3	67.88	3.93
5.08	-11.15	-4.8	-17.5	56.23	3.96
0	-5.15	-3.8	-6.5	42.33	2.04
0	-4.8	-3.2	-6.4	43.65	2.27
0	-2.7	-0.4	-5	52.95	1.99
0	-3.85	-1.3	-6.4	50.8	2.53
0	-4.95	-1.4	-8.5	51.52	2.5
0	-2.2	0.8	-5.2	79.23	1.79
1.27	-2.8	-0.3	-5.3	67.16	4.68
1.27	-3	-1.1	-4.9	48.69	5.12
5.08	-2.3	0	-4.6	28.42	2.8
0	-3.6	-1	-6.2	53.87	2.06
0.64	-3.8	-1.8	-5.8	57.06	2.89
0	0.4	3.7	-2.9	87.19	2.77
0	1.9	3.8	0	51.24	2.36
0	0.25	1.7	-1.2	56.71	2.06
3.81	1.2	2.7	-0.3	26.86	2.87
0	-0.6	0.4	-1.6	33.38	2.08
0	-0.5	1.6	-2.6	112.2	2.93
0	1.95	6.5	-2.6	113.41	5.26
0	2.25	6.3	-1.8	20.63	3.93
0	-2.6	1.2	-6.4	101.76	2.5
0	-4.35	-1.7	-7	97.04	5.05
0	-4.45	-2.2	-6.7	81.44	4.47
0	-3.15	0.4	-6.7	94.6	2.45
0	-3.25	-0.5	-6	61.47	2.29
0	-2.35	5	-9.7	145.15	1.49
0	1.4	10.1	-7.3	124.42	1.53
0	1.85	8.6	-4.9	95.18	2.23
14.92	3.65	5.2	2.1	12.66	3.6
0.32	1.15	3.6	-1.3	29.14	3.72
0	-0.75	0.5	-2	30.67	1.73
0	1.35	4.5	-1.8	83.41	2.27
0	3.65	9.4	-2.1	124.7	4.18
3.18	3	6	0	62.08	5.23
13.34	4.1	5.6	2.6	19.38	6.86
1.02	3.25	5.2	1.3	20.81	3.75
0	2.4	4	0.8	31.52	2.04
1.52	1.7	3.4	0	33.82	2.8
0	1.85	3.3	0.4	45.5	2.08
0	1.65	6.3	-3	89.36	2.34
0	2.55	6.4	-1.3	125.21	2.15
3.18	2.3	7.7	-3.1	56.14	2.96
0	3.55	10.9	-3.8	160.72	2.73
0	7.05	12.6	1.5	131.95	6.67
4.45	8.3	12.5	4.1	71.89	4.5
3.18	6.35	13.6	-0.9	153.15	3.01
0	3.25	5.4	1.1	29.68	2.15
0	1.1	2.9	-0.7	50.25	3.29
0	-0.05	1.4	-1.5	80.91	3.24
0	0.05	2.4	-2.3	78.4	3.04
0	0	3.2	-3.2	92.41	1.72
0.32	0.55	2.6	-1.5	51.33	2.6
0	1.85	6.7	-3	190.14	2.84
12.7	2.25	4	0.5	20.52	3.96
22.54	-1.7	2.9	-6.3	37.22	7.99
0	-7.35	-5	-9.7	162.95	4.3
0	-10.9	-6.1	-15.7	193.66	3.44
0	-6.85	-2.9	-10.8	189.96	3.78
2.54	-5.4	-0.3	-10.5	130.58	5.76
0.32	-1.15	2.3	-4.6	115.65	4.88
0	-6.1	-1.9	-10.3	216.71	2.5
0	-5.05	0.7	-10.8	241.07	3.28
8.57	0	4.5	-4.5	87.25	4.5
8.57	2.85	4.5	1.2	23.6	3.1
0	1.55	2.9	0.2	47.32	2.13
0	-0.5	1.2	-2.2	49.87	5.98
0	1.45	4.6	-1.7	147.72	4.73
0	0.5	5.6	-4.6	244.82	3.3
0	0.8	5.7	-4.1	168.99	2.3
0	2.05	8.2	-4.1	153.95	2.02
0	5	11.6	-1.6	112.81	5.16
0	16.35	23.2	9.5	160.46	6.78
0	19.95	24.1	15.8	199.28	6.06
9.53	16.2	21.3	11.1	92.54	6.8
0	14.3	24	4.6	222.21	4.57
3.81	20.5	24.5	16.5	128.86	6.12
17.46	17.1	21.4	12.8	40.92	6.04
9.84	7.75	13.2	2.3	99.2	4.92
0.32	5.15	7.8	2.5	71.51	3.58
0	5	6.7	3.3	64.86	2.8
0	6.5	11.4	1.6	278.18	3.63
0	5.55	13.2	-2.1	284.75	2.14
0	6.75	15.2	-1.7	256.03	1.94
0	9.35	16.2	2.5	201.81	4.77
8.26	8.2	11.5	4.9	39.57	3.25
20.64	5.05	6.7	3.4	33.63	6.65
0	6.6	12.5	0.7	287.52	3.25
0	6.9	16.3	-2.5	250.9	2.57
0	12.45	20.5	4.4	239.97	4.6
1.59	15.4	20	10.8	156.28	6.07
6.35	11.35	14.1	8.6	59.16	3.02
0.64	6.55	12.1	1	66.25	3.38
7.62	10.65	17.8	3.5	130.42	5.02
0	4.95	9.6	0.3	298.73	3.9
0	9.35	16	2.7	247.4	2.1
0	10.75	16.6	4.9	178.51	1.57
0	10.3	18	2.6	268.72	1.5
0	11.8	17.2	6.4	173.93	2.16
0	12.9	18.6	7.2	204.41	2.4
0	11.95	20.1	3.8	317.7	2.38
0	13.35	21.3	5.4	223.53	3.02
6.03	12.75	20.5	5	226.31	3.43
30.16	8.7	12.1	5.3	105.42	4.98
0	5.6	11.9	-0.7	331.57	3.11
0	8.05	16.9	-0.8	325.1	2.28
1.59	11.35	17.1	5.6	122.86	2.04
7.3	14.05	15.8	12.3	49.29	1.64
6.35	16.6	20.2	13	165.56	1.69
0	13.45	15.7	11.2	88.64	1.9
7.62	13.6	16.5	10.7	73.81	1.64
0.64	16	22.1	9.9	214.53	1.33
0	16.15	24.1	8.2	275.49	2.42
0	18.8	24.4	13.2	215.63	2.52
2.22	18.45	22.9	14	153.98	4.34
0.95	17	19.6	14.4	160.18	4.88
0	16.25	21.6	10.9	321.18	3.41
0	14.95	22.3	7.6	306.39	2.76
0	15.25	20.8	9.7	224.66	2.14
0	15.65	23.9	7.4	314.97	2.96
0.32	19.85	25.9	13.8	256.46	2.88
0	19.6	30.9	8.3	353.33	1.61
0	22	31.4	12.6	308.13	3.54
0	23.55	27	20.1	350.98	4.25
0	21.2	28.4	14	358.83	1.98
0	22.25	31.4	13.1	347.29	3.57
0	23.45	29.8	17.1	306.34	2.46
0	21.5	26.9	16.1	305.95	3.04
0	15.65	22.5	8.8	326.8	2.1
0	13.15	19.7	6.6	276.97	3.55
0	15.25	22.6	7.9	355.78	3.14
3.81	14.15	17.8	10.5	87.16	2.69
0	14.3	17.8	10.8	169.55	2.61
0	16.4	25.4	7.4	346.66	1.68
0	17.25	26.2	8.3	299.77	1.78
0	21.25	30.2	12.3	228.16	4.24
0	22.35	27.7	17	260.36	2.8
0	20.95	29.8	12.1	321.94	2.63
7.49	21.35	25.8	16.9	252.88	4.94
0	13.35	22	4.7	343.29	2.82
0	17.2	23.3	11.1	306.81	4.8
0	10.1	14.9	5.3	214.89	3
0	9.7	17.4	2	249.6	2.6
0.51	10.45	14.8	6.1	209.09	2.81
0	9.15	15.7	2.6	209.67	2.72
0	12.45	18.4	6.5	293.46	2.56
0	12.4	22.6	2.2	328.17	0.73
12.7	14.85	17.9	11.8	83.09	3.99
1.27	16.4	20	12.8	133.52	2
6.03	17.15	22.5	11.8	110.69	4.34
7.3	21.75	28	15.5	290.93	4.08
0	18.75	22.1	15.4	230.05	3.36
0	18.1	24.5	11.7	281.84	2.02
0	20.45	27.1	13.8	316.11	1.49
0	20.1	26	14.2	321.02	2.28
0	20.9	27.3	14.5	332.05	2.58
0	22.7	29.7	15.7	234.72	2.08
1.91	22.5	27.9	17.1	333.33	3.26
0	23.6	31.7	15.5	339.44	2.38
0	24.05	29.4	18.7	262.91	2.28
1.27	24.2	30.7	17.7	320.59	1.32
0.32	25.3	31.6	19	347.59	1.26
0	24.9	33.7	16.1	269.99	2.92
1.91	29.4	35.3	23.5	300.68	4.08
21.59	24.5	30.1	18.9	325.55	2.91
2.79	24.5	29.7	19.3	227.38	2.45
1.13	24.45	29.2	19.7	270.36	2.98
0	25	31.1	18.9	336.07	1.99
0	22.05	25.9	18.2	271.89	4.2
0	20.5	26.9	14.1	351.81	2.62
0	19.45	27.7	11.2	315.9	2.08
21.59	23	29.3	16.7	254.7	3.14
3.18	21.8	24.8	18.8	185.31	2.96
0	18.5	25.4	11.6	369.29	2.15
0	22.2	27.8	16.6	228.58	2.47
24.13	22.75	25.8	19.7	60.15	1.01
0	22.95	27.1	18.8	285.83	2.54
0	22.15	28.2	16.1	321.21	1.91
0	20.25	24.6	15.9	360.91	2.53
0	18.1	25.7	10.5	363.44	1.47
0	19.75	28	11.5	360.1	1.47
0	20.2	28.3	12.1	315.49	1.92
0	23.75	31.8	15.7	332.49	1.96
0	25.3	30.6	20	256.79	2.46
0	25.6	30.4	20.8	313.64	3.13
0	20.7	27.3	14.1	290.82	2.4
0	20.9	30.2	11.6	308.79	1.47
10.8	25.135	30.25	20.02	216.5509258	3.74
2.22	25.695	32.98	18.41	321.6435184	2.46
41.59	26.23	32.63	19.83	179.6296296	3.79
0	23.455	27.58	19.33	146.7592592	2.21
0	21.605	25.5	17.71	295.486111	3.54
0	19.765	24.66	14.87	285.44	2.42
0	19.755	24.17	15.34	197.79	1.47
0	21.44	27.76	15.12	333	1.81
0	22.12	26.88	17.36	261.83	3.96
0	23.64	29.55	17.73	321.05	3.96
0	22.295	28.15	16.44	321	2.62
0	21.79	26.91	16.67	180.61	2.4
0	20.71	27.8	13.62	303.28	1.82
0	19.8	26.9	12.7	286.64	1.62
0	19.55	28.3	10.8	328.59	1.48
0	20.25	26.7	13.8	138.32	2.58
0	20.95	22.7	19.2	78.38	3.17
1.27	21.1	23.4	18.8	77.64	2.73
12.07	22.1	25.3	18.9	113.1	2.56
0	24.25	27.7	20.8	146.49	2.29
5.08	23.95	28.1	19.8	211.25	2.51
4.13	23.6	27.8	19.4	185.55	1.2
0	23.95	28.8	19.1	270.16	2.34
0	20.4	24.6	16.2	245.57	2.3
0	19.1	24.9	13.3	314.97	1.75
0	20.4	26.9	13.9	270.27	1.15
0	20.45	27.4	13.5	282	1.77
0	22.5	26.8	18.2	188.28	2.58
0	22.75	28.5	17	239.19	1.99
2.22	22.35	29.9	14.8	215.36	2.82
0	21.8	25.6	18	228.5	2.44
0	16.75	24.4	9.1	319.34	2.49
0	20	28.1	11.9	242.92	3.22
0	25.55	31	20.1	250.64	2.66
0	23.85	28.7	19	202.3	2.08
0	26.65	32.9	20.4	262.79	4.72
0	28.1	32.7	23.5	220.85	2.39
12.7	23.6	28	19.2	257.92	3.07
0	21.65	28.4	14.9	298.55	1.79
0	21.45	29.4	13.5	239.73	1.73
2.54	20.7	23.2	18.2	68.36	2.11
0	24	28.6	19.4	269.77	3.17
0	22.05	27.7	16.4	268.96	2.41
0	18.05	26.6	9.5	267.06	1.65
0	18.4	26.1	10.7	258.92	2.33
10.8	17.85	22.6	13.1	252.82	3.15
0	17.5	24.6	10.4	250.84	2.4
0	18.35	25.2	11.5	274.9	1.84
0	20.1	29.4	10.8	272.53	2.34
0	25.25	30.6	19.9	208.51	2.51
16.51	19.75	25.3	14.2	205.18	3.78
0	14.5	19.5	9.5	218.43	3.62
0	14.8	20.8	8.8	271.67	2.48
0	15.2	23.9	6.5	262.66	2
0	20.2	27	13.4	252.99	3.73
0	23.7	31.2	16.2	249.29	2.1
0	22.3	32	12.6	250.09	1.8
0	22.65	27.5	17.8	83.58	2.35
5.08	22.55	24.9	20.2	37.74	3.57
0	21	24.4	17.6	179.25	1.75
0	19.2	26.8	11.6	226.97	0.81
0	18.4	27.4	9.4	252.69	1.3
0	19.8	29.2	10.4	189.12	1.62
6.35	23.3	30.9	15.7	167.82	3.24
0	19.7	23	16.4	212.17	2.8
0	14.65	18.4	10.9	189.93	3.68
0	9.8	17.9	1.7	236.83	0.95
0	11.3	17.8	4.8	71.92	2.96
0	17.05	25	9.1	136.68	2.61
1.91	25.2	32.1	18.3	180.41	5.44
0	22.25	27.6	16.9	180.32	3.8
0	15.65	22.4	8.9	230.09	1.58
0	15.9	24.8	7	146.75	3.12
3.18	16.45	22.8	10.1	124.64	3.6
0	11.7	17.1	6.3	199.48	3.14
1.59	8.05	13.9	2.2	128.48	1.35
0.95	9.3	11	7.6	29.16	3.43
0	12.1	18.3	5.9	200.74	3.51
0.95	13.55	17.3	9.8	83.89	4.88
19.29	20.8	26.5	15.1	83.76	4.24
3.68	13.8	15.8	11.8	57.63	2.45
0	11.15	12.5	9.8	60.39	2.54
0	11.95	17.1	6.8	177.25	1.41
0	9.95	18.6	1.3	175.21	1.16
0	12.2	20.7	3.7	186.85	1.67
0	13.9	21.5	6.3	177.12	3.27
0	11.4	15.6	7.2	82.8	4.18
0	8.5	11.5	5.5	76.36	2.24
0	9.6	16.9	2.3	168.67	2.3
0	16.5	24.2	8.8	148.47	3.88
3.81	19.45	22.9	16	81.43	6.09
6.03	14.95	20.4	9.5	45.61	5.5
0	12.3	18	6.6	176.08	3.77
0	8.45	10.8	6.1	65.24	3.72
9.53	4.6	8.7	0.5	43.74	3.36
0	4.35	10	-1.3	164.53	2.17
0	10.05	16.8	3.3	164.08	3.9
0	9.9	17.6	2.2	168.44	3.49
0	12.85	19.4	6.3	124.09	2.1
0	13.45	20.7	6.2	104.25	2.3
0	12.5	16.9	8.1	42.05	3.12
0	13.7	18.8	8.6	85.25	2.61
2.54	9.35	16.6	2.1	140.75	2.9
19.05	10.05	12.4	7.7	25.27	2.55
0	11.3	13.2	9.4	42.04	1.27
0	10.25	12.3	8.2	28.38	2.24
0	6.55	9.6	3.5	123.51	3.46
0	1.75	5.9	-2.4	98.24	3.91
0	0.75	4.6	-3.1	148.56	2.72
0	2.45	5.2	-0.3	54.26	2.09
0	2.85	7.3	-1.6	110.36	2.24
0	4.5	6.7	2.3	38.99	1.43
1.91	3.7	4.9	2.5	24.14	1.43
1.91	5.05	7.9	2.2	69.39	3.84
33.02	9.85	15.9	3.8	27.93	9.5
0	3.75	7	0.5	93.21	7.77
0	4.15	8	0.3	38.22	3.68
0	3.75	9.7	-2.2	125.07	2.02
0	7.5	13.1	1.9	70.24	4.92
0	5.15	10.5	-0.2	78.85	3.02
0	4.25	9.7	-1.2	33.7	3.05
0	5.1	8.5	1.7	77.71	1.95
0	5.3	12.5	-1.9	118.14	3.8
0	7.35	11.8	2.9	47.94	6.26
0	1.85	4.2	-0.5	8.68	3.93
0	2.15	5.5	-1.2	78.91	2.88
0	6.15	13.4	-1.1	87.13	6.12
0	10.2	13.4	7	91.15	5.52
0	7.2	12.1	2.3	111.3	2.3
0	4.6	8	1.2	10.37	3.65
0	7.55	11	4.1	115.12	4.28
0	4.4	13.8	-5	111.45	2.37
0	11.55	19	4.1	105.11	2.66
0	15.2	18.3	12.1	53.81944443	4.59
7.94	13.1	17.8	8.4	11.13	5.99
0	7.8	13.1	2.5	106.39	4.09
0	11.5	16.1	6.9	95.54	4.46
0	14.75	18.4	11.1	74.05	4
1.59	14.65	16.8	12.5	19.7	1.28
0	13.55	15.6	11.5	27.17	3.16
19.05	14.4	17.6	11.2	21.78	4.67
0	6.6	13.4	-0.2	52.14	2.98
0	2	5.9	-1.9	83.89	2.16
0	3.25	9.6	-3.1	100.24	3.01
0	2.1	5.3	-1.1	51.22	3.43
0	3.4	8.9	-2.1	99.46	3.52
0	3.15	8.9	-2.6	101.5	3.09
0	1.75	9.4	-5.9	98.42	2.34
0	0.45	6.6	-5.7	102.55	2.73
0	5.65	10.7	0.6	97.75	4.22
0	1.75	5.4	-1.9	37.51	1.82
0	-0.4	1.8	-2.6	46.1	3.38
0	0.3	7.9	-7.3	36.83	4.97
0	4.4	9.1	-0.3	20.83	3.54
1.02	-2.45	0.2	-5.1	19.28	2.27
2.65	-1.8	1.7	-5.3	9.58	4.22
0.13	-9	-4.7	-13.3	87.7	6.06
0	-10.95	-7.5	-14.4	95.48	4.61
0	-8.75	-3.9	-13.6	97.53	5.32
0	-6.15	-1.8	-10.5	103.24	5.8
0	-6.3	-2	-10.6	91.38	3.52
0	-4	3.3	-11.3	73.55	4.84
0	-0.6	3.6	-4.8	92.3	2.39
0	-4.05	0.9	-9	15.79	6.47
0	-10	-7	-13	47.25	4.05
0.95	-9.3	-7.5	-11.1	39.89	4.86
0	-11.75	-9.1	-14.4	80.55	4.16
5.4	-10.9	-8	-13.8	18.78	7.54
1.77	-8.4	-5.3	-11.5	70.42	5.36
0.32	-13.85	-10.3	-17.4	72.65	4.52
0	-20.6	-16.3	-24.9	103.31	4.12
0.95	-12.05	-5	-19.1	31.62	5.78
0	-10.8	-8.5	-13.1	103.11	3.13
1.91	-13.25	-9.6	-16.9	41.24	2.46
0	-11.6	-7.8	-15.4	73.02	3.4
0.95	-15.4	-9.7	-21.1	58.33	5.66
0.64	-16.5	-11.9	-21.1	49.78	3.4
0.32	-10.7	-7.5	-13.9	37.53	3.4
1.27	-12.65	-9.8	-15.5	112.29	6.5
0	-16.1	-13.5	-18.7	51.83	3.64
0	-11.2	-6	-16.4	87	2.68
0	-1.8	5	-8.6	78.83	4.78
2.54	-1.45	6.8	-9.7	72.43	4.87
11.29	2.2	5.8	-1.4	38.28	6.19
0	-1.55	1.1	-4.2	84.27	5.05
0	-1.9	3.9	-7.7	110.33	1.82
0	0.55	5.7	-4.6	92.75	4.24
30.8	4.7	8.6	0.8	32.73	5.57
1.27	7.5	13.8	1.2	46.11	6.54
2.22	0.3	1.7	-1.1	32.44	4.18
0.32	-1.25	0.3	-2.8	23.32	3.97
0	-1.9	1.3	-5.1	106.32	3.25
0	5.05	11.7	-1.6	76.2	5.73
0	1.15	3.5	-1.2	11.38	3.74
0	-1.35	3	-5.7	102.53	2.13
0	-0.2	5.9	-6.3	135.33	3.04
0	0.95	6.3	-4.4	110.82	5.74
0	1.2	3.8	-1.4	28.08	3.15
6.35	2.9	5.4	0.4	20.45	4.78
0.32	2.65	6.6	-1.3	66.9	6.2
1.27	-0.25	5	-5.5	19.25	4.46
2.22	-3.9	1.2	-9	78.76	3.1
0	3.5	7.7	-0.7	138.15	3.21
0	-1.65	0.2	-3.5	18.9	3.19
0	0.1	4.2	-4	86.22	4.12
0	5.65	9.7	1.6	157.83	4.88
0	4.2	11.6	-3.2	130.94	4.06
5.08	13.25	20.9	5.6	61.63	9.4
0.95	5.3	17.5	-6.9	58.33	8.29
0	-6.75	-2.7	-10.8	145.1	4.22
0	-5.15	2.8	-13.1	144.32	3.84
0	4.7	10.2	-0.8	106.9	4.88
4.45	3.75	6.8	0.7	55.27	4.42
0	-0.6	1.8	-3	31.27	3.72
0	-2.05	-0.4	-3.7	62.64	1.64
0	-3.6	-1.8	-5.4	78.92	2.49
0	-4.4	-1.6	-7.2	135.11	2.54
0	-5.45	-0.9	-10	187.29	3.88
0	-7.65	-1.1	-14.2	182.37	2.26
0	-4.8	-0.6	-9	100.08	3.72
3.49	-4.05	2.3	-10.4	138.66	2.99
0	-0.45	2.2	-3.1	107.71	2.53
0	-2.45	4.2	-9.1	171.14	2.68
2.22	2.95	5.9	0	30.96	3.83
5.4	2.8	5.9	-0.3	30.93	5.57
0	0.25	2.2	-1.7	102.97	4.08
6.35	-1.1	4.7	-6.9	66.88	2.9
0.64	0.25	2.4	-1.9	55.78	5.86
0	-1.75	1.5	-5	193.67	3.08
2.86	-1.2	1.5	-3.9	71.98	5.19
0	-5	-1.8	-8.2	111.95	5.84
0	-9.75	-2.4	-17.1	227.3	2.23
0	-8.5	-3.1	-13.9	130.7	4.84
2.54	-5.1	-3.9	-6.3	80.31	5.93
0	-4.7	-0.7	-8.7	229.61	2.85
0	-5.1	4	-14.2	229.58	1.92
0	-2.95	4.3	-10.2	238.38	1.96
0	-4.65	1.9	-11.2	151.33	2.62
0	-2.3	2.9	-7.5	241.46	4.27
0	-0.05	8.2	-8.3	234.21	1.97
0	3.7	9.8	-2.4	232.47	4.58
0	10.3	17.4	3.2	213.39	7.04
0	5.8	10.7	0.9	51.73	5.7
0	2.35	7.9	-3.2	232.79	2.73
0	3	11	-5	234.07	3.07
0	3.35	7.5	-0.8	79.97	5.23
0	0.05	2.9	-2.8	130.71	4.12
0	2.85	10.3	-4.6	253.89	3.68
0	2.8	6.8	-1.2	241.11	3.36
0	-1.3	1.3	-3.9	76.34	2.4
0	0.9	9.9	-8.1	257.51	0.93
0	4.7	14.2	-4.8	258.96	1.52
0	6.7	16.5	-3.1	226.76	3.58
0	7.85	14.1	1.6	256.76	4.14
0	9.25	20.2	-1.7	248.95	3.54
0	14.65	22	7.3	253.61	5.08
0	13.6	16.8	10.4	53.02	2.04
0	17.85	23	12.7	202.45	2.99
0	19.3	25.1	13.5	173.95	2.73
29.58	11.8	17.1	6.5	43.35	3.07
0	8.35	14.1	2.6	225.91	5.36
0	11.85	16.5	7.2	63.96	6.34
0	10.65	20.2	1.1	270.13	4.13
0	13.85	21.9	5.8	249.84	4.43
27.31	10.7	17.2	4.2	72.93	5.6
0	7	13.6	0.4	289.57	4.81
4.45	5.1	8.1	2.1	29.07	3.68
0	5.3	11.2	-0.6	294.52	3.3
0	7.3	15.8	-1.2	303.47	2.26
0	9.1	19.6	-1.4	299.09	1.34
1.91	9.6	14	5.2	59.03	4.22
6.35	7.5	11.2	3.8	63.35	3.56
0	5.9	10.1	1.7	163.7	3.62
0	5.5	10.8	0.2	222	2.54
1.27	6.05	10.8	1.3	142.88	1.44
0	5.15	12.8	-2.5	241.93	1.28
0	10.95	14.8	7.1	80.57	2.61
37.24	10.9	13.7	8.1	36.9	5.2
23.27	6	8.8	3.2	137.17	4.71
0	5.8	13	-1.4	330.16	1.84
0	7.65	16.9	-1.6	329.69	1.6
0	11.6	22.9	0.3	309.28	2.48
0	11.65	18	5.3	238.41	5.2
0	12.7	19.1	6.3	262.7	5.93
0	11.15	18.2	4.1	339.07	4.02
0	11.2	20.2	2.2	341.54	1.97
0	12.85	22.2	3.5	341.45	1.48
0	14.4	24.2	4.6	330.51	1.94
0	16.05	24.9	7.2	319.94	2.87
0	17.9	26.3	9.5	318.49	3.99
0.95	20.3	25.4	15.2	173.81	4.26
3.18	16.85	21.9	11.8	91.59	6.17
0	15.25	19.6	10.9	219.72	4.92
1.59	13.05	16.1	10	70.57	3.43
0	14.15	18.7	9.6	335.59	1.9
0	14	23.7	4.3	331.08	3.07
0	16	25.1	6.9	300.91	4.03
0	15.35	19.6	11.1	268.51	4.44
0	11.75	15.5	8	92.6	4.38
0	13.8	23.2	4.4	314.64	3.54
0	18.05	22.8	13.3	185.58	2.64
0	20.95	27.5	14.4	253.92	3.22
15.88	22.75	29.4	16.1	229.28	4.44
1.64	15.7	19.6	11.8	130.68	3.44
0	15.1	20.7	9.5	330.7	1.82
0	15.25	24	6.5	320.56	2.51
0	18.5	25.5	11.5	277.43	2.75
0	17.75	20.4	15.1	209.62	2.58
7.62	14.8	18.6	11	76.23	3.22
2.54	10.3	14	6.6	83.17	5.24
0	9.8	14.4	5.2	244.69	6.46
0	12.95	18	7.9	358.77	3.35
0	13.55	23.2	3.9	361.2	2.61
0	19.25	27.5	11	354.24	2.19
0	20.9	30.8	11	288.5	1.84
10.8	21.35	29.5	13.2	333.44	2.84
6.67	20.75	24.7	16.8	160.09	4.11
0	22.45	26.7	18.2	228.02	2.06
1.59	16.4	21.9	10.9	100.77	4.03
0	15.75	22.2	9.3	363.69	2.3
0	16.35	23.4	9.3	337.42	3.62
0	22.4	31.2	13.6	328.54	3.93
0	27.3	33.3	21.3	301.94	3.79
0	27	31.5	22.5	354.62	4.28
0	25.05	32.1	18	364.45	1.68
0	24.15	32.1	16.2	237.87	2.15
0	26.2	33.5	18.9	295.97	1.87
3.81	26	33.2	18.8	243.16	2.14
0	23.45	29.3	17.6	251.33	1.53
4.13	21.8	25.6	18	131.21	2.32
5.08	19	22.3	15.7	335.9	4.08
0	11.9	18.2	5.6	350.34	2.38
0	15.4	20.2	10.6	204.52	1.15
0	14.1	18.8	9.4	333.21	2.85
0	14.8	24.1	5.5	361.93	0.88
0	17	23.7	10.3	285.88	2.48
0	18.8	26.7	10.9	319.76	1.91
0	20.65	28.5	12.8	321.49	2.26
0	23.1	29	17.2	292.02	3.18
0	24.75	30.8	18.7	245.55	3.79
10.8	22.65	25.3	20	94.83	1.84
0	22.8	30.5	15.1	365.09	1.41
0	22.7	30.3	15.1	307.09	1.88
24.13	24.25	28.9	19.6	185.09	1.16
18.42	24.1	29.6	18.6	150.38	3.02
0.25	17.95	22.6	13.3	271.58	3.11
0	18.8	24.1	13.5	240.74	2.02
30.48	19.75	23.9	15.6	144.61	3.36
0	22.55	28.1	17	266	2.3
0	25	30.1	19.9	167.11	3.94
0	27.4	32.6	22.2	308.84	4.46
0	27.9	32.3	23.5	301.58	4.49
0	25.9	29.3	22.5	265.6	3.62
0	20.85	26.8	14.9	324.32	2.91
0	21.6	27.7	15.5	236.34	2.66
25.4	22.5	26.2	18.8	172.14	4.18
0	18.75	23.3	14.2	262.11	2.92
0	17.5	25.8	9.2	321.71	1.17
