source,id,datetime,species,days_on_field,temp_cum,dvs_flush,dC_fru[kgCha-1],dC_fru_export[kgCha-1],dC_fol[kgCha-1],dC_fol_export[kgCha-1],dC_frt[kgCha-1],dC_frt_export[kgCha-1],dC_lst_above[kgCha-1],dC_lst_above_export[kgCha-1],dC_lst_below[kgCha-1],dC_lst_below_export[kgCha-1],dC_dst_above[kgCha-1],dC_dst_above_export[kgCha-1],dC_dst_below[kgCha-1],dC_dst_below_export[kgCha-1],dC_straw[kgCha-1],dC_straw_export[kgCha-1],dC_stubble[kgCha-1],dN_fru[kgNha-1],dN_fru_export[kgNha-1],dN_fol[kgNha-1],dN_fol_export[kgNha-1],dN_frt[kgNha-1],dN_frt_export[kgNha-1],dN_lst_above[kgNha-1],dN_lst_above_export[kgNha-1],dN_lst_below[kgNha-1],dN_lst_below_export[kgNha-1],dN_dst_above[kgNha-1],dN_dst_above_export[kgNha-1],dN_dst_below[kgNha-1],dN_dst_below_export[kgNha-1],dN_straw[kgNha-1],dN_straw_export[kgNha-1],dN_stubble[kgNha-1]
setup,0,1850-10-23 00:00:00,SPWH,135,3412.45,1,290.952,290.952,0,0,160.087,0,0,0,0,0,0,0,0,0,662.86,497.145,165.715,4.99615,4.99615,0,0,0.84314,0,0,0,0,0,0,0,0,0,4.82344,3.61758,1.20586
setup,0,1851-10-23 00:00:00,SPWH,135,3412.43,1,310.851,310.851,0,0,162.216,0,0,0,0,0,0,0,0,0,667.097,500.323,166.774,5.57594,5.57594,0,0,0.894684,0,0,0,0,0,0,0,0,0,4.98832,3.74124,1.24708
setup,0,1852-10-23 00:00:00,SPWH,135,3408.97,1,259.003,259.003,0,0,140.266,0,0,0,0,0,0,0,0,0,573.02,429.765,143.255,4.76707,4.76707,0,0,0.795458,0,0,0,0,0,0,0,0,0,4.40371,3.30278,1.10093
setup,0,1853-10-23 00:00:00,SPWH,135,3408.98,1,261.739,261.739,0,0,141.696,0,0,0,0,0,0,0,0,0,579.903,434.927,144.976,4.80205,4.80205,0,0,0.800831,0,0,0,0,0,0,0,0,0,4.44463,3.33347,1.11116
setup,0,1854-10-23 00:00:00,SPWH,135,3408.98,1,266.755,266.755,0,0,143.965,0,0,0,0,0,0,0,0,0,589.672,442.254,147.418,4.90705,4.90705,0,0,0.815909,0,0,0,0,0,0,0,0,0,4.52231,3.39173,1.13058
setup,0,1855-10-23 00:00:00,SPWH,135,3408.97,1,271.011,271.011,0,0,145.83,0,0,0,0,0,0,0,0,0,596.903,447.677,149.226,5.00486,5.00486,0,0,0.829934,0,0,0,0,0,0,0,0,0,4.5935,3.44513,1.14838
setup,0,1856-10-23 00:00:00,SPWH,135,3413.38,1,272.022,272.022,0,0,145.895,0,0,0,0,0,0,0,0,0,594.639,445.979,148.66,5.03436,5.03436,0,0,0.832128,0,0,0,0,0,0,0,0,0,4.57288,3.42966,1.14322
setup,0,1857-10-23 00:00:00,SPWH,135,3413.38,1,272.1,272.1,0,0,145.808,0,0,0,0,0,0,0,0,0,595.488,446.616,148.872,5.03041,5.03041,0,0,0.830664,0,0,0,0,0,0,0,0,0,4.57273,3.42955,1.14318
setup,0,1858-10-23 00:00:00,SPWH,135,3413.38,1,272.388,272.388,0,0,145.915,0,0,0,0,0,0,0,0,0,595.942,446.956,148.985,5.04096,5.04096,0,0,0.832186,0,0,0,0,0,0,0,0,0,4.57868,3.43401,1.14467
setup,0,1859-10-23 00:00:00,SPWH,135,3413.38,1,272.277,272.277,0,0,145.828,0,0,0,0,0,0,0,0,0,595.099,446.324,148.775,5.04025,5.04025,0,0,0.831928,0,0,0,0,0,0,0,0,0,4.57364,3.43023,1.14341
setup,0,1860-10-23 00:00:00,SPWH,135,3418.84,1,268.356,268.356,0,0,144.424,0,0,0,0,0,0,0,0,0,589.798,442.348,147.449,5.04568,5.04568,0,0,0.837739,0,0,0,0,0,0,0,0,0,4.585,3.43875,1.14625
setup,0,1861-10-23 00:00:00,SPWH,135,3418.84,1,269.032,269.032,0,0,144.533,0,0,0,0,0,0,0,0,0,591.271,443.453,147.818,5.05125,5.05125,0,0,0.8371,0,0,0,0,0,0,0,0,0,4.58949,3.44212,1.14737
setup,0,1862-10-23 00:00:00,SPWH,135,3418.84,1,269.314,269.314,0,0,144.69,0,0,0,0,0,0,0,0,0,591.517,443.637,147.879,5.04934,5.04934,0,0,0.836733,0,0,0,0,0,0,0,0,0,4.58631,3.43973,1.14658
setup,0,1863-10-23 00:00:00,SPWH,135,3418.84,1,267.722,267.722,0,0,144.387,0,0,0,0,0,0,0,0,0,590.516,442.887,147.629,5.02604,5.02604,0,0,0.836148,0,0,0,0,0,0,0,0,0,4.58296,3.43722,1.14574
setup,0,1864-10-23 00:00:00,SPWH,135,3412.5,1,264.951,264.951,0,0,144.433,0,0,0,0,0,0,0,0,0,590.46,442.845,147.615,4.99498,4.99498,0,0,0.840209,0,0,0,0,0,0,0,0,0,4.59762,3.44822,1.14941
