    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 1989.0000    1    -0.10    -7.70     0.00       0.2970       0.0000       8.1923      18.0612     987.7459
 1989.0000    2    -0.20    -8.50     0.00       0.2274       0.0000       8.0952      13.3961     874.3872
 1989.0000    3    -2.00    -9.30     0.13       0.1877       0.0000       8.0184      10.5348     802.7887
 1989.0000    4    -2.30   -17.90     0.00       0.1590       0.0000       7.9201       8.5193     743.4756
 1989.0000    5     0.60   -10.80     0.00       0.1572       0.0000       7.9240       8.5522     715.0133
 1989.0000    6    -0.80    -2.80     0.03       0.1563       0.0000       7.9339       8.5835     698.0051
 1989.0000    7    10.90    -2.00     1.70       0.1649       0.0000       7.9781       8.6239     693.0442
 1989.0000    8     4.30   -11.30     0.00       0.1551       0.0000       7.9114       8.6527     671.2183
 1989.0000    9    -5.80   -12.30     0.00       0.1535       0.0000       7.8467       8.6792     646.5881
 1989.0000   10     0.80    -7.60     0.00       0.1531       0.0000       7.8744       8.7049     637.5045
 1989.0000   11     1.90    -7.60     0.00       0.1528       0.0000       7.8740       8.7297     628.5416
 1989.0000   12     4.40    -5.60     0.03       0.1528       0.0000       7.1337       8.7542     625.5810
 1989.0000   13    -1.10    -7.50     0.00       0.1522       0.0000       7.1081       8.7776     613.9493
 1989.0000   14    -4.00    -8.40     0.03       0.1516       0.0000       7.0906       8.8000     602.1557
 1989.0000   15     0.70    -4.10     0.05       0.1517       0.0000       7.1270       8.8220     599.1718
 1989.0000   16     2.10    -4.90     0.00       0.1517       0.0000       6.7612       8.8436     595.6234
 1989.0000   17     3.10    -0.60     0.00       0.1520       0.0000       6.4720       8.8652     595.0036
 1989.0000   18     5.20    -1.30     0.00       0.1524       0.0000       5.8623       8.8869     593.8652
 1989.0000   19     7.80    -2.20     0.11       0.1529       0.0000       5.5637       8.9089     593.1001
 1989.0000   20    -0.30   -11.70     0.00       0.1524       0.0000       5.5067       8.9299     577.6579
 1989.0000   21    -1.40   -13.90     0.00       0.1517       0.0000       5.4878       8.9497     565.4835
 1989.0000   22     6.70    -4.30     0.00       0.1726       0.0000       3.9392       8.9699     569.3629
 1989.0000   23    10.30    -1.60     0.00       0.2662       0.0000       1.9810       8.9905     574.0748
 1989.0000   24     6.90    -1.30     0.00       0.1530       1.8536       5.5280       9.0107     576.9500
 1989.0000   25     3.50    -1.70     0.73       0.1629       0.0000       5.4939       9.0418     571.1550
 1989.0000   26     6.90    -2.70     0.00       0.1550       0.0000       5.4924       9.0634     569.4539
 1989.0000   27     4.40    -4.10     0.00       0.1544       1.8707       5.4290       9.0840     556.3466
 1989.0000   28     8.90    -1.50     0.20       0.1559       2.3648       5.5157       9.1060     567.9834
 1989.0000   29     3.70     1.00     0.56       0.1651       2.0001       5.5948       9.1378     575.4289
 1989.0000   30     2.10    -1.70     0.03       0.1568       1.8997       5.5441       9.1599     564.3625
 1989.0000   31    14.50    -0.20     0.00       0.1593       1.9304       6.0095       9.1844     592.6565
 1989.0834   32     9.40    -6.30     0.00       0.1689       2.0466       6.0663       9.7844     625.6843
 1989.0834   33    -6.10    -8.40     0.00       0.1625       1.9701       5.8812       9.8021     574.4689
 1989.0834   34    -5.00   -12.30     0.00       0.1595       1.9335       5.7980       9.8160     534.0080
 1989.0834   35    -8.90   -13.10     0.03       0.1603       0.0000       5.9472       9.8306     539.7773
 1989.0834   36    -6.90   -14.90     0.28       0.1604       0.0000       5.9444       9.8451     538.5671
 1989.0834   37    -9.30   -16.20     0.00       0.1602       0.0000       5.9146       9.8592     532.9688
 1989.0834   38    -8.10   -15.20     0.00       0.1602       0.0000       5.9084       9.8730     529.6247
 1989.0834   39    -7.00   -13.70     0.05       0.1603       0.0000       5.9083       9.8866     527.8409
 1989.0834   40   -10.20   -17.60     0.00       0.1599       0.0000       5.8628       9.8996     520.4302
 1989.0834   41    -4.90   -11.70     0.05       0.1603       0.0000       5.8997       9.9127     522.5686
 1989.0834   42    -0.80    -7.70     0.00       0.1609       0.0000       5.9355       9.9263     527.6786
 1989.0834   43     2.10    -7.90     0.00       0.1615       0.0000       5.4646       9.9404     531.8875
 1989.0834   44     1.20    -4.40     0.25       0.1620       0.0000       5.4798       9.9548     535.5400
 1989.0834   45     5.00    -2.70     0.00       0.1629       1.9739       5.2920       9.9700     545.3678
 1989.0834   46     0.10    -6.00     0.13       0.1630       0.0000       5.2470       9.9850     541.0357
 1989.0834   47    -1.90   -13.10     0.00       0.1624       0.0000       5.2016       9.9992     532.2623
 1989.0834   48    -3.90   -17.70     0.00       0.1618       0.0000       5.1588      10.0124     522.1295
 1989.0834   49    -0.70   -17.90     0.00       0.1586       1.9221       4.9832      10.0219     480.5280
 1989.0834   50     0.20    -9.20     0.00       0.1588       1.9248       5.2501      10.0314     481.9893
 1989.0834   51     0.90    -4.40     0.31       0.1603       0.0000       5.3820      10.0423     497.8575
 1989.0834   52    -0.60    -6.90     0.33       0.1609       0.0000       5.3853      10.0538     503.1801
 1989.0834   53    -1.60   -16.20     0.00       0.1608       0.0000       5.3477      10.0649     499.9704
 1989.0834   54    -8.40   -21.30     0.00       0.1602       0.0000       5.2895      10.0753     491.0109
 1989.0834   55    -3.30   -24.20     0.00       0.1600       0.0000       5.2815      10.0852     486.6219
 1989.0834   56     3.80    -5.00     0.00       0.1610       0.0000       5.1434      10.0961     498.4944
 1989.0834   57     2.00    -3.50     0.20       0.1620       0.0000       5.1570      10.1078     504.0779
 1989.0834   58     2.30   -10.40     0.10       0.1610       1.9508       5.0434      10.1183     489.7249
 1989.0834   59    -1.00   -12.70     0.00       0.1598       1.9360       5.0825      10.1273     470.8042
 1989.1666   60    -5.70   -14.80     0.00       0.1631       1.9763       5.0360      10.8535     404.4484
 1989.1666   61    -2.40   -15.50     0.05       0.1617       0.0000       5.2228      10.8523     415.8235
 1989.1666   62    -2.70    -8.40     0.05       0.1623       0.0000       5.2681      10.8518     423.6108
 1989.1666   63     6.10    -3.00     1.09       0.1685       0.0000       5.1030      10.8582     435.5163
 1989.1666   64    -1.40    -8.70     0.00       0.1635       0.0000       5.0703      10.8590     435.8391
 1989.1666   65    -4.90   -12.50     0.00       0.1634       0.0000       5.0429      10.8595     433.0222
 1989.1666   66    -5.90   -14.20     0.00       0.1632       0.0000       5.0268      10.8598     430.0883
 1989.1666   67     3.40   -16.10     0.00       0.2521       0.0000       3.2058      10.8603     431.2930
