year   DOY      aglivc     bglivcj     bglivcm  prev_mcprd1  prev_mcprd2  prev_mcprd3         COM         ppt        irri    watr2sat  avgst_10cm          TI          Cr          Eh         Feh    CH4_prod      CH4_Ep     CH4_Ebl    CH4_oxid
1989     1      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0436      0.0000      0.0000      0.0000      5.6370      0.0688      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000819
1989     2      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0386      0.0000      0.0000      0.0000      4.6243      0.0616      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000809
1989     3      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0355      0.1270      0.0000      0.0000      3.8081      0.0563      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000802
1989     4      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0329      0.0000      0.0000      0.0000      2.8464      0.0506      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000792
1989     5      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0316      0.0000      0.0000      0.0000      2.7346      0.0500      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000792
1989     6      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0309      0.0250      0.0000      0.0000      2.6848      0.0497      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000793
1989     7      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0392      1.7020      0.0000      0.0000      2.9168      0.0510      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000798
1989     8      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0297      0.0000      0.0000      0.0000      2.2640      0.0475      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000791
1989     9      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0286      0.0000      0.0000      0.0000      1.6331      0.0443      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000784
1989    10      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0282      0.0000      0.0000      0.0000      1.7412      0.0448      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000787
