year   DOY      aglivc     bglivcj     bglivcm  prev_mcprd1  prev_mcprd2  prev_mcprd3         COM         ppt        irri    watr2sat  avgst_10cm          TI          Cr          Eh         Feh    CH4_prod      CH4_Ep     CH4_Ebl    CH4_oxid
1989     1      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0438      0.0000      0.0000      0.0000      5.6404      0.0688      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000819
1989     2      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0388      0.0000      0.0000      0.0000      4.6287      0.0616      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000809
1989     3      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0356      0.1270      0.0000      0.0000      3.8130      0.0563      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000802
1989     4      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0330      0.0000      0.0000      0.0000      2.8518      0.0507      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000792
1989     5      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0318      0.0000      0.0000      0.0000      2.7398      0.0500      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000792
1989     6      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0310      0.0250      0.0000      0.0000      2.6896      0.0498      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000793
1989     7      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0394      1.7020      0.0000      0.0000      2.9212      0.0511      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000798
1989     8      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0298      0.0000      0.0000      0.0000      2.2684      0.0475      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000791
1989     9      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0287      0.0000      0.0000      0.0000      1.6379      0.0443      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000785
1989    10      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0283      0.0000      0.0000      0.0000      1.7456      0.0449      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000787
1989    11      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0280      0.0000      0.0000      0.0000      1.6319      0.0443      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000787
1989    12      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0278      0.0250      0.0000      0.0000      1.6632      0.0445      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000713
1989    13      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0273      0.0000      0.0000      0.0000      1.3007      0.0427      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000711
1989    14      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0268      0.0250      0.0000      0.0000      1.0099      0.0414      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000709
1989    15      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0267      0.0510      0.0000      0.0000      1.1841      0.0422      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000713
1989    16      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0265      0.0000      0.0000      0.0000      1.1411      0.0420      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000676
1989    17      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0265      0.0000      0.0000      0.0000      1.2813      0.0426      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000647
1989    18      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0264      0.0000      0.0000      0.0000      1.3238      0.0428      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000586
1989    19      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0264      0.1130      0.0000      0.0000      1.3829      0.0431      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000556
1989    20      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0257      0.0000      0.0000      0.0000      0.6355      0.0397      0.0000  300.000000      0.0061      0.0001    0.000000    0.000000    0.000551
