%global
        time = "1984-01-01/1"

%climate
        id = 2

%attributes
        elevation = "990"
        latitude = "33.684"
        longitude = "-101.768"
        wind speed = "3.4"
        annual precipitation = "479.5"
        temperature average = "16.1"
        temperature amplitude = "63.3"


%data
*	 *	 prec	 tavg	 tmax	 tmin	 grad	 wind
1984	1	0	4.4	9.4	-0.6	148.54166661438	2.94
1984	2	0	3.05	7.2	-1.1	77.46527775051	2.51
1984	3	0	5.55	11.7	-0.6	138.24074069208	3.41
1984	4	0	8.35	16.1	0.6	138.20601846987	3.07
1984	5	0	9.75	18.9	0.6	152.07175920573	3.46
1984	6	0	9.2	15.6	2.8	147.78935179983	3.16
1984	7	0	8.35	16.1	0.6	108.17129625822	2.01
1984	8	0	8.05	14.4	1.7	148.31018513298	1.98
1984	9	0.76	5.55	10	1.1	91.73611107882	5.18
1984	10	0	1.4	6.1	-3.3	91.2037036716	3.35
1984	11	0	3.65	11.7	-4.4	161.38888883208	5.02
1984	12	0	2.25	6.7	-2.2	160.75231475823	4.16
1984	13	0	-1.1	2.2	-4.4	156.58564809303	2.72
1984	14	0	-3.05	0	-6.1	83.88888885936	4.14
1984	15	0	-1.7	2.2	-5.6	128.92361106573	2.5
1984	16	0	-1.15	3.3	-5.6	149.61805550289	2.17
1984	17	0	-4.2	-0.6	-7.8	153.74999994588	4.48
1984	18	1.02	-10	-6.1	-13.9	43.85416665123	3.36
1984	19	0	-7.75	-2.2	-13.3	148.25231476263	3.27
1984	20	0	-7.2	-4.4	-10	107.44212959181	2.59
1984	21	0.25	-3.65	3.3	-10.6	82.5231481191	4.16
1984	22	0	1.1	7.8	-5.6	164.74537031238	3.4
1984	23	0	3.1	10.6	-4.4	164.82638883087	2.75
1984	24	0	4.45	12.8	-3.9	173.46064808709	2.77
1984	25	0	5.85	13.9	-2.2	174.64120364223	2.73
1984	26	0	6.95	15	-1.1	178.5879629001	4.14
1984	27	0	5.8	13.3	-1.7	177.60416660415	3.4
1984	28	0	8.3	17.2	-0.6	175.89120364179	2.58
1984	29	0	9.4	19.4	-0.6	179.32870364058	3.79
1984	30	0	4.15	9.4	-1.1	182.02546289889	3.09
1984	31	0	5.55	13.3	-2.2	172.3379629023	2.92
1984	32	0	8.35	17.8	-1.1	166.87499994126	4.23
1984	33	0	8.05	13.9	2.2	183.22916660217	4.73
1984	34	0	7.8	17.8	-2.2	167.68518512616	2.95
1984	35	0	6.1	12.8	-0.6	193.8657406725	2.98
1984	36	0	5.3	12.8	-2.2	189.68749993323	2.77
1984	37	0	6.65	17.2	-3.9	191.11111104384	3.56
1984	38	0	9.15	18.3	0	194.69907400554	4.39
1984	39	0	6.65	11.1	2.2	197.61574067118	4.73
1984	40	0	9.2	17.8	0.6	164.97685179378	3.54
1984	41	0	11.65	21.1	2.2	203.44907400246	3.71
1984	42	0	11.15	16.7	5.6	200.17361104065	5.23
1984	43	0	6.65	14.4	-1.1	199.47916659645	3.14
1984	44	0	9.15	19.4	-1.1	205.76388881646	2.02
1984	45	0	13.05	23.3	2.8	203.13657400257	4.66
1984	46	0	10	15	5	209.81481474096	5.74
1984	47	0	7.5	16.1	-1.1	208.41435177849	2.33
1984	48	0	11.95	21.1	2.8	217.44212955309	5.88
1984	49	0	6.65	12.2	1.1	215.35879622049	5.02
1984	50	0	2.8	7.8	-2.2	221.01851844072	3.7
1984	51	0	3.35	8.9	-2.2	133.07870365686	2.24
1984	52	0	5.85	15.6	-3.9	190.42824067371	1.72
1984	53	0	10.3	21.7	-1.1	229.71064806729	3.76
1984	54	0	8.3	14.4	2.2	235.23148139868	3.65
1984	55	0	7.5	17.2	-2.2	212.21064807345	2.17
1984	56	0	11.4	20.6	2.2	229.09722214158	4.95
1984	57	0.76	5	9.4	0.6	219.89583325593	8.27
1984	58	3.3	3.05	7.8	-1.7	115.7407407	5.92
1984	59	0	0.85	6.7	-5	195.61342585707	2.65
1984	60	0	4.45	13.3	-4.4	244.46759250654	3.98
1984	61	0	10	20	0	242.41898139615	2.68
1984	62	0	11.65	20	3.3	245.26620361737	2.99
1984	63	0	12.8	20.6	5	243.25231472919	4.14
1984	64	0	7.25	11.7	2.8	227.58101843841	4.52
1984	65	0	1.95	5.6	-1.7	228.80787028983	4.2
1984	66	0	2.75	11.1	-5.6	126.79398143685	3.09
1984	67	0	7.5	17.8	-2.8	254.73379620663	3.3
1984	68	0	6.1	12.8	-0.6	262.14120361143	3.54
1984	69	0	8.35	17.8	-1.1	254.07407398464	3.11
1984	70	0	6.4	12.2	0.6	254.35185176232	3.39
1984	71	0.25	8.05	12.8	3.3	94.00462959654	2.34
1984	72	1.02	12.5	19.4	5.6	56.04166664694	2.73
1984	73	0	14.45	23.3	5.6	242.69675917383	2.49
1984	74	0	18.05	26.7	9.4	257.6388887982	4.39
1984	75	0	17.5	24.4	10.6	242.51157398871	3.15
1984	76	0	13.35	18.9	7.8	269.83796286798	3.69
1984	77	0	13.35	20.6	6.1	144.14351846778	3.98
1984	78	0	11.1	17.8	4.4	270.65972212695	7.73
1984	79	0	6.7	12.8	0.6	278.71527767967	5.84
1984	80	0	10	18.9	1.1	274.46759249598	2.12
1984	81	0	13.05	22.8	3.3	277.26851842092	3.12
1984	82	0	13.05	18.9	7.2	282.23379619695	4.03
1984	83	0.51	6.4	10	2.8	244.02777769188	4.81
1984	84	0	9.45	18.3	0.6	252.34953694821	2.88
1984	85	0	13.05	21.7	4.4	287.00231471379	4.91
1984	86	0	12.8	18.9	6.7	254.29398139197	4.48
1984	87	0.76	10.3	15	5.6	273.28703694084	6.5
1984	88	0	8.05	13.3	2.8	230.89120362243	5.47
1984	89	0	7.8	15	0.6	302.33796285654	2.36
1984	90	0.25	9.75	15.6	3.9	270.32407397892	6.06
1984	91	2.79	9.15	14.4	3.9	280.47453693831	2.82
1984	92	0	10.25	16.1	4.4	295.68287026629	5.85
1984	93	2.79	11.95	17.2	6.7	132.85879624953	6.13
1984	94	0	9.15	14.4	3.9	295.0231480443	4.85
1984	95	0	8.65	15.6	1.7	311.36574063114	3.38
1984	96	0	11.95	22.2	1.7	312.90509248245	3.5
1984	97	0	16.1	25	7.2	297.39583322865	4.82
1984	98	1.02	15	18.9	11.1	168.88888882944	4.6
1984	99	0	15.25	22.2	8.3	261.3425925006	3.45
1984	100	0	15.55	24.4	6.7	306.15740729964	5.16
1984	101	0	14.4	19.4	9.4	308.53009248399	5.66
1984	102	0	18.05	27.8	8.3	308.25231470631	4.38
1984	103	0	14.7	22.2	7.2	315.94907396286	3.2
1984	104	0	16.4	25	7.8	319.54861099863	3.12
1984	105	0	12.8	18.9	6.7	326.2731480333	5.52
1984	106	0	12.25	18.9	5.6	333.58796284554	4.22
1984	107	0	12.5	20.6	4.4	323.44907396022	2.86
1984	108	0	16.65	28.3	5	336.04166654838	3.66
1984	109	0	17.5	25	10	335.01157395615	1.86
1984	110	0	17.2	25	9.4	138.29861106243	2.95
1984	111	0	17.2	23.3	11.1	288.21759249114	6.71
1984	112	0	11.1	16.1	6.1	330.4398146985	5.47
1984	113	0	11.95	18.9	5	333.4490739567	4.07
1984	114	0	15	25.6	4.4	336.97916654805	2.8
1984	115	0	20	28.9	11.1	340.61342580603	3.7
1984	116	0	21.4	28.9	13.9	343.71527765679	6.44
1984	117	0	18.6	26.1	11.1	345.08101839705	7.77
1984	118	0	14.15	22.2	6.1	343.47222210132	4.94
1984	119	0	15	21.7	8.3	347.71990728501	5.48
1984	120	0	14.45	20	8.9	321.0648147018	6.79
1984	121	0	13.85	23.3	4.4	347.34953691477	3.42
1984	122	0	17.5	25	10	350.12731469157	4.34
1984	123	0	20.55	27.2	13.9	319.25925914688	5.77
1984	124	0	19.15	27.2	11.1	325.75231470015	2.96
1984	125	0	21.4	30	12.8	344.71064802681	2.98
1984	126	0	22.2	29.4	15	348.36805543293	3.85
1984	127	0	22.8	30	15.6	339.36342580647	3.89
1984	128	0	17.2	22.2	12.2	351.72453691323	5.24
1984	129	0	13.6	22.8	4.4	333.13657395681	2.14
1984	130	0	18.85	29.4	8.3	365.21990727885	4.3
1984	131	0	23.6	33.3	13.9	363.03240727962	4.17
1984	132	0	24.15	32.2	16.1	354.20138876421	3.81
1984	133	0	24.45	33.3	15.6	357.03703691136	4.07
1984	134	0	24.7	32.2	17.2	350.47453691367	3.73
1984	135	0	22.75	29.4	16.1	352.8935183943	3.49
1984	136	0	21.4	27.8	15	316.65509248113	4.47
1984	137	0	20	23.9	16.1	291.35416656411	4.19
1984	138	5.84	19.45	23.3	15.6	270.16203694194	3.82
1984	139	1.52	20.3	25	15.6	180.97222215852	3.46
1984	140	16.26	20.6	25.6	15.6	166.84027771905	3.1
1984	141	0	20.85	27.8	13.9	339.75694432485	2.53
1984	142	0	23.3	32.2	14.4	344.59490728611	3.1
1984	143	0	24.7	31.1	18.3	355.4398146897	4.74
1984	144	0.25	23.6	28.3	18.9	355.33564802307	4.14
1984	145	1.52	26.4	33.9	18.9	246.71296287612	5.03
1984	146	0.51	25	31.7	18.3	268.21759249818	4.67
1984	147	0	22.8	28.9	16.7	362.18749987251	4.23
1984	148	0	26.1	33.9	18.3	329.96527766163	4.34
1984	149	1.52	19.15	23.3	15	349.06249987713	5.47
1984	150	0	16.9	24.4	9.4	254.38657398453	3.02
1984	151	0	19.75	27.8	11.7	362.81249987229	4.1
1984	152	0	23.6	32.8	14.4	363.57638876091	4.66
1984	153	0	25	32.8	17.2	365.18518505664	3.84
1984	154	2.54	21.1	26.1	16.1	246.30787028367	2.6
1984	155	14.22	20.85	26.1	15.6	246.78240732054	2.8
1984	156	9.91	22.75	29.4	16.1	197.06018511582	4.08
1984	157	1.02	25	31.7	18.3	324.06249988593	5.65
1984	158	0	23.9	31.1	16.7	317.39583322161	4.64
1984	159	0	27.5	34.4	20.6	348.70370358096	5.62
1984	160	0	26.95	33.9	20	358.13657394801	4.22
1984	161	0	26.4	32.8	20	367.21064801889	4.01
1984	162	0	25.3	31.7	18.9	370.63657394361	4.62
1984	163	0	25.85	31.7	20	289.86111100908	5.45
1984	164	0	26.95	33.3	20.6	168.10185179268	5.34
1984	165	0	25.25	31.1	19.4	271.28472212673	3.84
1984	166	35.31	23.6	28.3	18.9	165.65972216391	3.3
1984	167	16	25	30.6	19.4	245.52083324691	3.52
1984	168	20.57	25.25	31.1	19.4	258.24074064984	3.41
1984	169	20.57	25	30.6	19.4	245.46296287656	2.86
1984	170	18.54	23.3	27.2	19.4	207.36111103812	1.58
1984	171	16	23.05	27.8	18.3	148.00925920716	1.95
1984	172	1.78	25.25	31.1	19.4	201.68981474382	3.12
1984	173	0.25	27.2	33.3	21.1	243.68055546978	3.47
1984	174	0	27.75	34.4	21.1	333.4490739567	3.32
1984	175	0	27.5	33.9	21.1	305.59027767021	2.97
1984	176	0	25.55	31.1	20	344.7916665453	2.56
1984	177	0	27.5	34.4	20.6	299.32870359834	2.91
1984	178	0	27.5	33.9	21.1	303.68055544866	2.97
1984	179	0.76	26.1	32.2	20	284.06249990001	2.62
1984	180	1.52	25.55	32.2	18.9	307.76620359537	1.85
1984	181	0	26.35	33.3	19.4	263.51851842576	2.77
1984	182	0	26.1	32.8	19.4	322.39583321985	2.82
1984	183	0	25.55	31.7	19.4	331.80555543876	2.92
1984	184	10.67	25	31.1	18.9	263.79629620344	2.27
1984	185	0	27.5	34.4	20.6	310.20833322414	4.05
1984	186	0.76	26.15	31.7	20.6	346.30787024847	2.66
1984	187	0	27.25	33.9	20.6	277.90509249477	2.24
1984	188	0	28.1	35.6	20.6	355.39351839342	2.82
1984	189	0	28.35	35.6	21.1	360.71759246562	3.12
1984	190	0	28.65	35.6	21.7	362.67361098345	3.84
1984	191	0	28.65	35.6	21.7	361.89814802076	4.32
1984	192	0	28.9	35.6	22.2	359.80324061409	4.27
1984	193	0.51	26.4	31.7	21.1	355.68287024517	1.03
1984	194	4.83	26.1	32.2	20	191.49305548815	1.54
1984	195	2.79	26.95	33.9	20	134.32870365642	3.04
1984	196	0	28.35	35.6	21.1	331.64351840178	3.9
1984	197	0	28.35	35	21.7	356.70138876333	3.47
1984	198	0.25	27.25	32.8	21.7	355.72916654145	2.23
1984	199	1.02	25.85	31.1	20.6	312.49999989	2.16
1984	200	14.22	26.1	32.2	20	221.66666658864	2.34
1984	201	0	26.9	34.4	19.4	332.6388887718	3.21
1984	202	0	27.2	35	19.4	312.65046285291	3.21
1984	203	0	28.05	35	21.1	344.76851839716	3.34
1984	204	0	27.5	33.9	21.1	346.40046284103	3.2
1984	205	0	27.5	34.4	20.6	347.73148135908	2.52
1984	206	0.51	25	30.6	19.4	343.20601839771	3.52
1984	207	1.78	23.05	28.3	17.8	295.97222211804	2.68
1984	208	0.76	25.25	32.2	18.3	234.29398139901	1.47
1984	209	0	26.1	32.2	20	322.29166655322	1.8
1984	210	0.25	25.8	32.2	19.4	284.35185175176	2.2
1984	211	0	25.55	31.7	19.4	292.92824063763	2.77
1984	212	0	25.55	32.2	18.9	270.67129620102	2.98
1984	213	0	25	31.7	18.3	279.15509249433	3.83
1984	214	0.25	25.55	31.1	20	241.73611102602	2.11
1984	215	0	26.1	32.2	20	202.62731474349	1.8
1984	216	5.08	26.4	32.2	20.6	238.48379621235	1.98
1984	217	0.25	26.95	33.3	20.6	189.06249993345	2.2
1984	218	0	27.2	33.3	21.1	260.01157398255	2.97
1984	219	0	28.05	34.4	21.7	290.18518508304	3.48
1984	220	1.02	27.25	32.8	21.7	298.9583332281	2.8
1984	221	2.54	24.75	28.9	20.6	295.41666656268	2.2
1984	222	26.16	23.9	27.8	20	167.73148142244	2.6
1984	223	24.38	23.05	26.7	19.4	116.60879625525	2.82
1984	224	5.33	22.8	26.7	18.9	142.34953698693	2.05
1984	225	1.78	24.4	29.4	19.4	207.6388888158	1.62
1984	226	0	25	30.6	19.4	269.95370360868	1.42
1984	227	0	25.55	32.2	18.9	186.87499993422	2.25
1984	228	0	25.8	32.2	19.4	317.23379618463	2.52
1984	229	0	25.3	31.7	18.9	265.54398138801	2.01
1984	230	0	26.1	33.3	18.9	316.14583322205	2.8
1984	231	0	27.2	34.4	20	324.47916655245	2.09
1984	232	0	27.75	34.4	21.1	324.07407396	1.12
1984	233	0	28.35	35.6	21.1	312.19907396418	1.83
1984	234	0	28.65	35.6	21.7	304.50231470763	2.62
1984	235	0	26.95	32.2	21.7	317.76620359185	2.8
1984	236	2.29	25.3	30.6	20	199.54861104087	1.55
1984	237	1.78	26.1	32.2	20	207.4074073344	1.86
1984	238	6.1	26.7	32.8	20.6	186.9212962305	2.84
1984	239	1.27	26.95	33.3	20.6	253.40277768858	2.73
1984	240	0	27.8	35	20.6	267.84722212794	2.7
1984	241	0	28.6	36.1	21.1	302.25694433805	2.57
1984	242	0	28.9	36.7	21.1	267.63888879468	2.45
1984	243	0	27.25	33.9	20.6	262.731481389	2.53
1984	244	2.79	25.55	32.8	18.3	293.27546285973	2.76
1984	245	0	25.8	32.2	19.4	304.76851841124	3.4
1984	246	0.25	23.6	28.3	18.9	283.69212952977	2.96
1984	247	6.6	22.25	27.8	16.7	188.46064808181	3.32
1984	248	0	20.85	28.9	12.8	294.97685174802	2
1984	249	0	22.2	31.1	13.3	311.29629618672	2.59
1984	250	0	23.65	31.7	15.6	307.19907396594	4.12
1984	251	0	25	33.3	16.7	304.79166655938	4.83
1984	252	0	25.55	32.8	18.3	298.81944433926	2.92
1984	253	0	26.95	35.6	18.3	287.06018508414	2.85
1984	254	0	28.05	36.1	20	295.42824063675	4.36
1984	255	0	27.25	33.9	20.6	287.2685184174	4.46
1984	256	0	26.95	33.9	20	288.3101850837	4.04
1984	257	0	26.65	33.3	20	280.89120360483	3.34
1984	258	0	23.6	29.4	17.8	286.55092582506	2.59
1984	259	0	18.05	21.7	14.4	220.30092584838	3.91
1984	260	1.78	20.3	25.6	15	217.89351844182	2.55
1984	261	0	21.4	28.9	13.9	279.17824064247	2.22
1984	262	0.51	21.65	30	13.3	240.0462962118	1.76
1984	263	0	21.35	29.4	13.3	271.8749999043	1.76
1984	264	0	20.55	27.8	13.3	278.46064805013	2.07
1984	265	0	21.1	27.2	15	236.77083324999	3.38
1984	266	0	23.05	31.1	15	244.39814806212	2.95
1984	267	0	25	32.2	17.8	260.0694443529	4.3
1984	268	0	26.1	32.8	19.4	259.61805546417	4.44
1984	269	0	16.95	23.9	10	256.944444354	4.7
1984	270	5.59	10	12.2	7.8	102.04861107519	2.4
1984	271	1.02	13.35	17.8	8.9	102.30324070473	3.11
1984	272	4.83	9.45	11.7	7.2	188.91203697054	4.31
1984	273	1.27	7.2	9.4	5	129.81481476912	2.08
1984	274	0	11.65	18.9	4.4	177.96296290032	2.45
1984	275	0	16.1	23.9	8.3	257.77777768704	3.95
1984	276	0	18.9	26.1	11.7	243.02083324779	3.47
1984	277	0	17.75	22.2	13.3	196.57407400488	3.7
1984	278	5.33	18.3	22.2	14.4	126.23842588149	5.04
1984	279	0	20	26.1	13.9	231.93287028873	3.45
1984	280	0	19.75	26.7	12.8	215.21990733165	2.26
1984	281	0	19.15	26.1	12.2	243.55324065501	1.55
1984	282	0	19.45	26.7	12.2	235.78703695404	2.05
1984	283	3.3	18.3	23.3	13.3	224.64120362463	1.91
1984	284	0.25	18.85	24.4	13.3	209.62962955584	2.4
1984	285	0	18.9	23.9	13.9	214.28240733198	2.79
1984	286	16.26	20.55	26.1	15	73.63425923334	3.54
1984	287	2.79	18.6	23.3	13.9	208.2175925193	2.41
1984	288	0	17.5	24.4	10.6	127.44212958477	2.96
1984	289	0	12.2	17.2	7.2	220.69444436676	4.1
1984	290	0.25	12.5	17.2	7.8	214.67592585036	5.02
1984	291	0	13.05	21.1	5	236.60879621301	4.42
1984	292	0	16.65	22.2	11.1	217.45370362716	4.4
1984	293	0	11.65	19.4	3.9	226.18055547594	3.01
1984	294	0.25	13.35	16.7	10	217.56944436786	3.18
1984	295	6.35	9.7	12.2	7.2	192.44212956189	3.27
1984	296	10.67	8.05	10	6.1	63.39120368139	3.37
1984	297	2.29	7.8	10	5.6	85.56712959951	3.82
1984	298	1.78	6.95	8.3	5.6	160.02314809182	2.87
1984	299	5.84	9.75	12.8	6.7	79.95370367556	1.93
1984	300	0	13.05	16.7	9.4	127.75462958466	1.76
1984	301	0.76	16.15	21.7	10.6	64.5833333106	4.28
1984	302	0	12.75	18.3	7.2	206.04166659414	2.48
1984	303	0	15	22.8	7.2	202.55787029907	2.44
1984	304	0	16.95	22.8	11.1	196.33101844941	2.46
1984	305	0	18.05	23.9	12.2	184.3749999351	4.48
1984	306	1.78	12.2	18.3	6.1	145.01157402303	3.84
1984	307	0	9.7	16.1	3.3	197.52314807862	2.12
1984	308	0	15.25	23.3	7.2	198.47222215236	4.31
1984	309	0	13.9	20	7.8	196.4120369679	3.6
1984	310	0	11.65	20	3.3	198.56481474492	2.41
1984	311	0	12.8	20	5.6	191.84027771025	4.23
1984	312	0	16.9	24.4	9.4	115.82175921849	3.22
1984	313	0	17.5	25.6	9.4	179.71064808489	3.98
1984	314	0	16.1	22.2	10	186.16898141595	5.28
1984	315	0	8.9	15	2.8	188.36805548925	3.16
1984	316	0	10.8	19.4	2.2	186.93287030457	3.02
1984	317	0	11.95	21.1	2.8	184.44444437952	2.22
1984	318	0	14.7	22.2	7.2	175.90277771586	3.8
1984	319	0	16.95	23.9	10	134.03935180467	3.77
1984	320	0	11.4	16.7	6.1	166.11111105264	3.23
1984	321	0	7.75	12.2	3.3	93.80787033735	3.34
1984	322	14.22	8.9	11.1	6.7	74.59490738115	1.98
1984	323	8.38	6.35	9.4	3.3	49.58333331588	3.91
1984	324	1.02	3.9	7.2	0.6	127.09490736267	1.56
1984	325	0	3.9	6.7	1.1	162.71990735013	1.12
1984	326	0	4.45	8.3	0.6	167.98611105198	2.23
1984	327	0	5	9.4	0.6	167.62731475581	2.34
1984	328	0	7.25	12.8	1.7	83.22916663737	2.72
1984	329	5.33	6.4	8.9	3.9	131.18055550938	3.05
1984	330	18.29	10.55	16.1	5	37.22222220912	5.23
1984	331	0.25	7.5	11.7	3.3	157.81249994445	5.05
1984	332	0	3.05	7.8	-1.7	155.18518513056	3.52
1984	333	0	7.8	16.7	-1.1	164.5833332754	4.27
1984	334	0	8.65	15.6	1.7	164.25925920144	3.48
1984	335	0	6.65	13.3	0	157.10648142618	2.16
1984	336	0	8.05	16.1	0	88.25231478375	3.34
1984	337	0	4.45	10	-1.1	130.38194439855	2.45
1984	338	0	2.25	7.8	-3.3	158.83101846261	3.07
1984	339	0	1.1	3.3	-1.1	101.20370366808	3.68
1984	340	1.02	1.1	4.4	-2.2	28.91203702686	2.72
1984	341	0	1.95	8.3	-4.4	147.78935179983	2.66
1984	342	0	7.75	17.2	-1.7	159.91898142519	3.85
1984	343	0	11.1	19.4	2.8	153.42592587192	3.39
1984	344	0	13.1	20.6	5.6	130.05787032459	3.63
1984	345	0	10.55	19.4	1.7	153.83101846437	1.96
1984	346	0	12.5	17.8	7.2	96.1805555217	4.1
1984	347	0	11.15	15.6	6.7	78.69212960193	4.24
1984	348	1.27	5.25	9.4	1.1	143.04398143113	2.36
1984	349	1.78	0	1.7	-1.7	102.32638885287	4.91
1984	350	12.95	2.8	5.6	0	48.42592590888	4.42
1984	351	12.45	5.85	11.7	0	62.51157405207	3.52
1984	352	0	6.95	12.8	1.1	152.96296290912	2.77
1984	353	0	3.35	6.7	0	145.26620365257	3.07
1984	354	1.02	7.8	11.7	3.9	36.65509257969	2.45
1984	355	2.79	11.4	15	7.8	79.83796293486	3.02
1984	356	0.51	9.4	14.4	4.4	58.28703701652	4.67
1984	357	0	5	10.6	-0.6	103.54166663022	2.04
1984	358	0	8.65	16.7	0.6	79.93055552742	4.19
1984	359	0	4.75	11.7	-2.2	132.68518513848	4.73
1984	360	0	-0.3	3.3	-3.9	125.1157406967	2.45
1984	361	0.51	5.55	10	1.1	52.28009257419	3.57
1984	362	1.27	11.7	15.6	7.8	60.26620368249	5.73
1984	363	0.51	16.1	18.9	13.3	98.379629595	5.22
1984	364	2.54	12.25	17.8	6.7	67.33796293926	3.96
1984	365	0	6.4	11.1	1.7	117.41898144015	2.13
