"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.162,0.879,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2004,61.767,1.495,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2005,163.41,3.041,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2006,60.938,1.128,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2007,6.71,0.113,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2008,71.472,1.173,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2009,36.24,0.599,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2010,31.892,0.426,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2011,69.626,1.385,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2012,37.215,0.723,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2013,54.007,1.095,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2014,52.362,0.953,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2015,63.079,1.221,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2016,56.837,0.961,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2017,59.708,1.178,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2018,66.292,1.147,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2019,38.714,0.774,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2020,74.862,1.314,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2021,56.3,1.059,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2022,81.923,1.389,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2022,0,0,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2023,23.713,0.511,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2024,70.681,1.202,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2025,71.829,1.388,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2026,56.02,1.057,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2027,54.205,1.107,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2028,81.202,1.445,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2029,104.719,1.918,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2030,78.138,1.306,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2031,29.492,0.569,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2032,81.485,1.525,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2033,81.463,1.523,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2034,64.611,1.168,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2035,79.055,1.483,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2036,72.382,1.248,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2037,71.16,1.418,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2038,63.877,1.2,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2039,73.137,1.369,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2040,81.559,1.432,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2041,88.247,1.62,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2042,84.803,1.495,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2043,88.161,1.629,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2044,81.107,1.422,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2045,64.126,1.188,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2046,67.035,1.19,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2047,91.725,1.665,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2048,92.473,1.606,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
2049,70.801,1.307,"Daycent","5_3",5,3,"","CC-CR","Cover Crop, Crop Rotation"
