"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.162,0.879,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2004,61.767,1.495,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2005,114.418,1.721,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2006,48.321,1.01,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2007,12.834,0.211,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2008,29.978,0.475,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2009,37.192,0.571,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2010,30.983,0.424,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2011,47.439,0.849,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2012,27.853,0.353,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2013,41.755,0.811,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2014,34.631,0.461,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2015,58.53,1.055,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2016,34.501,0.349,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2017,47.17,0.92,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2018,38.109,0.501,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2019,33.736,0.608,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2020,38.484,0.522,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2021,41.597,0.782,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2022,39.637,0.56,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2022,0,0,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2023,50.155,0.907,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2024,43.436,0.595,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2025,46.033,0.843,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2026,40.374,0.584,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2027,39.835,0.722,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2028,42.424,0.591,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2029,53.391,0.937,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2030,44.105,0.545,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2031,53.749,0.929,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2032,43.241,0.473,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2033,58.719,1.077,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2034,42.936,0.466,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2035,49.123,0.896,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2036,42.158,0.533,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2037,71.496,1.254,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2038,50.141,0.485,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2039,51.18,0.916,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2040,40.451,0.475,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2041,32.799,0.625,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2042,44.431,0.775,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2043,66.179,1.08,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2044,43.516,0.505,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2045,62.279,1.138,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2046,51.456,0.668,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2047,50.317,0.844,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2048,40.497,0.587,"Daycent","2_7",2,7,"","CN","Continuous Crop"
2049,56.238,1.024,"Daycent","2_7",2,7,"","CN","Continuous Crop"
