"year","Cinput","Ninput","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num","scenario_abbrev","scenario_description"
2003,40.162,0.879,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2004,72.246,1.757,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2005,89.589,1.551,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2006,64.759,1.296,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2007,11.477,0.215,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2008,19.318,0.324,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2009,38.993,0.709,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2010,31.204,0.473,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2011,45.721,0.886,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2012,23.536,0.38,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2013,64.436,1.339,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2014,42.699,0.737,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2015,64.249,1.222,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2016,53.371,0.889,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2017,61.754,1.268,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2018,52.418,0.875,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2019,43.242,0.902,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2020,59.729,1.039,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2021,58.611,1.222,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2022,66.112,1.093,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2022,0,0,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2023,58.739,1.15,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2024,76.382,1.327,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2025,48.036,0.933,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2026,59.147,1.092,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2027,45.857,0.895,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2028,84.483,1.487,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2029,38.021,0.748,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2030,76.007,1.43,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2031,50.556,0.949,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2032,51.787,0.901,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2033,59.901,1.12,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2034,71.889,1.232,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2035,47.468,0.942,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2036,72.522,1.309,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2037,16.305,0.311,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2038,102.192,1.987,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2039,55.367,1.027,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2040,77.776,1.402,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2041,43.184,0.849,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2042,71.05,1.36,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2043,38.458,0.778,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2044,65.524,1.268,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2045,57.078,1.115,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2046,73.496,1.342,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2047,61.756,1.19,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2048,83.939,1.526,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
2049,54.586,1.077,"Daycent","3_51",3,5,1,"RR50-CR","Rmv Resid 50%, Crop Rotation"
