"date","year","dayofyear","N2O_emit_gha","N2O_cum_gha","CH4_net_gha","CH4_cum_gha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1995-01-01,1995,1,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-02,1995,2,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-03,1995,3,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-04,1995,4,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-05,1995,5,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-06,1995,6,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-07,1995,7,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-08,1995,8,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-09,1995,9,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-10,1995,10,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-11,1995,11,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-12,1995,12,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-13,1995,13,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-14,1995,14,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-15,1995,15,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-16,1995,16,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-17,1995,17,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-18,1995,18,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-19,1995,19,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-20,1995,20,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-21,1995,21,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-22,1995,22,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-23,1995,23,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-24,1995,24,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-25,1995,25,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-26,1995,26,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-27,1995,27,0,0,NA,NA,"APSIM","1_41",1,4,1
1995-01-28,1995,28,0,0,NA,NA,"APSIM","1_41",1,4,1
