forc_st	forc_sw	forc_npp	date	crop
9.68	0.2596	0	2022-01-01	wheat
9.23	0.2596	0	2022-01-02	wheat
8.82	0.2596	0	2022-01-03	wheat
8.46	0.2596	0	2022-01-04	wheat
8.17	0.26	0	2022-01-05	wheat
7.9	0.26	0	2022-01-06	wheat
7.68	0.26	0	2022-01-07	wheat
7.46	0.26	0	2022-01-08	wheat
7.26	0.26	0	2022-01-09	wheat
7.06	0.26	0	2022-01-10	wheat
6.88	0.2601	0	2022-01-11	wheat
6.75	0.26	0	2022-01-12	wheat
6.6	0.26	0	2022-01-13	wheat
6.47	0.26	0	2022-01-14	wheat
6.48	0.26	0	2022-01-15	wheat
6.44	0.26	0	2022-01-16	wheat
6.28	0.26	0	2022-01-17	wheat
6.06	0.26	0	2022-01-18	wheat
5.89	0.26	0	2022-01-19	wheat
5.75	0.26	0	2022-01-20	wheat
5.62	0.26	0	2022-01-21	wheat
5.48	0.26	0	2022-01-22	wheat
5.35	0.26	0	2022-01-23	wheat
5.24	0.26	0	2022-01-24	wheat
5.18	0.26	0	2022-01-25	wheat
5.11	0.26	0	2022-01-26	wheat
4.99	0.26	0	2022-01-27	wheat
4.86	0.26	0	2022-01-28	wheat
4.74	0.26	0	2022-01-29	wheat
4.63	0.26	0	2022-01-30	wheat
4.52	0.26	0	2022-01-31	wheat
4.42	0.26	0	2022-02-01	wheat
4.33	0.26	0	2022-02-02	wheat
4.22	0.26	0	2022-02-03	wheat
4.1	0.26	0	2022-02-04	wheat
3.96	0.26	0	2022-02-05	wheat
3.84	0.26	0	2022-02-06	wheat
3.7	0.26	0	2022-02-07	wheat
3.6	0.26	0	2022-02-08	wheat
3.51	0.26	0	2022-02-09	wheat
3.39	0.26	0	2022-02-10	wheat
3.24	0.26	0	2022-02-11	wheat
3.12	0.26	0	2022-02-12	wheat
3.03	0.26	0	2022-02-13	wheat
2.96	0.26	0	2022-02-14	wheat
2.9	0.26	0	2022-02-15	wheat
2.82	0.26	0	2022-02-16	wheat
2.73	0.26	0	2022-02-17	wheat
2.69	0.26	0	2022-02-18	wheat
2.67	0.26	0	2022-02-19	wheat
2.66	0.26	0	2022-02-20	wheat
2.66	0.26	0	2022-02-21	wheat
2.62	0.26	0	2022-02-22	wheat
2.6	0.26	0	2022-02-23	wheat
2.63	0.26	0	2022-02-24	wheat
2.67	0.26	0	2022-02-25	wheat
2.62	0.26	0	2022-02-26	wheat
2.58	0.26	0	2022-02-27	wheat
2.63	0.26	0	2022-02-28	wheat
2.71	0.26	0	2022-03-01	wheat
2.86	0.26	0	2022-03-02	wheat
3.07	0.26	0	2022-03-03	wheat
3.34	0.26	0	2022-03-04	wheat
3.58	0.26	0	2022-03-05	wheat
3.72	0.26	0	2022-03-06	wheat
3.8	0.2599	0	2022-03-07	wheat
3.92	0.2599	0	2022-03-08	wheat
4.16	0.2598	0	2022-03-09	wheat
4.42	0.2597	0	2022-03-10	wheat
4.66	0.2596	0	2022-03-11	wheat
4.83	0.26	0	2022-03-12	wheat
4.94	0.26	0	2022-03-13	wheat
4.93	0.26	0	2022-03-14	wheat
4.77	0.26	0	2022-03-15	wheat
4.57	0.26	0	2022-03-16	wheat
4.4	0.26	0	2022-03-17	wheat
4.27	0.26	0	2022-03-18	wheat
4.14	0.26	0	2022-03-19	wheat
4	0.26	0	2022-03-20	wheat
3.87	0.2599	0	2022-03-21	wheat
3.75	0.2599	0	2022-03-22	wheat
3.63	0.2598	0	2022-03-23	wheat
3.51	0.2598	0	2022-03-24	wheat
3.45	0.2597	0	2022-03-25	wheat
3.5	0.2596	0	2022-03-26	wheat
3.61	0.2594	0	2022-03-27	wheat
3.82	0.2592	0	2022-03-28	wheat
4.03	0.26	0	2022-03-29	wheat
4	0.26	0	2022-03-30	wheat
3.83	0.26	0	2022-03-31	wheat
3.62	0.26	0	2022-04-01	wheat
3.47	0.26	0	2022-04-02	wheat
3.41	0.26	0	2022-04-03	wheat
3.42	0.26	0	2022-04-04	wheat
3.55	0.26	0	2022-04-05	wheat
3.93	0.26	0	2022-04-06	wheat
4.46	0.26	0	2022-04-07	wheat
4.9	0.26	0	2022-04-08	wheat
5.04	0.26	0	2022-04-09	wheat
4.97	0.2599	0	2022-04-10	wheat
4.96	0.2599	0	2022-04-11	wheat
5	0.2598	0	2022-04-12	wheat
5.11	0.2597	0	2022-04-13	wheat
5.3	0.2596	0	2022-04-14	wheat
5.54	0.2596	0	2022-04-15	wheat
5.72	0.2595	0	2022-04-16	wheat
5.94	0.2595	0	2022-04-17	wheat
6.23	0.2593	0	2022-04-18	wheat
6.54	0.2591	0	2022-04-19	wheat
