"","GEOID","value","year","doy","variable","model"
"1",18003,-10.6748034884358,1951,1,"tmin","nclim"
"2",18003,-2.97961590736233,1951,2,"tmin","nclim"
"3",18003,2.41120626508144,1951,3,"tmin","nclim"
"4",18003,-2.28483427525961,1951,4,"tmin","nclim"
"5",18003,-2.59038835770903,1951,5,"tmin","nclim"
"6",18003,-2.3299577233387,1951,6,"tmin","nclim"
"7",18003,-7.11445819592615,1951,7,"tmin","nclim"
"8",18003,-13.6267933510897,1951,8,"tmin","nclim"
"9",18003,-13.3913758930407,1951,9,"tmin","nclim"
"10",18003,-7.66494988307618,1951,10,"tmin","nclim"
"11",18003,-3.17464375830533,1951,11,"tmin","nclim"
"12",18003,-8.31334491473192,1951,12,"tmin","nclim"
"13",18003,-8.16020273994981,1951,13,"tmin","nclim"
"14",18003,-5.11442285755224,1951,14,"tmin","nclim"
"15",18003,-3.47970186841418,1951,15,"tmin","nclim"
"16",18003,-4.87134444141946,1951,16,"tmin","nclim"
"17",18003,-4.4449692992439,1951,17,"tmin","nclim"
"18",18003,0.811571694475909,1951,18,"tmin","nclim"
"19",18003,2.67943310619098,1951,19,"tmin","nclim"
"20",18003,3.07193029986488,1951,20,"tmin","nclim"
"21",18003,-5.6453228044231,1951,21,"tmin","nclim"
"22",18003,-10.574476571111,1951,22,"tmin","nclim"
"23",18003,-6.98481422000461,1951,23,"tmin","nclim"
"24",18003,-9.28616376062583,1951,24,"tmin","nclim"
"25",18003,-11.1177211187039,1951,25,"tmin","nclim"
"26",18003,-11.1950806712547,1951,26,"tmin","nclim"
"27",18003,-9.57797885080527,1951,27,"tmin","nclim"
"28",18003,-9.15127427229407,1951,28,"tmin","nclim"
"29",18003,-11.2512526250025,1951,29,"tmin","nclim"
"30",18003,-18.0100943604408,1951,30,"tmin","nclim"
"31",18003,-17.025486304746,1951,31,"tmin","nclim"
"32",18003,-15.2560310698392,1951,32,"tmin","nclim"
"33",18003,-25.2756256772761,1951,33,"tmin","nclim"
"34",18003,-25.1361048637078,1951,34,"tmin","nclim"
"35",18003,-16.7365429236875,1951,35,"tmin","nclim"
"36",18003,-7.35416340800057,1951,36,"tmin","nclim"
"37",18003,-5.60472515173126,1951,37,"tmin","nclim"
"38",18003,-13.6960240821392,1951,38,"tmin","nclim"
"39",18003,-19.7620687005116,1951,39,"tmin","nclim"
"40",18003,-20.4937045861406,1951,40,"tmin","nclim"
"41",18003,-19.4034301579347,1951,41,"tmin","nclim"
"42",18003,-10.1138797079611,1951,42,"tmin","nclim"
"43",18003,0.407437894844085,1951,43,"tmin","nclim"
"44",18003,-1.61878736660494,1951,44,"tmin","nclim"
"45",18003,-9.53780745344552,1951,45,"tmin","nclim"
"46",18003,-10.0558361455014,1951,46,"tmin","nclim"
"47",18003,-6.89735115982636,1951,47,"tmin","nclim"
"48",18003,-1.66975713166577,1951,48,"tmin","nclim"
"49",18003,-1.26743924387714,1951,49,"tmin","nclim"
"50",18003,0.95296655060255,1951,50,"tmin","nclim"
"51",18003,0.953435321670701,1951,51,"tmin","nclim"
"52",18003,-0.093412807084925,1951,52,"tmin","nclim"
"53",18003,-2.19605106171112,1951,53,"tmin","nclim"
"54",18003,-4.50956599140725,1951,54,"tmin","nclim"
"55",18003,-3.67055561612224,1951,55,"tmin","nclim"
"56",18003,-1.55834923599199,1951,56,"tmin","nclim"
"57",18003,3.29261034998977,1951,57,"tmin","nclim"
"58",18003,1.23550333401613,1951,58,"tmin","nclim"
"59",18003,-5.46324998760781,1951,59,"tmin","nclim"
"60",18003,-3.42573947334847,1951,60,"tmin","nclim"
"61",18003,-2.50739654992756,1951,61,"tmin","nclim"
"62",18003,-1.51564386082672,1951,62,"tmin","nclim"
"63",18003,-3.21177433192381,1951,63,"tmin","nclim"
"64",18003,-3.7952353632241,1951,64,"tmin","nclim"
"65",18003,-0.191282047307369,1951,65,"tmin","nclim"
"66",18003,3.96622385253683,1951,66,"tmin","nclim"
"67",18003,-0.587138541353246,1951,67,"tmin","nclim"
"68",18003,-5.59998166268332,1951,68,"tmin","nclim"
"69",18003,-6.20415871213054,1951,69,"tmin","nclim"
"70",18003,-4.76881736872489,1951,70,"tmin","nclim"
"71",18003,-3.13209742858396,1951,71,"tmin","nclim"
"72",18003,-1.44245947069592,1951,72,"tmin","nclim"
"73",18003,-1.00180029022066,1951,73,"tmin","nclim"
"74",18003,-1.24347345494387,1951,74,"tmin","nclim"
"75",18003,-2.4077276655805,1951,75,"tmin","nclim"
"76",18003,-5.10442218780518,1951,76,"tmin","nclim"
"77",18003,-2.77035881664321,1951,77,"tmin","nclim"
"78",18003,-4.46977514105234,1951,78,"tmin","nclim"
"79",18003,-7.86509656794587,1951,79,"tmin","nclim"
"80",18003,-9.90882805941398,1951,80,"tmin","nclim"
"81",18003,-10.6735232832836,1951,81,"tmin","nclim"
"82",18003,-4.39238150607773,1951,82,"tmin","nclim"
"83",18003,-3.78507725397746,1951,83,"tmin","nclim"
"84",18003,-6.69709098882843,1951,84,"tmin","nclim"
"85",18003,-7.18555875131261,1951,85,"tmin","nclim"
"86",18003,-2.79772052039877,1951,86,"tmin","nclim"
"87",18003,4.0248244475203,1951,87,"tmin","nclim"
"88",18003,8.21026104598018,1951,88,"tmin","nclim"
"89",18003,3.98621215388092,1951,89,"tmin","nclim"
"90",18003,-0.777581578841684,1951,90,"tmin","nclim"
"91",18003,-0.484681521413837,1951,91,"tmin","nclim"
"92",18003,-0.168468771484947,1951,92,"tmin","nclim"
"93",18003,-0.427898418981778,1951,93,"tmin","nclim"
"94",18003,0.416896432507456,1951,94,"tmin","nclim"
"95",18003,-1.13296818332365,1951,95,"tmin","nclim"
"96",18003,0.494706373719488,1951,96,"tmin","nclim"
"97",18003,4.59380701271414,1951,97,"tmin","nclim"
"98",18003,4.99742847046657,1951,98,"tmin","nclim"
"99",18003,2.4508261386414,1951,99,"tmin","nclim"
"100",18003,1.06046023271237,1951,100,"tmin","nclim"
"101",18003,0.175445438133912,1951,101,"tmin","nclim"
"102",18003,1.59444502355062,1951,102,"tmin","nclim"
"103",18003,0.920621455778853,1951,103,"tmin","nclim"
"104",18003,1.34162837040355,1951,104,"tmin","nclim"
"105",18003,1.9727447329906,1951,105,"tmin","nclim"
"106",18003,-0.625760411924263,1951,106,"tmin","nclim"
"107",18003,-1.33908011418337,1951,107,"tmin","nclim"
"108",18003,-0.512283860125214,1951,108,"tmin","nclim"
"109",18003,0.495465846869506,1951,109,"tmin","nclim"
"110",18003,-1.69017385857844,1951,110,"tmin","nclim"
"111",18003,1.19607280649637,1951,111,"tmin","nclim"
"112",18003,4.33418601047226,1951,112,"tmin","nclim"
"113",18003,-0.0600352638493679,1951,113,"tmin","nclim"
"114",18003,3.27830333291439,1951,114,"tmin","nclim"
"115",18003,6.92619355547498,1951,115,"tmin","nclim"
"116",18003,5.85267748944244,1951,116,"tmin","nclim"
"117",18003,3.90139099966016,1951,117,"tmin","nclim"
"118",18003,9.08363525992946,1951,118,"tmin","nclim"
"119",18003,13.9070879378514,1951,119,"tmin","nclim"
"120",18003,12.6251038696334,1951,120,"tmin","nclim"
"121",18003,10.5712742872405,1951,121,"tmin","nclim"
"122",18003,12.5561868355288,1951,122,"tmin","nclim"
"123",18003,14.1628592742117,1951,123,"tmin","nclim"
"124",18003,8.41869447105809,1951,124,"tmin","nclim"
"125",18003,5.17592479722542,1951,125,"tmin","nclim"
"126",18003,5.6120720428333,1951,126,"tmin","nclim"
"127",18003,3.27498639006364,1951,127,"tmin","nclim"
"128",18003,6.08513983090719,1951,128,"tmin","nclim"
"129",18003,8.99677639621043,1951,129,"tmin","nclim"
"130",18003,6.67801099409137,1951,130,"tmin","nclim"
"131",18003,5.21866288129349,1951,131,"tmin","nclim"
"132",18003,3.10119210349189,1951,132,"tmin","nclim"
"133",18003,3.82340332708861,1951,133,"tmin","nclim"
"134",18003,5.56036363345141,1951,134,"tmin","nclim"
"135",18003,9.60277597973918,1951,135,"tmin","nclim"
"136",18003,12.4146275765715,1951,136,"tmin","nclim"
"137",18003,14.0987756717972,1951,137,"tmin","nclim"
"138",18003,11.8703694561072,1951,138,"tmin","nclim"
"139",18003,11.7874608028702,1951,139,"tmin","nclim"
"140",18003,14.7124340721041,1951,140,"tmin","nclim"
"141",18003,15.0027583138985,1951,141,"tmin","nclim"
"142",18003,14.0396679130911,1951,142,"tmin","nclim"
"143",18003,7.23698046444452,1951,143,"tmin","nclim"
"144",18003,6.90989725436384,1951,144,"tmin","nclim"
"145",18003,9.8896747159679,1951,145,"tmin","nclim"
"146",18003,11.872026427308,1951,146,"tmin","nclim"
"147",18003,9.98453191679124,1951,147,"tmin","nclim"
"148",18003,8.93552718580815,1951,148,"tmin","nclim"
"149",18003,7.71999328261928,1951,149,"tmin","nclim"
"150",18003,8.63504521609747,1951,150,"tmin","nclim"
"151",18003,10.8124249079074,1951,151,"tmin","nclim"
"152",18003,16.0492111306441,1951,152,"tmin","nclim"
"153",18003,16.9330857650578,1951,153,"tmin","nclim"
"154",18003,18.2543089816445,1951,154,"tmin","nclim"
"155",18003,13.8117316067567,1951,155,"tmin","nclim"
"156",18003,9.51219743539018,1951,156,"tmin","nclim"
"157",18003,7.9325498700839,1951,157,"tmin","nclim"
"158",18003,8.94787499611838,1951,158,"tmin","nclim"
"159",18003,12.1425654489395,1951,159,"tmin","nclim"
"160",18003,13.4539195936326,1951,160,"tmin","nclim"
"161",18003,13.0662729887934,1951,161,"tmin","nclim"
"162",18003,9.45346955416495,1951,162,"tmin","nclim"
"163",18003,12.0308560901218,1951,163,"tmin","nclim"
"164",18003,14.2690720864904,1951,164,"tmin","nclim"
"165",18003,11.3295173979642,1951,165,"tmin","nclim"
"166",18003,10.3164850201523,1951,166,"tmin","nclim"
"167",18003,11.7922059633578,1951,167,"tmin","nclim"
"168",18003,15.307009580958,1951,168,"tmin","nclim"
"169",18003,16.1064191433421,1951,169,"tmin","nclim"
"170",18003,17.5229273310879,1951,170,"tmin","nclim"
"171",18003,17.8966654136167,1951,171,"tmin","nclim"
"172",18003,13.6212360554968,1951,172,"tmin","nclim"
"173",18003,14.3248094999302,1951,173,"tmin","nclim"
"174",18003,15.0691063161482,1951,174,"tmin","nclim"
"175",18003,15.6533235360307,1951,175,"tmin","nclim"
"176",18003,14.5053600880138,1951,176,"tmin","nclim"
"177",18003,14.9556260655498,1951,177,"tmin","nclim"
"178",18003,18.1116000839144,1951,178,"tmin","nclim"
"179",18003,17.9260939112881,1951,179,"tmin","nclim"
"180",18003,14.5543212344075,1951,180,"tmin","nclim"
"181",18003,15.1670428320678,1951,181,"tmin","nclim"
"182",18003,13.7315565460607,1951,182,"tmin","nclim"
"183",18003,12.4794348276149,1951,183,"tmin","nclim"
"184",18003,13.3613483445686,1951,184,"tmin","nclim"
"185",18003,17.1958790706612,1951,185,"tmin","nclim"
"186",18003,12.7989853457401,1951,186,"tmin","nclim"
"187",18003,10.7945196692707,1951,187,"tmin","nclim"
"188",18003,12.7869449308741,1951,188,"tmin","nclim"
"189",18003,16.8708144695438,1951,189,"tmin","nclim"
"190",18003,17.2336011518512,1951,190,"tmin","nclim"
"191",18003,17.7496734842222,1951,191,"tmin","nclim"
"192",18003,18.5034877743637,1951,192,"tmin","nclim"
"193",18003,18.2049524597257,1951,193,"tmin","nclim"
"194",18003,17.3169832642315,1951,194,"tmin","nclim"
"195",18003,16.5839061603212,1951,195,"tmin","nclim"
"196",18003,15.9604521416781,1951,196,"tmin","nclim"
"197",18003,17.0979651646307,1951,197,"tmin","nclim"
"198",18003,17.6379777417545,1951,198,"tmin","nclim"
"199",18003,17.147684061597,1951,199,"tmin","nclim"
"200",18003,17.219212812011,1951,200,"tmin","nclim"
"201",18003,10.7251433774045,1951,201,"tmin","nclim"
"202",18003,12.6505019349662,1951,202,"tmin","nclim"
"203",18003,19.0230906157466,1951,203,"tmin","nclim"
"204",18003,18.102956595616,1951,204,"tmin","nclim"
"205",18003,15.8797785747818,1951,205,"tmin","nclim"
